# ALPHA = 0.05
# TOT_SETS = 14


# _SET1_ SET = green
# _SET1_ NGENES = 711
# _SET1_ P = 0.00350845
_SET1_     GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET1_     ENSG00000213190     1  151030234  151040970     17       6  150064      0.94116      0.17331
_SET1_     ENSG00000143436     1  151732119  151736040     12       3  150064      0.32288      0.37339
_SET1_     ENSG00000160785     1  156163880  156182587     32       5  150064      0.86213      0.19431
_SET1_     ENSG00000081721     1  161719548  161727028     32       7  150064     -0.35345      0.63812
_SET1_     ENSG00000117143     1  162531323  162569627     73      14  150064       2.7695    0.0028069
_SET1_     ENSG00000143198     1  165600098  165631033    136      21  150064      0.23778      0.40602
_SET1_     ENSG00000143158     1  167885967  167906278     30       7  150064      0.33865      0.36744
_SET1_     ENSG00000143164     1  167905021  168045081    214      18  150064      0.58479      0.27935
_SET1_     ENSG00000143153     1  169074935  169101960    107      20  150064       2.6251    0.0043314
_SET1_     ENSG00000075945     1  169890467  170054349    490      13  150064       1.8537      0.03189
_SET1_     ENSG00000010165     1  171750788  171783163     98       7  150064       1.8036     0.035649
_SET1_     ENSG00000152061     1  174128548  174964445   1904      23  150064       2.9082    0.0018176
_SET1_     ENSG00000135823     1  180941861  180992047     89      12  150064     -0.15031      0.55974
_SET1_     ENSG00000116750     1  192981380  193029237     47      11  150064       2.7627    0.0028662
_SET1_     ENSG00000023572     1  193065598  193075244     17       5  150064       2.5093    0.0060491
_SET1_     ENSG00000162630     1  193148175  193155784     14       4  150064        2.634    0.0042195
_SET1_     ENSG00000134375     1  201924619  201939789     41       9  150064      0.62867      0.26478
_SET1_     ENSG00000067704     1  220267444  220321380    120      17  150064       1.6425      0.05024
_SET1_     ENSG00000143756     1  224301789  224349749    123      10  150064      0.75461      0.22524
_SET1_     ENSG00000143786     1  224622362  224928251    831      38  150064       2.7273     0.003193
_SET1_     ENSG00000168118     1  229406822  229441641     77       9  150064      0.72766      0.23341
_SET1_     ENSG00000135750     1  233749750  233808258    196      36  150064     0.019427      0.49225
_SET1_     ENSG00000173726     1  235272651  235292251     52       7  150064      -1.0137      0.84463
_SET1_     ENSG00000188739     1  235294498  235324772     65      10  150064     -0.50474      0.69313
_SET1_     ENSG00000182901     1  240931554  241520530   2014     149  150064       3.3041   0.00047634
_SET1_     ENSG00000035687     1  244571796  244615436    117      20  150064       2.2557     0.012045
_SET1_     ENSG00000185420     1  245912642  246670614   3483      92  150064       2.4346     0.007455
_SET1_     ENSG00000162851     1  246703862  246729626    167      20  150064       1.4509       0.0734
_SET1_     ENSG00000143727     2     264140     278283     26       5  150064      0.32575      0.37231
_SET1_     ENSG00000186487     2    1792885    2335032   1706      82  150064      0.68086      0.24798
_SET1_     ENSG00000119185     2    9543604    9563676     47       6  150064     -0.72076      0.76447
_SET1_     ENSG00000079785     2   15731302   15771235    127      12  150064     -0.15495      0.56157
_SET1_     ENSG00000240857     2   18735989   18741946     13       7  150064      -1.1616       0.8773
_SET1_     ENSG00000198522     2   27851114   27874375     42       7  150064        3.066    0.0010848
_SET1_     ENSG00000119760     2   27873679   27886676     10       3  150064       3.0172    0.0012755
_SET1_     ENSG00000163798     2   27886338   27917840     32      13  150064       3.9109   4.5982e-05
_SET1_     ENSG00000243147     2   27994584   28210954    385      17  150064       5.0472   2.2415e-07
_SET1_     ENSG00000213639     2   28974506   29025806    122      16  150064       3.3995   0.00033759
_SET1_     ENSG00000171103     2   29072687   29093167     34       7  150064       3.2526   0.00057175
_SET1_     ENSG00000119801     2   30369807   30383399     28      10  150064       0.6788      0.24863
_SET1_     ENSG00000115828     2   37571717   37600465     93      22  150064       2.9081     0.001818
_SET1_     ENSG00000011566     2   39476407   39664453    447      20  150064       1.0623      0.14404
_SET1_     ENSG00000138036     2   44001178   44037149    141      13  150064     0.038986      0.48445
_SET1_     ENSG00000138078     2   44543420   44589001    124      14  150064     -0.79369      0.78631
_SET1_     ENSG00000138081     2   48016455   48132932    345      23  150064         2.62    0.0043968
_SET1_     ENSG00000170634     2   54197975   54532437   1020      42  150064        3.954   3.8435e-05
_SET1_     ENSG00000115310     2   55199325   55339757    453      32  150064       2.2964     0.010826
_SET1_     ENSG00000085760     2   55463731   55496483     95      16  150064     -0.68904       0.7546
_SET1_     ENSG00000115484     2   62095224   62115939     62      10  150064      -1.0364      0.84999
_SET1_     ENSG00000170340     2   62423248   62451866     45      10  150064      0.40264      0.34361
_SET1_     ENSG00000115504     2   62900986   63273622    453      37  150064       3.7451   9.0149e-05
_SET1_     ENSG00000014641     2   63815743   63834331     38       6  150064      -0.0781      0.53113
_SET1_     ENSG00000169764     2   64068074   64118696    118      22  150064      0.54993      0.29119
_SET1_     ENSG00000138069     2   65297835   65357240    206      18  150064     -0.81182      0.79155
_SET1_     ENSG00000138071     2   65454887   65498387    123      16  150064      -0.4468      0.67249
_SET1_     ENSG00000197223     2   68268262   68338080     91      20  150064        -0.47      0.68082
_SET1_     ENSG00000198380     2   69546905   69614382    136       9  150064        1.687     0.045801
_SET1_     ENSG00000169599     2   69622882   69664760    101       8  150064       1.5574     0.059686
_SET1_     ENSG00000114956     2   74153953   74186088     82       9  150064      -1.0873      0.86154
_SET1_     ENSG00000176407     2   85198216   85286595    150      15  150064      0.22403      0.41137
_SET1_     ENSG00000068615     2   86441116   86565206    421      16  150064       1.2308      0.10921
_SET1_     ENSG00000115561     2   86730554   86948245    461      23  150064       1.5941     0.055455
_SET1_     ENSG00000040933     2   99061317   99210853    242      13  150064        1.937     0.026373
_SET1_     ENSG00000115514     2   99935445   99957165     54      10  150064     -0.89761       0.8153
_SET1_     ENSG00000115641     2  105974169  106054970    292      45  150064      0.20358      0.41934
_SET1_     ENSG00000135968     2  109065017  109125871    228      15  150064       1.7722     0.038182
_SET1_     ENSG00000153201     2  109335937  109402267    118      10  150064      -0.3481      0.63612
_SET1_     ENSG00000115091     2  114647537  114720173    233      14  150064       1.5534     0.060162
_SET1_     ENSG00000125629     2  118846028  118868573     50      17  150064       2.5996    0.0046668
_SET1_     ENSG00000144118     2  120997640  121052289    160      11  150064      0.66397      0.25335
_SET1_     ENSG00000115762     2  131862420  132111282    281      10  150064       3.5794   0.00017216
_SET1_     ENSG00000233087     2  132118066  132121731      5       2  150064       2.1727     0.014901
_SET1_     ENSG00000121964     2  144695635  145090135    533      32  150064        1.775     0.037947
_SET1_     ENSG00000115947     2  148687968  148779147    144      12  150064        1.373     0.084873
_SET1_     ENSG00000168288     2  150426148  150444330     41       7  150064         1.97     0.024421
_SET1_     ENSG00000115233     2  162164549  162268228    162      20  150064      0.52095       0.3012
_SET1_     ENSG00000136535     2  162272605  162282381      8       4  150064      -0.3234       0.6268
_SET1_     ENSG00000144285     2  166845670  166984523    443      24  150064       3.0324    0.0012131
_SET1_     ENSG00000138382     2  170666591  170681441     50      11  150064      0.11915      0.45258
_SET1_     ENSG00000128683     2  171669723  171717661    142      20  150064      0.62215      0.26692
_SET1_     ENSG00000115840     2  172640880  172864766    561      30  150064       3.3124   0.00046254
_SET1_     ENSG00000138430     2  174937175  175113426    519      19  150064        3.194   0.00070158
_SET1_     ENSG00000128656     2  175664091  175870097    296      18  150064       1.0021      0.15816
_SET1_     ENSG00000115966     2  175936978  176033110    229      14  150064       0.4642      0.32125
_SET1_     ENSG00000154518     2  176040986  176049335     30       5  150064       1.0445      0.14813
_SET1_     ENSG00000128654     2  177134123  177202753    129      15  150064       1.9162     0.027673
_SET1_     ENSG00000170035     2  181831975  181941312    398      13  150064      -0.9252      0.82257
_SET1_     ENSG00000115252     2  183004763  183387919   1243      49  150064       1.0222      0.15334
_SET1_     ENSG00000077232     2  183580999  183659191    184      16  150064       0.7362       0.2308
_SET1_     ENSG00000061676     2  183773843  183903586    314      22  150064       1.9395     0.026223
_SET1_     ENSG00000065548     2  187350883  187374090     49       9  150064     -0.27694      0.60909
_SET1_     ENSG00000144366     2  189156396  189460653    667      27  150064       2.2591     0.011939
_SET1_     ENSG00000138381     2  190526111  190535557     24       6  150064       1.3675     0.085728
_SET1_     ENSG00000151690     2  191273081  191373931    260      19  150064       1.9114     0.027979
_SET1_     ENSG00000115520     2  198318147  198340032     21       5  150064       5.5424    1.492e-08
_SET1_     ENSG00000162972     2  200820040  200873263     99      17  150064       6.0087   9.3513e-10
_SET1_     ENSG00000196290     2  201754050  201768655     13       3  150064      0.27038      0.39343
_SET1_     ENSG00000119013     2  201936156  201950473     36       6  150064    -0.089094       0.5355
_SET1_     ENSG00000116030     2  203070903  203103331     69      12  150064       1.1577      0.12349
_SET1_     ENSG00000204217     2  203241659  203432474    369      25  150064       1.2025      0.11458
_SET1_     ENSG00000118246     2  207630081  207657233     64      12  150064      -1.2681      0.89761
_SET1_     ENSG00000079246     2  216972187  217071026    245      24  150064       1.2899     0.098543
_SET1_     ENSG00000163466     2  219081817  219119079     67       8  150064     0.099667       0.4603
_SET1_     ENSG00000171951     2  224461658  224467221      8       3  150064      0.63933       0.2613
_SET1_     ENSG00000036257     2  225334867  225450110    293      17  150064        3.868   5.4865e-05
_SET1_     ENSG00000135932     2  231577560  231685790    185      20  150064      -1.8133       0.9651
_SET1_     ENSG00000188042     2  235401685  235405697      7       3  150064        -0.96      0.83147
_SET1_     ENSG00000198612     2  237993955  238009109     36       7  150064      0.34043      0.36677
_SET1_     ENSG00000115685     2  242088991  242123067    103      16  150064     -0.18326       0.5727
_SET1_     ENSG00000134121     3     238279     451090    934      68  150064     -0.80723      0.79023
_SET1_     ENSG00000134108     3    5163905    5222596    142      11  150064       1.1506      0.12495
_SET1_     ENSG00000170860     3   14219858   14242619     57      13  150064     -0.27377      0.60787
_SET1_     ENSG00000077097     3   25639475   25706398    143      14  150064      0.80942      0.20914
_SET1_     ENSG00000151092     3   25760435   25831530    106       7  150064       1.8704     0.030713
_SET1_     ENSG00000163512     3   28356494   28390618     35       7  150064      0.43878      0.33041
_SET1_     ENSG00000114784     3   40351175   40353915      8       2  150064      0.62407      0.26629
_SET1_     ENSG00000211456     3   45730548   45786916    205       8  150064      -1.2375      0.89204
_SET1_     ENSG00000163818     3   45864808   45957534    190      24  150064      -1.4054      0.92005
_SET1_     ENSG00000023330     3   52232102   52248343     15       2  150064       4.2475   1.0808e-05
_SET1_     ENSG00000163938     3   52715172   52728508     23       4  150064       5.3475   4.4587e-08
_SET1_     ENSG00000168374     3   57557090   57583947     77      11  150064      0.88861      0.18711
_SET1_     ENSG00000168291     3   58413357   58419584     25       6  150064       2.4335    0.0074766
_SET1_     ENSG00000114405     3   62304648   62321888     14       7  150064       -1.071      0.85792
_SET1_     ENSG00000163636     3   63996225   64009658     40      11  150064       4.3358   7.2616e-06
_SET1_     ENSG00000241506     3   68684856   68686175      1       1  150064       1.4241      0.07721
_SET1_     ENSG00000144744     3   69103881   69129559     53       9  150064      0.20795      0.41763
_SET1_     ENSG00000064225     3   98451080   98540045    225      20  150064     0.067659      0.47303
_SET1_     ENSG00000154174     3  100082275  100120242     80      14  150064     -0.69854      0.75758
_SET1_     ENSG00000081154     3  101292939  101313281     53      11  150064     -0.47817      0.68373
_SET1_     ENSG00000066422     3  101367733  101396339     47       8  150064     -0.35937      0.64034
_SET1_     ENSG00000114446     3  107879659  107941417    333       6  150064        3.398   0.00033946
_SET1_     ENSG00000091972     3  112051194  112081659     97      14  150064      -1.3269      0.90773
_SET1_     ENSG00000121579     3  113435307  113465147     38       7  150064       1.1203      0.13129
_SET1_     ENSG00000114573     3  113465866  113530903     88       6  150064      0.83206      0.20269
_SET1_     ENSG00000196455     3  130397779  130465673    119       5  150064       1.7364      0.04125
_SET1_     ENSG00000017260     3  130569439  130735556    292      25  150064      0.81316      0.20806
_SET1_     ENSG00000114686     3  131181056  131221827     90      15  150064      0.41226      0.34007
_SET1_     ENSG00000081307     3  132373290  132396941     23       7  150064    -0.054048      0.52155
_SET1_     ENSG00000163781     3  133317019  133380737    190      16  150064     -0.63372      0.73687
_SET1_     ENSG00000129055     3  134196548  134205558     21       3  150064      -1.2249      0.88969
_SET1_     ENSG00000114098     3  137906109  138017231     95      26  150064       2.3063     0.010548
_SET1_     ENSG00000051382     3  138372860  138553780    249      10  150064       2.0741     0.019037
_SET1_     ENSG00000114120     3  140660672  140698775     85       7  150064     -0.37731      0.64703
_SET1_     ENSG00000070087     3  149682691  149768575    251      24  150064     -0.12481      0.54966
_SET1_     ENSG00000224831     3  149699965  149701095      2       1  150064     -0.79593      0.78696
_SET1_     ENSG00000169282     3  155755490  156256545   1396      63  150064      0.56398      0.28638
_SET1_     ENSG00000186432     3  160212783  160283376    125      17  150064       0.0855      0.46593
_SET1_     ENSG00000169255     3  160801671  160823172     39       6  150064       1.4328     0.075951
_SET1_     ENSG00000114209     3  167401086  167452727     72       5  150064     -0.33575      0.63147
_SET1_     ENSG00000163536     3  167453031  167543356    306      20  150064       1.7462      0.04039
_SET1_     ENSG00000169760     3  173114074  174004434   2408     118  150064       3.9394   4.0838e-05
_SET1_     ENSG00000136521     3  179322478  179345435     37       7  150064     0.040576      0.48382
_SET1_     ENSG00000163904     3  185300284  185351339    124       9  150064     -0.62404       0.7337
_SET1_     ENSG00000156976     3  186500994  186507689     17       9  150064       2.8958    0.0018908
_SET1_     ENSG00000114279     3  191857184  192485553   1699     119  150064       2.2302     0.012867
_SET1_     ENSG00000198836     3  193310933  193415612    276      14  150064   -0.0092539      0.50369
_SET1_     ENSG00000090316     4    1283639    1333935    310      21  150064       1.1206      0.13124
_SET1_     ENSG00000163950     4    1694527    1714282     48      10  150064     0.061288      0.47556
_SET1_     ENSG00000109519     4    7060633    7069924     33       5  150064      0.63295      0.26338
_SET1_     ENSG00000109680     4   26578059   26756973    210      10  150064       3.8723   5.3916e-05
_SET1_     ENSG00000078140     4   39699664   39784412    268      18  150064      0.61324      0.26986
_SET1_     ENSG00000154277     4   41258430   41270472     45       9  150064     -0.84257      0.80026
_SET1_     ENSG00000014824     4   41992489   42092474    366      10  150064       1.4287      0.07655
_SET1_     ENSG00000169019     4   47452885   47465736     24       6  150064        2.367    0.0089656
_SET1_     ENSG00000109184     4   52709166   52783003     71       6  150064      -1.0828      0.86055
_SET1_     ENSG00000174780     4   57333081   57369839    111      12  150064       1.9583     0.025095
_SET1_     ENSG00000047315     4   57843888   57897334    168      22  150064      -1.7977      0.96389
_SET1_     ENSG00000018189     4   71569921   71673032    315      10  150064      -1.5194      0.93567
_SET1_     ENSG00000132463     4   71681499   71705662     72       8  150064     -0.57804      0.71838
_SET1_     ENSG00000156136     4   71858255   71896631     60       8  150064      0.12185      0.45151
_SET1_     ENSG00000138757     4   76567966   76649709    216      17  150064     0.049675      0.48019
_SET1_     ENSG00000138768     4   76649777   76735382    198      11  150064    -0.005439      0.50217
_SET1_     ENSG00000145293     4   83351715   83382244     86      22  150064      -1.6046       0.9457
_SET1_     ENSG00000138663     4   83955600   83996971     43       7  150064       1.9033     0.028503
_SET1_     ENSG00000109339     4   86936276   87515284   1668      50  150064       2.7724     0.002782
_SET1_     ENSG00000170502     4   88343734   88380606     90      14  150064      0.83498      0.20186
_SET1_     ENSG00000145335     4   90645250   90759466    386      21  150064        1.645     0.049983
_SET1_     ENSG00000138698     4   99182535   99365012    421      17  150064     -0.48489      0.68612
_SET1_     ENSG00000164024     4   99916771   99983964    167      14  150064    -0.047384       0.5189
_SET1_     ENSG00000109270     4  100799493  100815647     24       8  150064       2.3369    0.0097227
_SET1_     ENSG00000164031     4  100817405  100867883     81      15  150064       2.7243    0.0032221
_SET1_     ENSG00000164032     4  100869243  100871545      7       3  150064       3.2893   0.00050214
_SET1_     ENSG00000138660     4  113152893  113191203     60      10  150064      0.29125      0.38543
_SET1_     ENSG00000138686     4  122745595  122791652     89      15  150064       1.4581     0.072406
_SET1_     ENSG00000164040     4  129190397  129209984     37      10  150064       1.3891     0.082397
_SET1_     ENSG00000109436     4  141541919  141677274    346      38  150064      0.42162      0.33665
_SET1_     ENSG00000164163     4  146019084  146050331     22       8  150064     -0.36341      0.64185
_SET1_     ENSG00000164114     4  156263810  156298122    131      13  150064       3.2807   0.00051768
_SET1_     ENSG00000061918     4  156680144  156728743    136      28  150064       2.6012    0.0046456
_SET1_     ENSG00000109738     4  157997209  158093242    301      19  150064       1.5014     0.066631
_SET1_     ENSG00000056050     4  170650616  170679104     63      11  150064       1.0578      0.14507
_SET1_     ENSG00000234801     4  174537087  174538057      8       3  150064      0.34247        0.366
_SET1_     ENSG00000129128     4  177241115  177253396     55      10  150064      0.81368      0.20791
_SET1_     ENSG00000168538     4  184580420  184634745    175      15  150064      0.34114       0.3665
_SET1_     ENSG00000151729     4  186064395  186071536     15       6  150064     -0.38179      0.64869
_SET1_     ENSG00000124279     5    7859272    7869150     35      10  150064     -0.60415      0.72713
_SET1_     ENSG00000113387     5   32531739   32604185    173      23  150064      0.57094      0.28402
_SET1_     ENSG00000113456     5   34905369   34919094     24       6  150064      0.28292      0.38862
_SET1_     ENSG00000113638     5   40714577   40756077    103      16  150064     0.049135      0.48041
_SET1_     ENSG00000083720     5   41730167   41870621    197      14  150064     -0.50792      0.69424
_SET1_     ENSG00000112972     5   43289497   43313614     56       6  150064      0.76295      0.22275
_SET1_     ENSG00000112992     5   43602794   43707507    279      12  150064       1.4847     0.068815
_SET1_     ENSG00000112996     5   44809027   44820530     15       2  150064       4.1198   1.8957e-05
_SET1_     ENSG00000164172     5   52391509   52405893     56       8  150064      0.59338      0.27646
_SET1_     ENSG00000164258     5   52856463   52979168    401      21  150064       1.3562     0.087514
_SET1_     ENSG00000039123     5   54603588   54721409    261       8  150064     -0.53914       0.7051
_SET1_     ENSG00000113595     5   64885507   64921802    120      12  150064       1.7512     0.039958
_SET1_     ENSG00000113597     5   64920543   64962060    131      11  150064       1.2469      0.10621
_SET1_     ENSG00000134057     5   68462837   68474072     32       4  150064     -0.68533      0.75343
_SET1_     ENSG00000085231     5   68646811   68665840     23       5  150064     -0.53293      0.70296
_SET1_     ENSG00000113048     5   71515236   71616473    162      21  150064       2.1703     0.014992
_SET1_     ENSG00000164252     5   76325076   76361059     87      15  150064      -1.1824      0.88147
_SET1_     ENSG00000085365     5   77656339   77776562    336      15  150064       3.2082   0.00066792
_SET1_     ENSG00000127184     5   85913721   85916779      6       3  150064     -0.39571      0.65384
_SET1_     ENSG00000145715     5   86563705   86687748    164      15  150064     -0.31958      0.62535
_SET1_     ENSG00000134480     5   86687311   86708836     27       6  150064      0.32844      0.37129
_SET1_     ENSG00000173221     5   95087023   95158709    176      31  150064      0.96091       0.1683
_SET1_     ENSG00000175426     5   95726119   95769847     77      12  150064       1.9932     0.023118
_SET1_     ENSG00000145730     5  102089685  102366809    692      25  150064     -0.27486      0.60829
_SET1_     ENSG00000198961     5  108670410  108745695    284      16  150064       3.0511      0.00114
_SET1_     ENSG00000164209     5  110073837  110100857     59      10  150064      0.61399      0.26961
_SET1_     ENSG00000129625     5  112212084  112258236    166      15  150064      0.94676      0.17188
_SET1_     ENSG00000047188     5  112849380  112930982    342      17  150064      -1.1971      0.88437
_SET1_     ENSG00000152503     5  114460459  114516243    146      19  150064       1.2591      0.10401
_SET1_     ENSG00000129596     5  115140430  115152651     15       8  150064       0.3636      0.35808
_SET1_     ENSG00000145781     5  115420688  115748459   1710      31  150064       2.3883    0.0084626
_SET1_     ENSG00000151292     5  122847793  122952739    182      17  150064        0.826       0.2044
_SET1_     ENSG00000169567     5  130494720  130507428     48       5  150064      -1.4919      0.93214
_SET1_     ENSG00000131437     5  132028320  132073330     90       6  150064       0.4275      0.33451
_SET1_     ENSG00000213585     5  133307606  133340824     84      14  150064      -1.1481      0.87454
_SET1_     ENSG00000113558     5  133484633  133512729     50       7  150064     -0.17652      0.57006
_SET1_     ENSG00000113575     5  133530025  133561833     94       6  150064      0.12331      0.45093
_SET1_     ENSG00000119048     5  133706870  133727683     34       4  150064      0.59979      0.27432
_SET1_     ENSG00000177733     5  137087075  137090039      1       1  150064       3.2094     0.000665
_SET1_     ENSG00000031003     5  137273649  137387650    247      16  150064       2.7893    0.0026414
_SET1_     ENSG00000015479     5  138609441  138667360     50       7  150064     0.052941      0.47889
_SET1_     ENSG00000131508     5  138906016  139008018    192      13  150064       1.0133      0.15546
_SET1_     ENSG00000013561     5  141337893  141369856     92      11  150064       1.2391      0.10765
_SET1_     ENSG00000131507     5  141488070  141534005    175      15  150064      0.63541      0.26258
_SET1_     ENSG00000145817     5  143537723  143550278     45       8  150064      0.47701      0.31668
_SET1_     ENSG00000113649     5  145826874  145891524    169      13  150064     -0.14334      0.55699
_SET1_     ENSG00000156475     5  145967936  146464347   1150      60  150064       4.6516   1.6472e-06
_SET1_     ENSG00000176049     5  146967990  147162338    462      22  150064       1.3395     0.090209
_SET1_     ENSG00000231989     5  156277549  156279539      7       3  150064      -0.6228      0.73329
_SET1_     ENSG00000022355     5  161274197  161326975    144      17  150064       2.4501    0.0071411
_SET1_     ENSG00000113327     5  161494546  161582542    178      33  150064       3.7675   8.2444e-05
_SET1_     ENSG00000038274     5  162930120  162946342     40       8  150064        1.305     0.095945
_SET1_     ENSG00000113643     5  167913450  167946304    158      11  150064       1.9531     0.025405
_SET1_     ENSG00000072803     5  171288553  171433877    192      14  150064        1.449     0.073669
_SET1_     ENSG00000164466     5  174904065  174956745    213      14  150064       1.8277     0.033797
_SET1_     ENSG00000050748     5  179660143  179719099    179      27  150064     -0.14539       0.5578
_SET1_     ENSG00000124787     6    4994966    5004297     53      10  150064        1.514     0.065012
_SET1_     ENSG00000124802     6    8073593    8102811     86      13  150064    -0.020649      0.50824
_SET1_     ENSG00000137210     6   10747992   10852986    213      25  150064     -0.41071      0.65936
_SET1_     ENSG00000010017     6   13621730   13711796    127      21  150064       2.2135     0.013432
_SET1_     ENSG00000124532     6   24403153   24425810    121      13  150064      0.75789      0.22426
_SET1_     ENSG00000111802     6   24650205   24667261     65      11  150064       3.4052    0.0003306
_SET1_     ENSG00000204789     6   27325604   27339304     35       9  150064       6.2997    1.491e-10
_SET1_     ENSG00000213760     6   31512239   31516204     16       8  150064       5.4209   2.9657e-08
_SET1_     ENSG00000096063     6   35800743   35889119    200       9  150064       1.5735     0.057799
_SET1_     ENSG00000048544     6   42174539   42185603     49       4  150064      0.88173      0.18896
_SET1_     ENSG00000096401     6   44355262   44418163    145      23  150064     -0.66854       0.7481
_SET1_     ENSG00000096092     6   52535907   52551386     58       9  150064       1.2911     0.098336
_SET1_     ENSG00000112146     6   52916789   52965671     79      14  150064     -0.95588      0.83043
_SET1_     ENSG00000112245     6   64231666   64293492    103      16  150064        4.273   9.6412e-06
_SET1_     ENSG00000112305     6   71377479   71571718    440      25  150064       2.0514     0.020112
_SET1_     ENSG00000135297     6   74171301   74218959    122      17  150064     -0.20426      0.58093
_SET1_     ENSG00000112695     6   75947391   75960039     20       4  150064     -0.44541      0.67199
_SET1_     ENSG00000118402     6   80624529   80657297    113      12  150064      0.98756      0.16168
_SET1_     ENSG00000013392     6   83903098   83908651      4       2  150064        2.201     0.013869
_SET1_     ENSG00000135336     6   88299839   88377169    192      14  150064       2.4951     0.006296
_SET1_     ENSG00000123545     6   97337189   97345757     30       8  150064       1.6734     0.047128
_SET1_     ENSG00000112237     6   99990256  100016849     73      12  150064     -0.77698      0.78141
_SET1_     ENSG00000057663     6  106632351  106773666    380      23  150064     0.098566      0.46074
_SET1_     ENSG00000025796     6  108188960  108279393    147      11  150064       2.3459    0.0094909
_SET1_     ENSG00000081087     6  108362613  108487058    311      42  150064     0.096158       0.4617
_SET1_     ENSG00000112335     6  108532426  108582464     97      16  150064       1.2972     0.097288
_SET1_     ENSG00000168438     6  110501344  110575478    183      20  150064      0.71991      0.23579
_SET1_     ENSG00000187189     6  116571151  116575261     10       3  150064       1.6596     0.048499
_SET1_     ENSG00000025156     6  122720691  122754264     68       9  150064      0.46413      0.32128
_SET1_     ENSG00000111897     6  122764499  122792967     72      13  150064      0.11565      0.45396
_SET1_     ENSG00000066651     6  126307576  126360422     47       5  150064     -0.18641      0.57394
_SET1_     ENSG00000028839     6  134273308  134311570     92      10  150064       -2.215      0.98662
_SET1_     ENSG00000120265     6  150070579  150132556    165       6  150064       1.6635     0.048106
_SET1_     ENSG00000155906     6  151725989  151773259    179      19  150064      -0.1097      0.54368
_SET1_     ENSG00000146476     6  151773422  151791236     47       8  150064      0.19525       0.4226
_SET1_     ENSG00000120437     6  160181360  160200144     75      12  150064       2.2308     0.012846
_SET1_     ENSG00000120438     6  160199530  160210781     30       6  150064       2.2108     0.013526
_SET1_     ENSG00000185127     6  170102233  170106401      7       3  150064       1.0368      0.14991
_SET1_     ENSG00000106399     7    7676149    7758238    301      23  150064     -0.14363      0.55711
_SET1_     ENSG00000189043     7   10971578   10979883     31       9  150064      0.59535       0.2758
_SET1_     ENSG00000106524     7   16639401   16685442    193      22  150064      0.86065      0.19472
_SET1_     ENSG00000106537     7   16793160   16824161    120      18  150064      0.60688      0.27197
_SET1_     ENSG00000122565     7   26240782   26252976     28       6  150064     -0.26078      0.60287
_SET1_     ENSG00000086300     7   26331541   26413949    267      29  150064     -0.14363      0.55711
_SET1_     ENSG00000005020     7   26706681   27034858    862      20  150064      0.43924      0.33024
