GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000205090    1    1470554    1475833      3       1  18759      -1.2649      0.89705
ENSG00000160075    1    1477053    1510249     15       2  18759       -1.412      0.92102
ENSG00000215791    1    1497726    1499904      2       1  18759        -1.17      0.87901
ENSG00000215014    1    1510355    1511373      1       1  18759     -0.73786       0.7697
ENSG00000189339    1    1592939    1624167      5       2  18759      -1.0668      0.85697
ENSG00000008128    1    1634169    1655766      1       1  18759     -0.10472       0.5417
ENSG00000268575    1    1634175    1669127      3       2  18759     -0.13478      0.55361
ENSG00000227775    1    1655951    1668690      2       1  18759     0.021592      0.49139
ENSG00000215790    1    1656277    1677431      2       1  18759     0.021592      0.49139
ENSG00000008130    1    1682671    1711896     12       3  18759     -0.28321      0.61149
ENSG00000078369    1    1716729    1822495     32       6  18759    -0.079941      0.53186
ENSG00000231050    1    1822910    1824097      1       1  18759     -0.18835       0.5747
ENSG00000169885    1    1846266    1848735      6       2  18759     -0.62436       0.7338
ENSG00000142609    1    1853396    1935276     15       5  18759     -0.83977      0.79948
ENSG00000233542    1    1944652    1946969      1       1  18759     -0.70213       0.7587
ENSG00000187730    1    1950780    1962192      4       1  18759      -0.7806      0.78248
ENSG00000226969    1    1980642    1981509      1       1  18759      -1.0971       0.8637
ENSG00000067606    1    1981909    2116834     62       7  18759       1.6227     0.052323
ENSG00000271806    1    2072523    2076718      4       1  18759       1.7454     0.040454
ENSG00000182873    1    2113233    2115828      2       1  18759       1.1934      0.11637
ENSG00000162585    1    2115903    2144159      6       2  18759       1.6565     0.048813
ENSG00000234396    1    2143962    2152177      1       1  18759     -0.55251       0.7097
ENSG00000157933    1    2160134    2241558     35      12  18759      0.55345      0.28998
ENSG00000116151    1    2252692    2323146     35      11  18759     -0.99597      0.84037
ENSG00000272161    1    2257640    2258132      2       1  18759     -0.23327      0.59222
ENSG00000269896    1    2281853    2284259      5       2  18759     -0.37589       0.6465
ENSG00000238240    1    2283083    2283296      2       1  18759      0.21709      0.41407
ENSG00000271921    1    2306292    2306792      1       1  18759        0.611       0.2706
ENSG00000271847    1    2309056    2309799      1       1  18759     0.060949       0.4757
ENSG00000178642    1    2316811    2319922      1       1  18759       1.0369       0.1499
ENSG00000157916    1    2323267    2336883     11       3  18759        2.296     0.010839
ENSG00000157911    1    2336236    2345236      3       1  18759     -0.35641      0.63923
ENSG00000149527    1    2357419    2436969     31      12  18759     0.082242      0.46723
ENSG00000229393    1    2424876    2425918      1       1  18759      0.14109       0.4439
ENSG00000157881    1    2439972    2458039     12       3  18759      -0.8996      0.81583
ENSG00000157873    1    2487078    2496821      3       1  18759      -1.3145      0.90566
ENSG00000225931    1    2497849    2501327      1       1  18759     -0.76378       0.7775
ENSG00000228037    1    2512999    2515972      3       1  18759       -1.162      0.87738
ENSG00000157870    1    2517930    2522908      2       1  18759      0.56123      0.28732
ENSG00000142606    1    2522078    2564481     24       2  18759      -1.0103      0.84383
ENSG00000237058    1    2564007    2568059      1       1  18759      -2.1321       0.9835
ENSG00000215912    1    2567415    2718286      5       2  18759       -1.225      0.88971
ENSG00000169717    1    2938046    2939465      2       1  18759       1.1842      0.11817
ENSG00000177133    1    2976179    2985001      2       1  18759      0.15745      0.43744
ENSG00000142611    1    2985732    3355185    202      57  18759      0.57592      0.28233
ENSG00000272235    1    3223200    3226660      4       2  18759     -0.21876      0.58658
ENSG00000130762    1    3370990    3397677      9       2  18759    -0.010027        0.504
ENSG00000162591    1    3406484    3528059     48      19  18759      0.63974      0.26117
ENSG00000238260    1    3539754    3541307      1       1  18759     -0.98913       0.8387
ENSG00000158109    1    3541566    3546691      4       1  18759      0.72712      0.23358
ENSG00000116213    1    3547331    3569325      6       3  18759       1.9805     0.023825
ENSG00000078900    1    3569084    3652765     46      19  18759     -0.81319      0.79194
ENSG00000227589    1    3575502    3585336     10       3  18759     -0.20965      0.58303
ENSG00000235131    1    3628764    3630862      1       1  18759      -0.6808        0.752
ENSG00000227372    1    3652548    3663900      6       3  18759      -1.2421       0.8929
ENSG00000162592    1    3668962    3688209     11       6  18759       0.2711      0.39316
ENSG00000235169    1    3689352    3692546      2       1  18759     -0.22671      0.58967
ENSG00000130764    1    3696784    3713068     10       4  18759     0.018576      0.49259
ENSG00000272153    1    3701572    3702102      1       1  18759     -0.56805        0.715
ENSG00000116198    1    3728645    3773778     35       6  18759     0.015733      0.49372
ENSG00000169598    1    3773845    3801993      8       4  18759      -2.2003      0.98611
ENSG00000198912    1    3805689    3816857      7       3  18759     -0.97835      0.83605
ENSG00000236423    1    3816936    3833789      5       2  18759     -0.80174      0.78865
ENSG00000233304    1    4000673    4015322     20       9  18759    -0.098657      0.53929
ENSG00000226374    1    4007209    4009040      2       1  18759      0.14497      0.44237
ENSG00000235054    1    4472111    4484747      5       3  18759      -1.1294      0.87065
ENSG00000232596    1    4631608    4643481      8       4  18759     -0.82073       0.7941
ENSG00000196581    1    4714792    4852594    118      37  18759       -0.427      0.66531
ENSG00000231510    1    5146519    5150959      2       1  18759     -0.32811      0.62859
ENSG00000260972    1    5553038    5554734      2       1  18759      -1.4465      0.92599
ENSG00000236948    1    5647428    5728355     77      23  18759     -0.79376      0.78633
ENSG00000131697    1    5922871    6052533     79      11  18759    -0.064577      0.52574
ENSG00000069424    1    6051526    6161253     47      13  18759     -0.88764      0.81263
ENSG00000116254    1    6161853    6240183     45      11  18759    -0.030968      0.51235
ENSG00000116251    1    6241329    6269449     12       3  18759     -0.44543      0.67199
ENSG00000226944    1    6264900    6265840      1       1  18759      0.18963       0.4248
ENSG00000158286    1    6265535    6281359      8       2  18759      0.29101      0.38552
ENSG00000116237    1    6281253    6296032      6       2  18759     -0.35866      0.64007
ENSG00000173673    1    6304252    6305638      1       1  18759       1.6378      0.05073
ENSG00000158292    1    6307406    6321035      8       1  18759       1.9988     0.022815
ENSG00000097021    1    6324329    6454451     54       9  18759    -0.038458      0.51534
ENSG00000069812    1    6472478    6484730      9       2  18759      0.25176      0.40061
ENSG00000187017    1    6484848    6521430      8       3  18759     -0.19056      0.57557
ENSG00000231868    1    6503094    6507066      1       1  18759      0.25154       0.4007
ENSG00000215788    1    6521211    6526255      2       1  18759    -0.079738      0.53178
ENSG00000171680    1    6526152    6580121     23       8  18759     -0.55625      0.71098
ENSG00000162408    1    6581407    6614595     11       1  18759       1.2924     0.098105
ENSG00000173662    1    6615241    6639817      8       3  18759       1.1552      0.12401
ENSG00000204859    1    6640061    6649340      4       2  18759      0.75289      0.22576
ENSG00000162413    1    6650784    6674667     13       4  18759      0.51325      0.30389
ENSG00000116273    1    6673745    6684093      6       2  18759     -0.77862       0.7819
ENSG00000041988    1    6684926    6695646      8       2  18759     -0.27579      0.60864
ENSG00000007923    1    6694228    6761984     33       5  18759      -0.2248      0.58893
ENSG00000228750    1    6784697    6790072      2       1  18759      -1.7453      0.95953
ENSG00000171735    1    6845384    7829766    487     103  18759     -0.24203      0.59562
ENSG00000237365    1    7068436    7074339      6       2  18759    -0.095885      0.53819
ENSG00000237728    1    7442548    7449814      5       2  18759      0.97297      0.16528
ENSG00000270035    1    7758363    7758932      1       1  18759      0.13603       0.4459
ENSG00000269978    1    7760764    7761030      1       1  18759      -1.6478       0.9503
ENSG00000049245    1    7831329    7841492      7       3  18759     0.087488      0.46514
ENSG00000049246    1    7844380    7905237     34       7  18759     0.027708      0.48895
ENSG00000236266    1    7870302    7887402     11       4  18759     -0.34432       0.6347
ENSG00000049247    1    7903143    7913572      8       4  18759      0.26565      0.39525
ENSG00000049249    1    7979907    8000926     11       3  18759       1.6467     0.049809
ENSG00000116288    1    8014351    8045565     13       3  18759     -0.83209      0.79732
ENSG00000116285    1    8064464    8086368      7       2  18759     -0.29339      0.61539
ENSG00000238290    1    8086798    8182762     21       4  18759    0.0057677       0.4977
ENSG00000227634    1    8268732    8275270     10       5  18759       2.8839    0.0019639
ENSG00000233645    1    8278250    8280589      4       1  18759      0.28733      0.38693
ENSG00000162426    1    8377886    8404227      9       3  18759      0.93755      0.17424
ENSG00000142599    1    8412457    8877702    121      12  18759      0.79595      0.21303
ENSG00000232912    1    8484705    8494898      3       2  18759       2.1511     0.015735
ENSG00000229716    1    8891066    8891434      1       1  18759   -0.0047626       0.5019
ENSG00000074800    1    8921061    8939308      6       2  18759     -0.21553      0.58532
ENSG00000236269    1    8935847    8938066      1       1  18759      0.73918       0.2299
ENSG00000230679    1    8938894    8939953      1       1  18759      0.70341       0.2409
ENSG00000131686    1    9005926    9035151     22       7  18759      -1.0615      0.85576
ENSG00000265141    1    9039637    9039933      1       1  18759       1.8257      0.03395
ENSG00000197241    1    9063359    9086404     16       8  18759       2.1333      0.01645
ENSG00000142583    1    9095166    9148537     28       6  18759     -0.79161      0.78571
ENSG00000180758    1    9160364    9189229     10       3  18759      0.64641      0.25901
ENSG00000228526    1    9242066    9262678      7       2  18759     -0.40095      0.65577
ENSG00000234546    1    9242263    9252148      4       2  18759     -0.75672      0.77539
ENSG00000049239    1    9294834    9331396     16       6  18759      -1.0475      0.85257
ENSG00000171621    1    9352939    9429591     53      18  18759      -1.3013      0.90343
ENSG00000171612    1    9599541    9645237     11       2  18759       1.0179      0.15435
ENSG00000188807    1    9648932    9674935     10       2  18759      0.34044      0.36676
ENSG00000171608    1    9711790    9789172     29       8  18759     -0.37342      0.64558
ENSG00000179840    1    9712668    9714644      2       1  18759     -0.57892      0.71868
ENSG00000233268    1    9720886    9722684      1       1  18759      0.39533       0.3463
ENSG00000231789    1    9732484    9747613      9       2  18759      0.20137       0.4202
ENSG00000171603    1    9789084    9884584     24       4  18759     -0.66769      0.74784
ENSG00000178585    1    9908334    9970394      9       3  18759     -0.62046      0.73252
ENSG00000162441    1    9982173   10003465      7       2  18759     -0.67456      0.75002
ENSG00000228150    1   10002981   10010032      6       1  18759     -0.49241      0.68879
ENSG00000173614    1   10003486   10045559     10       2  18759     -0.79476      0.78662
ENSG00000162444    1   10057264   10076078      2       1  18759      -1.9897      0.97669
ENSG00000130939    1   10092890   10241297     39      10  18759      -2.1097      0.98256
ENSG00000054523    1   10270863   10441661     70       5  18759     -0.76495      0.77785
ENSG00000142657    1   10458649   10480201      5       1  18759     -0.84049      0.79968
ENSG00000271989    1   10489938   10490734      1       1  18759      -1.5991       0.9451
ENSG00000251503    1   10490159   10512210     12       3  18759      -1.3642      0.91375
ENSG00000175279    1   10490159   10512210     12       3  18759      -1.3642      0.91375
ENSG00000241563    1   10509776   10511959      1       1  18759      -0.1143       0.5455
ENSG00000160049    1   10516579   10532583      3       2  18759      0.18969      0.42478
ENSG00000142655    1   10532345   10690815     88      14  18759       1.3216     0.093154
ENSG00000130940    1   10696661   10856707     62      25  18759     -0.99531      0.84021
ENSG00000272078    1   10699298   10714390      6       2  18759      -1.4542      0.92706
ENSG00000175262    1   11006528   11042094     25       6  18759      0.16835      0.43315
ENSG00000120948    1   11072414   11085796      4       1  18759       1.8297      0.03365
ENSG00000009724    1   11086580   11107290      6       2  18759       2.1661      0.01515
ENSG00000116649    1   11114641   11120081      3       1  18759       1.0097      0.15632
ENSG00000171824    1   11126675   11159938     13       2  18759       1.3644     0.086228
ENSG00000226849    1   11128528   11133154      4       1  18759       2.0714     0.019163
ENSG00000230337    1   11159732   11162157      1       1  18759     -0.37212       0.6451
ENSG00000198793    1   11166592   11322564     55       5  18759       2.0795     0.018787
ENSG00000225602    1   11203955   11209594      1       1  18759       2.4935     0.006324
ENSG00000171819    1   11249398   11256038      4       1  18759     -0.51424      0.69646
ENSG00000120942    1   11333263   11356106      7       2  18759      -1.2469      0.89378
ENSG00000224338    1   11485314   11485878      1       1  18759      0.98586       0.1621
ENSG00000204624    1   11539223   11597641     18       4  18759      0.86962      0.19225
ENSG00000235643    1   11669588   11673412      2       1  18759      0.50595      0.30645
ENSG00000116661    1   11708424   11715842      5       3  18759    -0.023963      0.50956
ENSG00000132879    1   11714432   11723384      5       2  18759      0.50161      0.30797
ENSG00000116663    1   11724181   11734411      4       2  18759      0.69868      0.24238
ENSG00000116670    1   11734537   11751707     10       4  18759      0.31614      0.37595
ENSG00000162490    1   11751786   11785914     17       6  18759      0.15107      0.43996
ENSG00000177674    1   11796141   11814859     14       3  18759      -1.2309      0.89081
ENSG00000215910    1   11821844   11849642     17       3  18759     0.058311      0.47675
ENSG00000177553    1   11837134   11839676      2       1  18759      0.43253      0.33268
ENSG00000177000    1   11845780   11866977     27       5  18759      0.60643      0.27211
ENSG00000011021    1   11866207   11903201     29       6  18759       0.3113      0.37779
ENSG00000242349    1   11901074   11908136      7       2  18759      -0.2656      0.60473
ENSG00000175206    1   11905766   11908402      6       3  18759     -0.40813      0.65841
ENSG00000120937    1   11917521   11918988      1       1  18759    -0.092627       0.5369
ENSG00000224904    1   11937827   11940463      2       1  18759       1.1682      0.12136
ENSG00000116685    1   11979648   11986485      5       2  18759       0.4771      0.31664
ENSG00000083444    1   11994262   12035595     22       5  18759     -0.38284      0.64908
ENSG00000116688    1   12040238   12073571     20       3  18759     -0.25484      0.60058
ENSG00000116691    1   12079523   12092102      5       2  18759     -0.84978      0.80228
ENSG00000120949    1   12123434   12204264     30      12  18759     -0.30346      0.61923
ENSG00000028137    1   12227060   12269285     28       9  18759      -1.2862      0.90081
ENSG00000263676    1   12251770   12251830      1       1  18759      -2.2029       0.9862
ENSG00000048707    1   12290124   12572099     71      13  18759     0.078802       0.4686
ENSG00000162496    1   12627939   12677737     26       9  18759     -0.37863      0.64752
ENSG00000204518    1   12704566   12727097      6       3  18759     -0.63792      0.73824
ENSG00000188984    1   12776118   12788726     21       3  18759       2.6172    0.0044332
ENSG00000238771    1   12799693   12799796      1       1  18759       2.5385     0.005567
ENSG00000157330    1   12806163   12823847     11       3  18759       1.6746     0.047003
ENSG00000116726    1   12834984   12838049      2       1  18759       3.2534   0.00057023
ENSG00000162494    1   13801445   13840543     30      11  18759      -1.2187      0.88852
ENSG00000259961    1   13839715   13842765      5       2  18759     -0.66593      0.74727
ENSG00000162493    1   13909960   13944452     34      11  18759     -0.54775      0.70807
ENSG00000116731    1   14026693   14151574     75      15  18759     -0.47764      0.68355
ENSG00000234593    1   14675450   14677518      1       1  18759      0.36488       0.3576
ENSG00000189337    1   14925200   15444539    312      83  18759      -1.6291      0.94835
ENSG00000235829    1   15018625   15019109      1       1  18759      0.55806       0.2884
ENSG00000175147    1   15442448   15478960     26       7  18759     -0.28376       0.6117
ENSG00000171729    1   15479028   15546976     61      14  18759      -1.2539      0.89505
ENSG00000204464    1   15490840   15497813      3       2  18759     -0.16848       0.5669
ENSG00000215720    1   15518324   15519341      1       1  18759       -1.539       0.9381
ENSG00000142621    1   15573768   15726779     74      20  18759        2.063     0.019558
ENSG00000233485    1   15653176   15670372      8       3  18759       1.0065       0.1571
ENSG00000228140    1   15729475   15735929      4       2  18759      0.47263      0.31824
ENSG00000142634    1   15736391   15756839      7       3  18759      -1.4997      0.93315
ENSG00000162438    1   15764935   15775737      3       1  18759     -0.64755      0.74136
ENSG00000142615    1   15783223   15798586      9       3  18759      -1.1337      0.87153
ENSG00000215704    1   15792404   15817895     10       4  18759     -0.72021       0.7643
ENSG00000132906    1   15817327   15853029     24       3  18759     0.071179      0.47163
ENSG00000116138    1   15853308   15918874     21       3  18759      0.12245      0.45127
ENSG00000272510    1   15892106   15892451      1       1  18759       -1.436       0.9245
ENSG00000116771    1   15898848   15911605      6       1  18759        0.642      0.26044
ENSG00000237301    1   15912631   15930121      6       2  18759     -0.35808      0.63986
ENSG00000236500    1   15941138   15941362      1       1  18759     -0.23012        0.591
ENSG00000197312    1   15943995   15995539     13       1  18759     -0.33922      0.63278
ENSG00000215695    1   15986364   15988217      1       1  18759     -0.27073       0.6067
ENSG00000116786    1   16010827   16061264     23       4  18759     -0.30886      0.62129
ENSG00000237938    1   16049214   16063391      9       2  18759      -1.1669      0.87837
ENSG00000162461    1   16062900   16067891      1       1  18759     -0.83485       0.7981
ENSG00000224459    1   16066546   16076391      4       1  18759     -0.53509      0.70371
ENSG00000162460    1   16068917   16074477      1       1  18759      -1.3177       0.9062
ENSG00000162458    1   16083102   16113089     13       3  18759       1.1196      0.13144
ENSG00000179743    1   16160560   16174642      7       2  18759     -0.38421      0.64959
ENSG00000065526    1   16174359   16266955     31       5  18759     -0.13594      0.55407
ENSG00000116809    1   16268364   16302627     17       5  18759     -0.45122      0.67408
ENSG00000231353    1   16314677   16314936      1       1  18759    0.0057653       0.4977
ENSG00000224966    1   16316366   16321246      2       1  18759      0.35488      0.36134
ENSG00000183888    1   16330731   16335302      5       2  18759      0.64899      0.25817
ENSG00000173641    1   16340523   16346089      9       3  18759        1.259      0.10402
ENSG00000186510    1   16345370   16360545     10       4  18759      0.42672      0.33479
ENSG00000232456    1   16361673   16366524      1       1  18759     0.024066       0.4904
ENSG00000184908    1   16370272   16383803     12       4  18759     -0.96394      0.83246
ENSG00000185519    1   16384264   16400127      5       2  18759     -0.56108      0.71263
ENSG00000142627    1   16450832   16482582     21       5  18759      0.96629      0.16695
ENSG00000227959    1   16481706   16483824      1       1  18759     -0.44766       0.6728
ENSG00000224621    1   16485761   16488378      4       2  18759      -1.0479      0.85266
ENSG00000234166    1   16524349   16524852      1       1  18759      0.95971       0.1686
ENSG00000142632    1   16524349   16539104      9       2  18759      0.78511       0.2162
ENSG00000237276    1   16542404   16554522      1       1  18759     -0.14793       0.5588
ENSG00000132881    1   16558195   16563657      3       2  18759     -0.85627      0.80408
ENSG00000037637    1   16573334   16678949     37       3  18759     -0.99557      0.84027
ENSG00000055070    1   16679070   16724640      9       3  18759     0.028852      0.48849
ENSG00000187144    1   16713612   16763919     16       5  18759     -0.18656        0.574
ENSG00000157191    1   16767167   16786573      9       4  18759     -0.13102      0.55212
ENSG00000226029    1   16787443   16794976      2       1  18759      -1.0819      0.86035
ENSG00000080947    1   16793931   16825752      7       3  18759     -0.73224      0.76799
ENSG00000058453    1   17066768   17299474     11       3  18759      0.29104      0.38551
ENSG00000117122    1   17300997   17307330      3       1  18759  -0.00038867      0.50016
ENSG00000226526    1   17305421   17331586     12       3  18759     -0.48858      0.68743
ENSG00000159363    1   17312453   17338423     10       3  18759     -0.66544      0.74711
ENSG00000117118    1   17345217   17380665     20       5  18759       1.1317      0.12888
ENSG00000117115    1   17393256   17445948     46       6  18759      0.41487      0.33912
ENSG00000204362    1   17516278   17524112     15       2  18759       0.9895      0.16121
ENSG00000142623    1   17531621   17572500     34      13  18759      0.37125      0.35522
ENSG00000142619    1   17575593   17610728     29       8  18759     -0.52851      0.70143
ENSG00000159339    1   17634690   17690499     33       8  18759      0.44235      0.32912
ENSG00000269468    1   17655507   17676070     21       5  18759      0.54255      0.29372
ENSG00000256049    1   17698691   17728195     27       6  18759     0.084005      0.46653
ENSG00000227751    1   17733256   17733878      1       1  18759      0.73293       0.2318
ENSG00000179051    1   17733256   17766220     19       2  18759      0.29709       0.3832
ENSG00000074964    1   17866330   18024369     53      13  18759     -0.47813      0.68372
ENSG00000236648    1   18044182   18076473     14       3  18759     -0.92937      0.82365
ENSG00000117148    1   18081808   18153558     38       9  18759       0.4622      0.32197
ENSG00000261781    1   18392151   18400906      4       2  18759     -0.26093      0.60293
ENSG00000117154    1   18434240   18704977    218      59  18759      0.65026      0.25776
ENSG00000230035    1   18493423   18505840      9       3  18759      0.85768      0.19553
ENSG00000225387    1   18712323   18715008      1       1  18759      -1.1292       0.8706
ENSG00000179023    1   18807424   18812478      8       3  18759      0.59023      0.27752
ENSG00000235282    1   18839612   18839881      1       1  18759     -0.62009       0.7324
ENSG00000009709    1   18957500   19075360     70      24  18759     -0.24972       0.5986
ENSG00000179002    1   19166093   19186176     10       5  18759      0.14095      0.44396
ENSG00000255275    1   19175767   19247615     33      13  18759    -0.085863      0.53421
ENSG00000159423    1   19197926   19229275     17       6  18759     0.020884      0.49167
ENSG00000169991    1   19230775   19283180     17       6  18759      -1.4801      0.93058
ENSG00000272084    1   19398604   19402005      3       1  18759     0.072484      0.47111
ENSG00000127481    1   19401000   19536770     53       6  18759     0.094353      0.46241
ENSG00000230424    1   19536995   19567198     16       4  18759    -0.022134      0.50883
ENSG00000127463    1   19542158   19578046     18       5  18759     0.022873      0.49088
ENSG00000053372    1   19578033   19586622      7       2  18759     -0.87328      0.80874
ENSG00000211454    1   19592476   19600688      2       1  18759       -1.812      0.96501
ENSG00000162482    1   19609052   19615744      2       1  18759      -1.4926      0.93223
ENSG00000053371    1   19630459   19638640      5       2  18759      -1.1105      0.86661
ENSG00000040487    1   19638820   19655794     10       3  18759     -0.91341      0.81949
ENSG00000077549    1   19665267   19812066    120      14  18759       1.3228     0.092957
ENSG00000235185    1   19918296   19923326      1       1  18759      -2.3999       0.9918
ENSG00000270136    1   19923473   19984549     27       8  18759      -1.6452      0.95004
ENSG00000173436    1   19923477   19956314     12       3  18759      -1.3848      0.91694
ENSG00000158747    1   19967048   19984945     12       5  18759       -1.091      0.86237
ENSG00000158748    1   19991780   20006055     10       3  18759      0.11332      0.45489
ENSG00000162542    1   20008706   20126438     63      20  18759      -0.6772      0.75086
ENSG00000178828    1   20140523   20141771      2       1  18759     0.019979      0.49203
ENSG00000235434    1   20140860   20145995     10       3  18759     -0.02369      0.50945
ENSG00000169914    1   20209006   20239438     13       5  18759      0.58331      0.27984
ENSG00000188784    1   20246502   20250110      4       2  18759       1.7953     0.036307
ENSG00000188257    1   20301925   20306932      7       4  18759      0.54688      0.29223
ENSG00000127472    1   20354672   20417683     35       9  18759      0.93706      0.17436
ENSG00000117215    1   20438432   20446050      6       4  18759      -1.4588      0.92769
ENSG00000158786    1   20465819   20476879      6       3  18759     -0.90447      0.81713
ENSG00000227066    1   20480831   20487061      1       1  18759      0.85203       0.1971
ENSG00000187980    1   20487746   20503917     13       4  18759      0.13132      0.44776
ENSG00000162543    1   20512578   20522541      3       1  18759      0.38655      0.34954
ENSG00000228105    1   20569588   20571148      1       1  18759     0.008272       0.4967
ENSG00000158816    1   20617412   20681387     40       8  18759      0.15218      0.43952
ENSG00000226664    1   20620704   20649680     20       5  18759      0.69116      0.24473
ENSG00000236963    1   20687072   20757727     29       7  18759      0.88237      0.18879
ENSG00000090432    1   20825943   20834654      5       2  18759      -1.3918        0.918
ENSG00000158825    1   20915441   20945401     27       8  18759    -0.034047      0.51358
ENSG00000158828    1   20959948   20978004     13       3  18759    -0.071901      0.52866
ENSG00000117242    1   20969150   20978686     10       3  18759      0.24685      0.40251
ENSG00000257033    1   20976856   20977207      1       1  18759      0.58047       0.2808
ENSG00000244038    1   20978270   20988000     11       3  18759      0.85811      0.19542
ENSG00000117245    1   20990507   21044510     35      15  18759    -0.017308       0.5069
ENSG00000235432    1   21019227   21020506      2       1  18759      0.39099       0.3479
ENSG00000189410    1   21046225   21059330      8       3  18759       1.2338      0.10865
ENSG00000233069    1   21059373   21060445      1       1  18759      0.98423       0.1625
ENSG00000127483    1   21069154   21113816     15       4  18759      0.35046        0.363
ENSG00000075151    1   21132963   21503377     64       5  18759       1.0914      0.13754
ENSG00000236073    1   21400132   21400246      1       1  18759      0.86653       0.1931
ENSG00000117298    1   21543740   21671997     68      16  18759      -1.4266      0.92315
ENSG00000231105    1   21619783   21626267      3       2  18759     -0.86127      0.80545
ENSG00000142794    1   21766621   21811498      8       2  18759       1.5795     0.057107
ENSG00000162551    1   21835858   21904905     58      14  18759     -0.52768      0.70114
ENSG00000233431    1   21912965   21917680      1       1  18759    -0.038361       0.5153
ENSG00000076864    1   21922708   21995801     44      15  18759       1.2978     0.097184
ENSG00000090686    1   22004791   22110099     45       8  18759      0.37229      0.35484
ENSG00000187942    1   22138758   22151714      4       2  18759       1.0459      0.14779
ENSG00000142798    1   22148738   22263790     44      10  18759       3.3567    0.0003944
ENSG00000219073    1   22303514   22325135      6       3  18759       3.2322   0.00061428
ENSG00000142789    1   22328149   22339032      1       1  18759       2.0032      0.02258
ENSG00000218510    1   22351681   22357716      3       1  18759      -1.1192      0.86847
ENSG00000070831    1   22379120   22419437     21       7  18759     0.017081      0.49319
ENSG00000230068    1   22385690   22390692      5       3  18759      0.90256      0.18338
ENSG00000271428    1   22394833   22395320      1       1  18759       2.3245      0.01005
ENSG00000162552    1   22443798   22470462     12       4  18759      -0.5106      0.69519
ENSG00000184677    1   22778344   22857650     42       6  18759      0.47498       0.3174
ENSG00000070886    1   22890057   22930087     16       6  18759      -1.0016      0.84174
ENSG00000173372    1   22962999   22966101      4       2  18759     -0.33881      0.63263
ENSG00000159189    1   22970123   22974603      3       1  18759     -0.88203      0.81112
ENSG00000173369    1   22979255   22988031      5       1  18759      -1.0105      0.84387
ENSG00000133216    1   23037332   23241818    109      27  18759       1.5268     0.063408
ENSG00000225952    1   23162206   23163342      1       1  18759       1.3412      0.08993
ENSG00000272796    1   23243175   23247993      1       1  18759      0.42012       0.3372
ENSG00000215906    1   23279536   23291831      6       2  18759      -0.7356      0.76901
ENSG00000227868    1   23337327   23342343      3       1  18759     -0.12952      0.55153
ENSG00000004487    1   23345941   23410182     16       3  18759     -0.45816      0.67658
