GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000207730    1    1102484    1102578      1       1  160000       -1.049       0.8529
ENSG00000272141    1    1104737    1105723      2       1  160000     -0.82366      0.79493
ENSG00000205231    1    1108436    1114935     44       6  160000     0.070647      0.47184
ENSG00000162571    1    1109264    1133315    154      19  160000     -0.65353      0.74329
ENSG00000186891    1    1138888    1142071     10       2  160000     -0.28862      0.61356
ENSG00000186827    1    1146706    1149518      8       3  160000     -0.23892      0.59442
ENSG00000078808    1    1152288    1167411    100       6  160000     -0.42975      0.66631
ENSG00000176022    1    1167629    1170421      8       2  160000      0.38143      0.35144
ENSG00000184163    1    1177826    1182102     13       3  160000     -0.64877      0.74176
ENSG00000260179    1    1185157    1186714     11       5  160000     -0.74937      0.77318
ENSG00000160087    1    1189289    1209265     55      10  160000     0.089166      0.46447
ENSG00000230415    1    1210603    1215800     29       6  160000      0.80286      0.21103
ENSG00000162572    1    1215816    1227409     45      15  160000      0.33509      0.36878
ENSG00000131584    1    1227756    1244989     51      10  160000    -0.028009      0.51117
ENSG00000169972    1    1243947    1247057      4       2  160000       0.1382      0.44504
ENSG00000127054    1    1246965    1260071     18       5  160000     -0.46658       0.6796
ENSG00000224051    1    1260136    1264277     11       3  160000      -1.0042      0.84235
ENSG00000169962    1    1266694    1270686     15       5  160000     -0.16379      0.56505
ENSG00000107404    1    1270656    1284730     40       8  160000    -0.068857      0.52745
ENSG00000162576    1    1288069    1297157     27       5  160000     -0.17128        0.568
ENSG00000175756    1    1309110    1310875      7       3  160000      0.11976      0.45234
ENSG00000223663    1    1314046    1314412      2       1  160000      -1.1463      0.87417
ENSG00000221978    1    1321091    1334708     21       7  160000     -0.39058      0.65194
ENSG00000224870    1    1334902    1337426      9       3  160000      0.59213      0.27688
ENSG00000242485    1    1337288    1342693     13       5  160000      0.25475      0.39946
ENSG00000272455    1    1344476    1345998      8       2  160000        0.337      0.36806
ENSG00000235098    1    1353800    1357149      8       2  160000     0.080978      0.46773
ENSG00000225905    1    1355625    1358071      6       2  160000      0.21101      0.41644
ENSG00000205116    1    1361508    1363167      9       4  160000     -0.94476      0.82761
ENSG00000225285    1    1365919    1369953     11       3  160000      -1.6676       0.9523
ENSG00000179403    1    1370241    1378262     20       5  160000     -0.10793      0.54297
ENSG00000215915    1    1385069    1405538     59       9  160000     -0.87803      0.81004
ENSG00000160072    1    1407143    1433228     60      11  160000      0.18828      0.42533
ENSG00000197785    1    1447531    1470067     73      10  160000     -0.49044      0.68809
ENSG00000205090    1    1470554    1475833     11       4  160000      -0.2117      0.58383
ENSG00000160075    1    1477053    1510249     94      10  160000     -0.18471      0.57327
ENSG00000215791    1    1497726    1499904      4       2  160000      0.82421      0.20491
ENSG00000215014    1    1510355    1511373      6       2  160000     -0.35004      0.63685
ENSG00000236684    1    1515136    1515379      1       1  160000       0.6455       0.2593
ENSG00000228594    1    1533392    1535476      2       1  160000      0.31953      0.37466
ENSG00000272106    1    1549138    1551175      6       3  160000      0.32164      0.37386
ENSG00000197530    1    1550795    1565990     34       7  160000      0.21782      0.41378
ENSG00000248333    1    1570603    1590473     27       4  160000      -1.0774      0.85935
ENSG00000272004    1    1590786    1594063      3       2  160000    0.0052482      0.49791
ENSG00000189339    1    1592939    1624167     62      11  160000      -1.2781       0.8994
ENSG00000269737    1    1603429    1604850      3       1  160000         -0.3      0.61791
ENSG00000269227    1    1604714    1605836      1       1  160000      -1.2536        0.895
ENSG00000215914    1    1631369    1633249      2       1  160000      0.61406      0.26959
ENSG00000008128    1    1634169    1655766     53       5  160000      0.74185      0.22909
ENSG00000268575    1    1634175    1669127     96      11  160000      0.42242      0.33636
ENSG00000227775    1    1655951    1668690     41       7  160000      -0.2544      0.60041
ENSG00000215790    1    1656277    1677431     59       8  160000     -0.22011      0.58711
ENSG00000008130    1    1682671    1711896     69      10  160000    -0.013848      0.50552
ENSG00000078369    1    1716729    1822495    164      22  160000      0.25965      0.39757
ENSG00000231050    1    1822910    1824097      2       1  160000      0.38747       0.3492
ENSG00000169885    1    1846266    1848735     11       3  160000      0.75899      0.22393
ENSG00000178821    1    1849029    1850712      6       3  160000      0.25413       0.3997
ENSG00000142609    1    1853396    1935276    356      27  160000      0.15829      0.43712
ENSG00000233542    1    1944652    1946969      3       1  160000       1.2506      0.10555
ENSG00000187730    1    1950780    1962192     28       6  160000       1.5954     0.055307
ENSG00000226969    1    1980642    1981509      1       1  160000       0.3353       0.3687
ENSG00000067606    1    1981909    2116834    421      25  160000      0.12249      0.45126
ENSG00000271806    1    2072523    2076718     12       5  160000     -0.23406      0.59253
ENSG00000182873    1    2113233    2115828      3       2  160000      0.42248      0.33634
ENSG00000162585    1    2115903    2144159     57      12  160000     -0.42713      0.66536
ENSG00000269554    1    2121237    2123179      4       2  160000      0.32467      0.37272
ENSG00000203301    1    2143360    2145620      7       4  160000     -0.64736       0.7413
ENSG00000234396    1    2143962    2152177     20       7  160000     -0.80612      0.78991
ENSG00000157933    1    2160134    2241558    245      41  160000     -0.68918      0.75464
ENSG00000116151    1    2252692    2323146    322      40  160000      0.61783      0.26834
ENSG00000272161    1    2257640    2258132      5       2  160000       1.9566     0.025196
ENSG00000269896    1    2281853    2284259     18       5  160000       0.1861      0.42618
ENSG00000238240    1    2283083    2283296      3       1  160000      0.65232       0.2571
ENSG00000272420    1    2294500    2295067      2       1  160000     -0.91915      0.82099
ENSG00000271921    1    2306292    2306792      2       1  160000      -1.2666      0.89735
ENSG00000271847    1    2309056    2309799      1       1  160000      -1.4159       0.9216
ENSG00000178642    1    2316811    2319922      8       5  160000      0.53332       0.2969
ENSG00000157916    1    2323267    2336883     40      12  160000      0.76242       0.2229
ENSG00000157911    1    2336236    2345236     27       9  160000       1.2303       0.1093
ENSG00000149527    1    2357419    2436969    268      37  160000     -0.77081      0.77959
ENSG00000224387    1    2423739    2424697      3       2  160000      -1.5607       0.9407
ENSG00000229393    1    2424876    2425918      2       1  160000       0.3019      0.38137
ENSG00000157881    1    2439972    2458039     40       6  160000     0.017583      0.49299
ENSG00000197921    1    2460184    2461684      3       2  160000      0.66199      0.25399
ENSG00000272449    1    2477904    2478899      1       1  160000      0.64643        0.259
ENSG00000238164    1    2481359    2488470     15       4  160000      0.24035      0.40503
ENSG00000157873    1    2487078    2496821     21       4  160000      0.29826      0.38275
ENSG00000225931    1    2497849    2501327     14       2  160000      0.36098      0.35906
ENSG00000228037    1    2512999    2515972      8       2  160000      0.34607      0.36465
ENSG00000157870    1    2517930    2522908     10       4  160000      -1.3303      0.90829
ENSG00000142606    1    2522078    2564481    167      10  160000     -0.80605      0.78989
ENSG00000237058    1    2564007    2568059     18       5  160000     -0.32314      0.62671
ENSG00000215912    1    2567415    2718286    126      15  160000     -0.21637      0.58565
ENSG00000233234    1    2728415    2729257      5       1  160000       1.1648      0.12204
ENSG00000231630    1    2730997    2731563      3       2  160000     -0.25942      0.60235
ENSG00000169717    1    2938046    2939465      5       2  160000      0.15617      0.43795
ENSG00000177133    1    2976179    2985001     17       7  160000      0.45234      0.32551
ENSG00000256761    1    2978523    2978959      1       1  160000       -0.561       0.7126
ENSG00000142611    1    2985732    3355185   1453     157  160000      0.58547      0.27911
ENSG00000226286    1    3049491    3050273      5       2  160000     -0.75791      0.77575
ENSG00000272235    1    3223200    3226660     16       4  160000      0.80356      0.21083
ENSG00000130762    1    3370990    3397677     96      12  160000      -0.8305      0.79687
ENSG00000162591    1    3406484    3528059    518      73  160000      -2.0956      0.98194
ENSG00000238260    1    3539754    3541307      5       2  160000    -0.065157      0.52598
ENSG00000158109    1    3541566    3546691     12       4  160000      0.29045      0.38573
ENSG00000116213    1    3547331    3569325     49      13  160000     -0.83768      0.79889
ENSG00000078900    1    3569084    3652765    323      57  160000       1.0261      0.15242
ENSG00000227589    1    3575502    3585336     40       7  160000       1.1548      0.12408
ENSG00000235131    1    3628764    3630862      7       3  160000       2.0064     0.022405
ENSG00000227372    1    3652548    3663900     33       7  160000     -0.61283      0.73001
ENSG00000162592    1    3668962    3688209     73      15  160000      0.35901      0.35979
ENSG00000235169    1    3689352    3692546     13       6  160000       1.7136     0.043303
ENSG00000130764    1    3696784    3713068     80      15  160000      0.92326      0.17794
ENSG00000266075    1    3699379    3699673      2       1  160000      0.71768      0.23648
ENSG00000272153    1    3701572    3702102      3       1  160000       1.2508       0.1055
ENSG00000116198    1    3728645    3773778    302      16  160000        1.109      0.13372
ENSG00000169598    1    3773845    3801993    170      22  160000       1.0575      0.14514
ENSG00000198912    1    3805689    3816857     47       9  160000       2.0381     0.020772
ENSG00000236423    1    3816936    3833789     55      10  160000       3.2965   0.00048951
ENSG00000233304    1    4000673    4015322    103      19  160000      0.86553      0.19337
ENSG00000226374    1    4007209    4009040     10       3  160000      0.67124      0.25103
ENSG00000229280    1    4235588    4235959      2       1  160000      -1.2466      0.89372
ENSG00000235054    1    4472111    4484747     51      12  160000      0.97971      0.16362
ENSG00000232596    1    4631608    4643481     50      11  160000     -0.30756      0.62079
ENSG00000196581    1    4714792    4852594    681      80  160000     0.039785      0.48413
ENSG00000231510    1    5146519    5150959     14       4  160000     0.017562      0.49299
ENSG00000260972    1    5553038    5554734      8       2  160000    -0.073418      0.52926
ENSG00000236948    1    5647428    5728355    351      45  160000       1.2069      0.11373
ENSG00000131697    1    5922871    6052533    410      18  160000      0.33327      0.36946
ENSG00000069424    1    6051526    6161253    318      45  160000     -0.55972      0.71216
ENSG00000268332    1    6100630    6101399      4       2  160000     0.039382      0.48429
ENSG00000116254    1    6161853    6240183    302      33  160000       1.8989     0.028787
ENSG00000116251    1    6241329    6269449     73      15  160000       2.0285     0.021254
ENSG00000226944    1    6264900    6265840      2       1  160000       1.4419     0.074672
ENSG00000158286    1    6265535    6281359     39       6  160000       2.0638     0.019519
ENSG00000116237    1    6281253    6296032     28       4  160000       2.0141        0.022
ENSG00000225077    1    6296300    6299504      6       3  160000        2.217     0.013312
ENSG00000173673    1    6304252    6305638      4       2  160000     -0.34976      0.63674
ENSG00000158292    1    6307406    6321035     37       3  160000     -0.86069       0.8053
ENSG00000097021    1    6324329    6454451    436      22  160000       2.5405    0.0055345
ENSG00000271746    1    6453615    6454451      4       2  160000       3.7621   8.4238e-05
ENSG00000069812    1    6472478    6484730     42       8  160000       2.3681    0.0089391
ENSG00000187017    1    6484848    6521430    116      14  160000        3.664   0.00012415
ENSG00000231868    1    6503094    6507066      7       3  160000       2.5135    0.0059776
ENSG00000215788    1    6521211    6526255     14       5  160000       2.8457    0.0022155
ENSG00000171680    1    6526152    6580121    149      27  160000       1.6736     0.047109
ENSG00000162408    1    6581407    6614595    122       5  160000      -0.1026      0.54086
ENSG00000253022    1    6600914    6601024      1       1  160000    -0.034849       0.5139
ENSG00000229519    1    6607965    6608679      3       1  160000     -0.15023      0.55971
ENSG00000173662    1    6615241    6639817     50       9  160000      0.78196      0.21712
ENSG00000204859    1    6640061    6649340     11       5  160000      0.60523      0.27251
ENSG00000162413    1    6650784    6674667     45      11  160000     -0.21743      0.58606
ENSG00000116273    1    6673745    6684093     20       4  160000     0.066749      0.47339
ENSG00000041988    1    6684926    6695646     32       7  160000     -0.12952      0.55153
ENSG00000007923    1    6694228    6761984    150      19  160000      0.73285      0.23183
ENSG00000228750    1    6784697    6790072     17       5  160000      0.40578      0.34245
ENSG00000237436    1    6843952    6844903      1       1  160000       1.4009      0.08062
ENSG00000171735    1    6845384    7829766   2805     189  160000       4.1794   1.4612e-05
ENSG00000227950    1    6894393    6894678      2       1  160000       1.5441     0.061286
ENSG00000237365    1    7068436    7074339     31       9  160000       1.7114     0.043502
ENSG00000207056    1    7279420    7279584      1       1  160000     -0.72346       0.7653
ENSG00000237402    1    7429003    7430331      5       2  160000       1.7107     0.043569
ENSG00000237728    1    7442548    7449814     27       6  160000      0.26612      0.39507
ENSG00000270171    1    7753184    7754904      4       2  160000      0.97656      0.16439
ENSG00000270035    1    7758363    7758932      2       1  160000      -0.0294      0.51173
ENSG00000269978    1    7760764    7761030      2       1  160000      0.26148      0.39686
ENSG00000049245    1    7831329    7841492     37      11  160000      0.17957      0.42875
ENSG00000269925    1    7836443    7836835      2       1  160000     -0.12981      0.55164
ENSG00000049246    1    7844380    7905237    234      22  160000       0.7666      0.22166
ENSG00000236266    1    7870302    7887402     62      13  160000      0.61158      0.27041
ENSG00000049247    1    7903143    7913572     41      13  160000      0.52515      0.29974
ENSG00000049249    1    7979907    8000926     44       6  160000       1.1253      0.13022
ENSG00000116288    1    8014351    8045565     66      11  160000      -0.5487      0.70839
ENSG00000116285    1    8064464    8086368     33       6  160000     -0.83542      0.79826
ENSG00000238290    1    8086798    8182762    182      15  160000      -1.1756      0.88012
ENSG00000232848    1    8117305    8118523      2       1  160000      -1.7191      0.95721
ENSG00000229305    1    8249884    8252830      5       2  160000       2.8005     0.002551
ENSG00000227634    1    8268732    8275270     33       8  160000       1.5876     0.056185
ENSG00000233645    1    8278250    8280589     21       3  160000      0.99927      0.15883
ENSG00000265414    1    8335184    8335438      1       1  160000     -0.57395        0.717
ENSG00000251977    1    8352217    8352323      1       1  160000      -1.2844       0.9005
ENSG00000162426    1    8377886    8404227     86      15  160000       3.7069    0.0001049
ENSG00000252254    1    8388127    8388239      1       1  160000    -0.080047       0.5319
ENSG00000142599    1    8412457    8877702    708      25  160000       3.9277   4.2872e-05
ENSG00000232912    1    8484705    8494898     18       5  160000       1.8428     0.032677
ENSG00000270282    1    8572712    8573080      2       1  160000      0.49897       0.3089
ENSG00000234619    1    8810489    8811146      1       1  160000        1.178       0.1194
ENSG00000224315    1    8846270    8846972      1       1  160000     -0.60106       0.7261
ENSG00000226545    1    8858534    8859565      4       2  160000       2.1467     0.015909
ENSG00000229716    1    8891066    8891434      1       1  160000     0.055676       0.4778
ENSG00000074800    1    8921061    8939308     27       5  160000       4.1235   1.8658e-05
ENSG00000236269    1    8935847    8938066      5       2  160000       2.8737    0.0020287
ENSG00000230679    1    8938894    8939953      2       1  160000       3.1157   0.00091765
ENSG00000238249    1    8953468    8954210      2       1  160000     -0.44403      0.67149
ENSG00000131686    1    9005926    9035151    136      29  160000      -0.9203      0.82129
ENSG00000265141    1    9039637    9039933      1       1  160000      0.87532       0.1907
ENSG00000197241    1    9063359    9086404     75      19  160000     -0.23841      0.59422
ENSG00000142583    1    9095166    9148537    176      24  160000       1.5563     0.059817
ENSG00000180758    1    9160364    9189229     79      11  160000      0.88421      0.18829
ENSG00000228526    1    9242066    9262678     56       6  160000       1.2397      0.10755
ENSG00000234546    1    9242263    9252148     26       7  160000       1.0698      0.14235
ENSG00000049239    1    9294834    9331396    104      20  160000        1.487     0.068511
ENSG00000171621    1    9352939    9429591    323      47  160000     -0.67203      0.74922
ENSG00000235263    1    9561151    9563530      8       3  160000      -0.4684      0.68025
ENSG00000171612    1    9599541    9645237     67      11  160000     -0.68787      0.75423
ENSG00000188807    1    9648932    9674935     40       8  160000     -0.37752      0.64711
ENSG00000171608    1    9711790    9789172    141      30  160000       2.3756      0.00876
ENSG00000179840    1    9712668    9714644      4       2  160000       2.4505     0.007132
ENSG00000233268    1    9720886    9722684      5       2  160000      0.85206      0.19709
ENSG00000231789    1    9732484    9747613     42       8  160000       2.5336    0.0056449
ENSG00000171603    1    9789084    9884584    130      17  160000     0.057752      0.47697
ENSG00000178585    1    9908334    9970394     74      13  160000     -0.42404      0.66423
ENSG00000223989    1    9908376    9910212      4       2  160000      -1.1153      0.86764
ENSG00000162441    1    9982173   10003465     48       9  160000      0.25361       0.3999
ENSG00000228150    1   10002981   10010032     16       4  160000     -0.14272      0.55674
ENSG00000173614    1   10003486   10045559     79      12  160000     -0.13967      0.55554
ENSG00000241326    1   10043199   10044626      3       2  160000       0.1249       0.4503
ENSG00000162444    1   10057264   10076078     40       6  160000      0.45114      0.32594
ENSG00000130939    1   10092890   10241297    321      21  160000      0.96884      0.16631
ENSG00000233623    1   10118729   10119706      1       1  160000     -0.18402        0.573
ENSG00000201746    1   10223326   10223432      1       1  160000     -0.42532       0.6647
ENSG00000054523    1   10270863   10441661    542      17  160000       2.2678     0.011671
ENSG00000264501    1   10366523   10366813      2       1  160000       1.7269     0.042097
ENSG00000142657    1   10458649   10480201     49       7  160000       2.4674    0.0068045
ENSG00000271989    1   10489938   10490734      5       2  160000      -0.2292      0.59064
ENSG00000251503    1   10490159   10512210     51       7  160000       0.1187      0.45275
ENSG00000175279    1   10490159   10512210     51       7  160000       0.1187      0.45275
ENSG00000241563    1   10509776   10511959      4       2  160000     -0.53207      0.70266
ENSG00000160049    1   10516579   10532583     28       7  160000      0.76618      0.22179
ENSG00000203469    1   10518612   10519395      1       1  160000     -0.76512       0.7779
ENSG00000142655    1   10532345   10690815    370      27  160000      0.36078      0.35913
ENSG00000130940    1   10696661   10856707    427      71  160000      0.51151       0.3045
ENSG00000272078    1   10699298   10714390     44       9  160000      0.72332      0.23474
ENSG00000175262    1   11006528   11042094    123      17  160000        1.848     0.032303
ENSG00000215785    1   11051035   11051854      3       1  160000      0.84263      0.19972
ENSG00000120948    1   11072414   11085796     21       3  160000       2.1253     0.016781
ENSG00000009724    1   11086580   11107290     56       8  160000        1.894     0.029114
ENSG00000116649    1   11114641   11120081      9       3  160000      0.72156      0.23528
ENSG00000171824    1   11126675   11159938    104       7  160000       1.0359      0.15012
ENSG00000226849    1   11128528   11133154     16       1  160000       1.4816      0.06922
ENSG00000230337    1   11159732   11162157      7       2  160000       1.1747      0.12007
ENSG00000198793    1   11166592   11322564    330      10  160000      0.90683      0.18225
ENSG00000225602    1   11203955   11209594      8       4  160000       1.5748     0.057646
ENSG00000253086    1   11212407   11212509      1       1  160000       1.7449       0.0405
ENSG00000171819    1   11249398   11256038     14       2  160000      0.34753       0.3641
ENSG00000238173    1   11293020   11293169      1       1  160000         1.38       0.0838
ENSG00000120942    1   11333263   11356106     34       5  160000     0.034153      0.48638
ENSG00000238199    1   11338673   11339408      2       1  160000     -0.41653      0.66149
ENSG00000224338    1   11485314   11485878      4       1  160000      0.14398      0.44276
ENSG00000204624    1   11539223   11597641    149      15  160000       2.0146     0.021971
ENSG00000235643    1   11669588   11673412     14       2  160000       1.5857       0.0564
ENSG00000116661    1   11708424   11715842     22      11  160000       1.4702     0.070753
ENSG00000132879    1   11714432   11723384     28      10  160000     -0.73626      0.76922
ENSG00000116663    1   11724181   11734411     36       9  160000      -0.4366       0.6688
ENSG00000116670    1   11734537   11751707     66      14  160000    0.0047348      0.49811
ENSG00000162490    1   11751786   11785914    106      21  160000     -0.97339      0.83482
ENSG00000177674    1   11796141   11814859     58      10  160000     -0.88038      0.81067
ENSG00000215910    1   11821844   11849642    152      11  160000       1.5914     0.055757
ENSG00000177553    1   11837134   11839676     25       4  160000      0.39455      0.34659
ENSG00000177000    1   11845780   11866977     84      12  160000      0.67056      0.25125
ENSG00000011021    1   11866207   11903201    195      12  160000     -0.16159      0.56418
ENSG00000242349    1   11901074   11908136     34       7  160000      -0.5888        0.722
ENSG00000175206    1   11905766   11908402     17       5  160000     -0.67546      0.75031
ENSG00000224904    1   11937827   11940463     14       4  160000      0.55194      0.29049
ENSG00000199347    1   11968209   11968328      6       3  160000     0.039813      0.48412
ENSG00000201801    1   11969865   11969984      1       1  160000      0.56188       0.2871
ENSG00000116685    1   11979648   11986485     21       6  160000      0.71228      0.23815
ENSG00000083444    1   11994262   12035595    113      12  160000     -0.95915      0.83126
ENSG00000116688    1   12040238   12073571     93      11  160000     -0.38009      0.64806
ENSG00000116691    1   12079523   12092102     24       6  160000    -0.010104      0.50403
ENSG00000202461    1   12084069   12084181      1       1  160000         1.07       0.1423
ENSG00000120949    1   12123434   12204264    206      32  160000     -0.58956      0.72226
ENSG00000227875    1   12140350   12140604      2       1  160000      -2.5137      0.99403
ENSG00000028137    1   12227060   12269285    140      18  160000      0.38725      0.34929
ENSG00000263676    1   12251770   12251830      1       1  160000     -0.14996       0.5596
ENSG00000048707    1   12290124   12572099    298      34  160000      -1.2701      0.89798
ENSG00000229484    1   12587766   12588462      3       2  160000     -0.62522      0.73409
ENSG00000162496    1   12627939   12677737    175      34  160000     -0.69888      0.75769
ENSG00000204518    1   12704566   12727097     62       6  160000      0.51736      0.30245
ENSG00000188984    1   12776118   12788726     43       6  160000     -0.83032      0.79682
ENSG00000238771    1   12799693   12799796      1       1  160000     -0.38667       0.6505
ENSG00000157330    1   12806163   12823847     52      10  160000     -0.46842      0.68026
ENSG00000116726    1   12834984   12838049     11       3  160000       0.7866      0.21576
ENSG00000116721    1   12851546   12856777     17       5  160000       0.2097      0.41695
ENSG00000228338    1   12882549   12883022      1       1  160000     -0.51407       0.6964
ENSG00000204513    1   12884468   12891264     19       4  160000      -1.2403      0.89257
ENSG00000231103    1   12897978   12901210     34       7  160000      0.12431      0.45053
ENSG00000179172    1   12907261   12908578      2       1  160000      0.30262      0.38109
ENSG00000120952    1   12916941   12921764     55       9  160000      0.01285      0.49487
ENSG00000243073    1   12939045   12946025     15       4  160000     0.026226      0.48954
ENSG00000232423    1   12998181   13117751      2       1  160000     -0.79302      0.78612
ENSG00000204505    1   13140456   13145000      1       1  160000    -0.064465       0.5257
ENSG00000236179    1   13171871   13173157      4       2  160000     0.045461      0.48187
ENSG00000179412    1   13182960   13184326      4       2  160000      0.19462      0.42284
ENSG00000162494    1   13801445   13840543    175      37  160000     -0.89428      0.81441
ENSG00000259961    1   13839715   13842765     13       3  160000     -0.44831      0.67304
ENSG00000215909    1   13881496   13882189      2       1  160000      0.25584      0.39904
ENSG00000162493    1   13909960   13944452    108      27  160000      -1.1395      0.87276
ENSG00000237445    1   13983806   13986405      7       2  160000      0.86256      0.19419
ENSG00000253085    1   14022565   14022694      1       1  160000     -0.26294       0.6037
ENSG00000116731    1   14026693   14151574    353      27  160000     -0.76136      0.77678
ENSG00000252151    1   14450728   14450830      1       1  160000      -2.1272       0.9833
ENSG00000231606    1   14548386   14549613      2       1  160000       1.9652     0.024695
ENSG00000234593    1   14675450   14677518     11       6  160000      -0.5858        0.721
ENSG00000189337    1   14925200   15444539   1962     181  160000     -0.45167      0.67425
ENSG00000235829    1   15018625   15019109      1       1  160000      0.72574        0.234
ENSG00000175147    1   15442448   15478960    169      20  160000       1.4956     0.067375
ENSG00000171729    1   15479028   15546976    362      28  160000      0.22352      0.41156
ENSG00000204464    1   15490840   15497813     26       7  160000     -0.41495      0.66091
ENSG00000215720    1   15518324   15519341      8       3  160000      0.60696      0.27194
ENSG00000142621    1   15573768   15726779    456      49  160000       2.4125     0.007922
ENSG00000233485    1   15653176   15670372     27       5  160000      0.70973      0.23893
ENSG00000236045    1   15660662   15661960      2       1  160000       1.0973      0.13625
ENSG00000228140    1   15729475   15735929     19       5  160000       1.8099     0.035159
ENSG00000142634    1   15736391   15756839     67      20  160000       2.8082    0.0024907
ENSG00000162438    1   15764935   15775737     26       9  160000       2.1751     0.014811
ENSG00000142615    1   15783223   15798586     64      11  160000       1.0116      0.15587
ENSG00000215704    1   15792404   15817895     81      14  160000      0.40499      0.34274
ENSG00000132906    1   15817327   15853029    135       9  160000      0.52568      0.29956
ENSG00000116138    1   15853308   15918874    216      11  160000      0.97518      0.16473
ENSG00000251866    1   15868660   15868799      1       1  160000      0.27151        0.393
ENSG00000272510    1   15892106   15892451      1       1  160000       1.8034      0.03566
ENSG00000116771    1   15898848   15911605     55       6  160000       1.0563      0.14541
ENSG00000237301    1   15912631   15930121    107       7  160000       1.0808       0.1399
ENSG00000236500    1   15941138   15941362      1       1  160000       1.1538       0.1243
ENSG00000197312    1   15943995   15995539    117       7  160000      0.83978      0.20052
ENSG00000215695    1   15986364   15988217      2       1  160000      0.90701       0.1822
ENSG00000116786    1   16010827   16061264    154      14  160000      0.49361      0.31079
ENSG00000237938    1   16049214   16063391     26       6  160000      0.22044      0.41276
ENSG00000162461    1   16062900   16067891      7       3  160000      0.13432      0.44658
ENSG00000224459    1   16066546   16076391     27       7  160000      0.63906      0.26139
ENSG00000162460    1   16068917   16074477     13       3  160000      0.21811      0.41367
ENSG00000162458    1   16083102   16113089     67      12  160000        1.063       0.1439
ENSG00000224321    1   16119291   16119780      1       1  160000      0.48145       0.3151
ENSG00000233954    1   16133679   16134194      4       1  160000     -0.86692      0.80701
ENSG00000179743    1   16160560   16174642     42       9  160000      -0.9304      0.82392
ENSG00000065526    1   16174359   16266955    145      17  160000      -1.0566      0.85465
ENSG00000116809    1   16268364   16302627     56      13  160000     -0.80011      0.78818
ENSG00000231353    1   16314677   16314936      4       2  160000     -0.27173      0.60708
ENSG00000224966    1   16316366   16321246     20       7  160000     -0.61503      0.73073
ENSG00000183888    1   16330731   16335302     18       6  160000      0.52863      0.29853
ENSG00000233078    1   16332655   16333166      2       1  160000    -0.027438      0.51094
ENSG00000173641    1   16340523   16346089     46       5  160000     -0.69382       0.7561
ENSG00000186510    1   16345370   16360545     87      13  160000      -0.5717      0.71624
ENSG00000232456    1   16361673   16366524     40       9  160000     -0.25582      0.60096
ENSG00000184908    1   16370272   16383803    125      16  160000      0.12546      0.45008
ENSG00000185519    1   16384264   16400127     90      14  160000     -0.44874      0.67319
ENSG00000142627    1   16450832   16482582     55      12  160000       2.6856    0.0036199
ENSG00000227959    1   16481706   16483824      1       1  160000       2.1196      0.01702
ENSG00000224621    1   16485761   16488378      7       2  160000       2.1049     0.017649
ENSG00000234166    1   16524349   16524852      1       1  160000     -0.73326       0.7683
ENSG00000142632    1   16524349   16539104     57       6  160000      -1.0801      0.85995
ENSG00000237276    1   16542404   16554522     28       5  160000      -1.2496      0.89427
