GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000067606    1    1981909    2116834    359      23  160000      0.43554      0.33159
ENSG00000271806    1    2072523    2076718      9       3  160000  -0.00043158      0.50017
ENSG00000182873    1    2113233    2115828      3       2  160000      0.69299      0.24416
ENSG00000162585    1    2115903    2144159     45       8  160000     -0.41522      0.66101
ENSG00000269554    1    2121237    2123179      3       2  160000     -0.11308      0.54502
ENSG00000203301    1    2143360    2145620      5       2  160000     -0.85972      0.80503
ENSG00000234396    1    2143962    2152177     16       5  160000     -0.58597      0.72105
ENSG00000157933    1    2160134    2241558    209      33  160000    -0.086732      0.53456
ENSG00000116151    1    2252692    2323146    254      28  160000     -0.52513      0.70025
ENSG00000272161    1    2257640    2258132      5       2  160000       0.4928      0.31108
ENSG00000269896    1    2281853    2284259     18       5  160000     -0.75231      0.77407
ENSG00000238240    1    2283083    2283296      3       1  160000      -1.6653      0.95207
ENSG00000272420    1    2294500    2295067      2       1  160000      0.39223      0.34744
ENSG00000271921    1    2306292    2306792      2       1  160000      -1.1966      0.88428
ENSG00000271847    1    2309056    2309799      1       1  160000      -1.0581        0.855
ENSG00000178642    1    2316811    2319922      3       2  160000      -1.7518       0.9601
ENSG00000157916    1    2323267    2336883     28       8  160000     0.048588      0.48062
ENSG00000157911    1    2336236    2345236     19       5  160000     -0.57018      0.71572
ENSG00000149527    1    2357419    2436969    221      28  160000      0.90072      0.18387
ENSG00000224387    1    2423739    2424697      2       1  160000     -0.93182      0.82429
ENSG00000229393    1    2424876    2425918      1       1  160000     -0.52268       0.6994
ENSG00000157881    1    2439972    2458039     30       3  160000     -0.35703      0.63947
ENSG00000197921    1    2460184    2461684      1       1  160000      0.20241       0.4198
ENSG00000272449    1    2477904    2478899      1       1  160000      -1.9515       0.9745
ENSG00000238164    1    2481359    2488470     10       2  160000      -1.3532        0.912
ENSG00000157873    1    2487078    2496821     16       2  160000     -0.76539      0.77798
ENSG00000225931    1    2497849    2501327     12       2  160000     -0.59981      0.72568
ENSG00000228037    1    2512999    2515972      6       1  160000      -1.3325      0.90865
ENSG00000157870    1    2517930    2522908      6       2  160000      -1.5757      0.94245
ENSG00000142606    1    2522078    2564481    118       4  160000     -0.65055      0.74233
ENSG00000237058    1    2564007    2568059     13       3  160000    -0.092773      0.53696
ENSG00000215912    1    2567415    2718286     53       7  160000     -0.13398      0.55329
ENSG00000233234    1    2728415    2729257      1       1  160000      -1.3383       0.9096
ENSG00000169717    1    2938046    2939465      3       1  160000     -0.14496      0.55763
ENSG00000177133    1    2976179    2985001     10       3  160000     -0.26921      0.60612
ENSG00000142611    1    2985732    3355185   1179     126  160000      -1.0381      0.85039
ENSG00000226286    1    3049491    3050273      4       1  160000      0.19346       0.4233
ENSG00000272235    1    3223200    3226660     14       3  160000      0.31816      0.37518
ENSG00000130762    1    3370990    3397677     58       6  160000      0.50581       0.3065
ENSG00000162591    1    3406484    3528059    407      54  160000      0.81872      0.20647
ENSG00000238260    1    3539754    3541307      4       1  160000     -0.74917      0.77312
ENSG00000158109    1    3541566    3546691     10       3  160000      0.79354      0.21373
ENSG00000116213    1    3547331    3569325     37       8  160000      0.33727      0.36796
ENSG00000078900    1    3569084    3652765    286      45  160000      0.11603      0.45382
ENSG00000227589    1    3575502    3585336     37       7  160000    -0.076296      0.53041
ENSG00000235131    1    3628764    3630862      7       3  160000     -0.56172      0.71285
ENSG00000227372    1    3652548    3663900     29       5  160000       1.1234      0.13063
ENSG00000162592    1    3668962    3688209     55      10  160000      0.61517      0.26922
ENSG00000235169    1    3689352    3692546     11       4  160000      0.46371      0.32143
ENSG00000130764    1    3696784    3713068     48       9  160000      0.70533       0.2403
ENSG00000266075    1    3699379    3699673      1       1  160000      -1.0182       0.8457
ENSG00000272153    1    3701572    3702102      3       1  160000       1.0352       0.1503
ENSG00000116198    1    3728645    3773778    242      12  160000     -0.44254      0.67095
ENSG00000169598    1    3773845    3801993    144      17  160000      0.24435      0.40348
ENSG00000198912    1    3805689    3816857     33       5  160000       1.2202       0.1112
ENSG00000236423    1    3816936    3833789     45       7  160000       1.3683      0.08561
ENSG00000233304    1    4000673    4015322    100      19  160000     -0.28246       0.6112
ENSG00000226374    1    4007209    4009040      9       2  160000     -0.90884      0.81828
ENSG00000229280    1    4235588    4235959      2       1  160000     -0.27519      0.60842
ENSG00000235054    1    4472111    4484747     38       7  160000       2.7705    0.0027987
ENSG00000232596    1    4631608    4643481     48      10  160000      0.83907      0.20071
ENSG00000196581    1    4714792    4852594    535      72  160000      -1.0622      0.85593
ENSG00000231510    1    5146519    5150959     14       4  160000     -0.21771      0.58617
ENSG00000260972    1    5553038    5554734      8       2  160000     -0.42129      0.66323
ENSG00000236948    1    5647428    5728355    307      38  160000     -0.43981      0.66996
ENSG00000131697    1    5922871    6052533    324      14  160000      0.49738      0.30946
ENSG00000069424    1    6051526    6161253    244      33  160000       2.0745     0.019015
ENSG00000268332    1    6100630    6101399      1       1  160000      -2.3656        0.991
ENSG00000116254    1    6161853    6240183    260      27  160000       0.8283      0.20375
ENSG00000116251    1    6241329    6269449     61      11  160000    -0.042156      0.51681
ENSG00000226944    1    6264900    6265840      2       1  160000      0.62177      0.26705
ENSG00000158286    1    6265535    6281359     30       4  160000       1.4847     0.068815
ENSG00000116237    1    6281253    6296032     23       3  160000      0.68994      0.24512
ENSG00000225077    1    6296300    6299504      5       3  160000     0.053824      0.47854
ENSG00000173673    1    6304252    6305638      3       1  160000      0.52613       0.2994
ENSG00000158292    1    6307406    6321035     32       2  160000       1.7016     0.044414
ENSG00000097021    1    6324329    6454451    308      15  160000      0.83574      0.20165
ENSG00000271746    1    6453615    6454451      4       2  160000      0.13374       0.4468
ENSG00000069812    1    6472478    6484730     34       6  160000      0.91673      0.17964
ENSG00000187017    1    6484848    6521430    100      11  160000       1.2528      0.10514
ENSG00000231868    1    6503094    6507066      6       2  160000       1.1007      0.13551
ENSG00000215788    1    6521211    6526255     11       3  160000       1.3992     0.080875
ENSG00000171680    1    6526152    6580121    123      20  160000     0.079266      0.46841
ENSG00000162408    1    6581407    6614595    102       3  160000     -0.41889      0.66235
ENSG00000253022    1    6600914    6601024      1       1  160000     -0.48398       0.6858
ENSG00000229519    1    6607965    6608679      3       1  160000     -0.32223      0.62636
ENSG00000173662    1    6615241    6639817     33       5  160000      -1.2593      0.89605
ENSG00000204859    1    6640061    6649340      4       2  160000      0.57097      0.28401
ENSG00000162413    1    6650784    6674667     28       5  160000        1.159      0.12323
ENSG00000116273    1    6673745    6684093     16       3  160000      0.88513      0.18804
ENSG00000041988    1    6684926    6695646     26       4  160000      0.78157      0.21723
ENSG00000007923    1    6694228    6761984    115      11  160000      0.22551      0.41079
ENSG00000228750    1    6784697    6790072     15       4  160000     -0.17952      0.57123
ENSG00000237436    1    6843952    6844903      1       1  160000       0.4234        0.336
ENSG00000171735    1    6845384    7829766   2189     156  160000       1.0285      0.15186
ENSG00000227950    1    6894393    6894678      2       1  160000      0.66384       0.2534
ENSG00000237365    1    7068436    7074339     23       6  160000      0.50451      0.30695
ENSG00000237402    1    7429003    7430331      4       2  160000     -0.52829      0.70135
ENSG00000237728    1    7442548    7449814     22       4  160000     -0.76342      0.77739
ENSG00000270171    1    7753184    7754904      3       2  160000       1.9148     0.027757
ENSG00000270035    1    7758363    7758932      2       1  160000       1.0812      0.13981
ENSG00000269978    1    7760764    7761030      2       1  160000     -0.29542      0.61616
ENSG00000049245    1    7831329    7841492     31       8  160000        2.756    0.0029258
ENSG00000269925    1    7836443    7836835      2       1  160000      0.74633      0.22773
ENSG00000049246    1    7844380    7905237    192      17  160000       2.5222    0.0058316
ENSG00000236266    1    7870302    7887402     52       9  160000        2.372    0.0088461
ENSG00000049247    1    7903143    7913572     34      10  160000       3.3665   0.00038069
ENSG00000049249    1    7979907    8000926     15       4  160000       1.6869     0.045815
ENSG00000116288    1    8014351    8045565     55       8  160000        1.218      0.11162
ENSG00000116285    1    8064464    8086368     24       4  160000       1.3877     0.082618
ENSG00000238290    1    8086798    8182762    157      11  160000       1.5496     0.060622
ENSG00000232848    1    8117305    8118523      2       1  160000      0.95867      0.16886
ENSG00000229305    1    8249884    8252830      4       1  160000      0.57123      0.28392
ENSG00000227634    1    8268732    8275270     24       5  160000      -1.0871       0.8615
ENSG00000233645    1    8278250    8280589     20       2  160000      -0.9071      0.81782
ENSG00000265414    1    8335184    8335438      1       1  160000       1.5029      0.06643
ENSG00000162426    1    8377886    8404227     72      11  160000    -0.094519      0.53765
ENSG00000142599    1    8412457    8877702    555      18  160000       2.7668    0.0028302
ENSG00000232912    1    8484705    8494898     14       4  160000       2.4106    0.0079641
ENSG00000270282    1    8572712    8573080      1       1  160000       2.8149      0.00244
ENSG00000226545    1    8858534    8859565      4       2  160000      0.36318      0.35824
ENSG00000229716    1    8891066    8891434      1       1  160000      0.86434       0.1937
ENSG00000074800    1    8921061    8939308     21       3  160000    -0.047953      0.51912
ENSG00000236269    1    8935847    8938066      4       2  160000     -0.50664      0.69379
ENSG00000230679    1    8938894    8939953      2       1  160000    -0.039839      0.51589
ENSG00000238249    1    8953468    8954210      1       1  160000      0.44683       0.3275
ENSG00000131686    1    9005926    9035151     90      18  160000     -0.36782       0.6435
ENSG00000265141    1    9039637    9039933      1       1  160000       1.5163      0.06472
ENSG00000197241    1    9063359    9086404     65      15  160000     -0.75565      0.77507
ENSG00000142583    1    9095166    9148537    159      20  160000     -0.75877        0.776
ENSG00000180758    1    9160364    9189229     62       7  160000     -0.87675      0.80969
ENSG00000228526    1    9242066    9262678     50       4  160000     -0.70116       0.7584
ENSG00000234546    1    9242263    9252148     23       5  160000     -0.25069      0.59897
ENSG00000049239    1    9294834    9331396     77      12  160000     -0.87708      0.80978
ENSG00000171621    1    9352939    9429591    278      38  160000      0.14232      0.44341
ENSG00000235263    1    9561151    9563530      8       3  160000      0.16322      0.43517
ENSG00000171612    1    9599541    9645237     50       6  160000      0.88229      0.18881
ENSG00000188807    1    9648932    9674935     28       4  160000      0.86784      0.19274
ENSG00000171608    1    9711790    9789172    114      22  160000     -0.82779       0.7961
ENSG00000179840    1    9712668    9714644      4       2  160000      -1.9157       0.9723
ENSG00000233268    1    9720886    9722684      5       2  160000      -1.9975      0.97712
ENSG00000231789    1    9732484    9747613     37       7  160000      0.36033       0.3593
ENSG00000171603    1    9789084    9884584     99      10  160000      0.11271      0.45513
ENSG00000178585    1    9908334    9970394     54       7  160000     -0.45443      0.67524
ENSG00000223989    1    9908376    9910212      2       1  160000    -0.084476      0.53366
ENSG00000162441    1    9982173   10003465     39       6  160000     -0.93971      0.82632
ENSG00000228150    1   10002981   10010032     12       2  160000     -0.57137      0.71612
ENSG00000173614    1   10003486   10045559     50       6  160000      -0.8663      0.80684
ENSG00000241326    1   10043199   10044626      2       1  160000     -0.51684      0.69737
ENSG00000162444    1   10057264   10076078     20       3  160000     -0.24163      0.59547
ENSG00000130939    1   10092890   10241297    139      19  160000      -1.3117      0.90518
ENSG00000233623    1   10118729   10119706      1       1  160000     -0.58284         0.72
ENSG00000054523    1   10270863   10441661    270       8  160000     -0.20312      0.58048
ENSG00000142657    1   10458649   10480201     30       3  160000     -0.13498      0.55369
ENSG00000271989    1   10489938   10490734      5       2  160000     -0.58225       0.7198
ENSG00000175279    1   10490159   10512210     45       5  160000     -0.35218      0.63765
ENSG00000251503    1   10490159   10512210     45       5  160000     -0.35218      0.63765
ENSG00000241563    1   10509776   10511959      3       1  160000      0.24465      0.40336
ENSG00000160049    1   10516579   10532583     19       5  160000      -0.2293      0.59068
ENSG00000203469    1   10518612   10519395      1       1  160000       0.5371       0.2956
ENSG00000142655    1   10532345   10690815    321      21  160000      -1.3234      0.90714
ENSG00000130940    1   10696661   10856707    315      55  160000     -0.91248      0.81924
ENSG00000272078    1   10699298   10714390     28       4  160000     -0.88515      0.81196
ENSG00000175262    1   11006528   11042094    110      14  160000       2.3413    0.0096073
ENSG00000120948    1   11072414   11085796     17       2  160000     -0.90601      0.81754
ENSG00000009724    1   11086580   11107290     33       3  160000      -1.0273      0.84785
ENSG00000116649    1   11114641   11120081      2       1  160000     -0.66114      0.74574
ENSG00000171824    1   11126675   11159938     37       2  160000     -0.76875      0.77898
ENSG00000226849    1   11128528   11133154     17       2  160000     -0.61668      0.73128
ENSG00000230337    1   11159732   11162157      1       1  160000     -0.92148       0.8216
ENSG00000198793    1   11166592   11322564    132       5  160000      0.20746      0.41782
ENSG00000225602    1   11203955   11209594      3       1  160000    -0.094951      0.53782
ENSG00000253086    1   11212407   11212509      1       1  160000    -0.070495       0.5281
ENSG00000171819    1   11249398   11256038      3       2  160000     -0.61485      0.73067
ENSG00000238173    1   11293020   11293169      1       1  160000      0.21034       0.4167
ENSG00000120942    1   11333263   11356106     21       2  160000     -0.34792      0.63605
ENSG00000224338    1   11485314   11485878      3       1  160000      -1.0115      0.84411
ENSG00000204624    1   11539223   11597641    130      11  160000     -0.34402      0.63459
ENSG00000235643    1   11669588   11673412     14       2  160000      -1.1517      0.87527
ENSG00000116661    1   11708424   11715842     19      10  160000     -0.74793      0.77275
ENSG00000132879    1   11714432   11723384     25       8  160000       0.5383      0.29518
ENSG00000116663    1   11724181   11734411     30       6  160000     -0.51543      0.69687
ENSG00000116670    1   11734537   11751707     57      11  160000     -0.16897      0.56709
ENSG00000162490    1   11751786   11785914    100      19  160000       2.3479    0.0094399
ENSG00000177674    1   11796141   11814859     51       8  160000     -0.68982      0.75485
ENSG00000215910    1   11821844   11849642    150      11  160000      0.39868      0.34507
ENSG00000177553    1   11837134   11839676     24       3  160000      0.42377      0.33587
ENSG00000177000    1   11845780   11866977     81      11  160000      0.21153      0.41624
ENSG00000011021    1   11866207   11903201    189      14  160000     -0.18176      0.57212
ENSG00000242349    1   11901074   11908136     30       5  160000       1.9682     0.024524
ENSG00000175206    1   11905766   11908402     17       5  160000        2.262     0.011849
ENSG00000224904    1   11937827   11940463     12       3  160000      0.25367      0.39988
ENSG00000199347    1   11968209   11968328      5       2  160000     -0.47968      0.68427
ENSG00000201801    1   11969865   11969984      1       1  160000      0.24146       0.4046
ENSG00000116685    1   11979648   11986485     19       5  160000       1.0587      0.14487
ENSG00000083444    1   11994262   12035595    101      10  160000       1.5701     0.058197
ENSG00000116688    1   12040238   12073571     78       8  160000        1.329     0.091921
ENSG00000116691    1   12079523   12092102     20       4  160000     -0.10779      0.54292
ENSG00000120949    1   12123434   12204264    172      30  160000     -0.21539      0.58527
ENSG00000227875    1   12140350   12140604      2       1  160000       1.7558     0.039563
ENSG00000028137    1   12227060   12269285    116      14  160000    -0.025442      0.51015
ENSG00000263676    1   12251770   12251830      1       1  160000      0.92263       0.1781
ENSG00000048707    1   12290124   12572099    164      19  160000      0.81912      0.20636
ENSG00000229484    1   12587766   12588462      1       1  160000    -0.002256       0.5009
ENSG00000162496    1   12627939   12677737    137      24  160000      0.19048      0.42447
ENSG00000204518    1   12704566   12727097     47       4  160000     -0.71379      0.76232
ENSG00000188984    1   12776118   12788726     38       5  160000     -0.83637      0.79853
ENSG00000238771    1   12799693   12799796      1       1  160000      0.02206       0.4912
ENSG00000157330    1   12806163   12823847     30       4  160000     -0.24398      0.59638
ENSG00000116726    1   12834984   12838049      9       2  160000     -0.62639      0.73447
ENSG00000116721    1   12851546   12856777     15       4  160000     -0.20212      0.58009
ENSG00000228338    1   12882549   12883022      1       1  160000      -1.8867       0.9704
ENSG00000204513    1   12884468   12891264     19       4  160000     -0.83026       0.7968
ENSG00000231103    1   12897978   12901210     43      10  160000     -0.11747      0.54676
ENSG00000179172    1   12907261   12908578      2       1  160000      0.43194      0.33289
ENSG00000120952    1   12916941   12921764     52       8  160000     0.015479      0.49383
ENSG00000243073    1   12939045   12946025     23       6  160000      -1.8874      0.97045
ENSG00000187545    1   12952727   12958101      2       1  160000     0.071646      0.47144
ENSG00000204510    1   12976450   12980569      1       1  160000     -0.94316       0.8272
ENSG00000232423    1   12998181   13117751     10       4  160000      -1.8912       0.9707
ENSG00000250894    1   13012966   13015755      1       1  160000     -0.71501       0.7627
ENSG00000250113    1   13123246   13126086      3       2  160000     -0.87219      0.80845
ENSG00000236179    1   13171871   13173157      5       2  160000     -0.51124      0.69541
ENSG00000179412    1   13182960   13184326      3       1  160000      0.96717      0.16673
ENSG00000204502    1   13359819   13369057      1       1  160000     -0.38991       0.6517
ENSG00000237700    1   13411551   13414482      1       1  160000     -0.13249       0.5527
ENSG00000204491    1   13474689   13477522      1       1  160000       1.8995      0.02875
ENSG00000204479    1   13716092   13719089      1       1  160000       0.4933       0.3109
ENSG00000204478    1   13736907   13747803      2       1  160000      -1.6772      0.95325
ENSG00000162494    1   13801445   13840543    152      30  160000      0.43923      0.33025
ENSG00000259961    1   13839715   13842765     12       3  160000      -1.0102       0.8438
ENSG00000215909    1   13881496   13882189      1       1  160000      -1.3358       0.9092
ENSG00000162493    1   13909960   13944452     90      20  160000       1.2583      0.10414
ENSG00000237445    1   13983806   13986405      4       1  160000       1.0452      0.14796
ENSG00000116731    1   14026693   14151574    181      21  160000       1.7642     0.038852
ENSG00000252151    1   14450728   14450830      1       1  160000         1.85      0.03216
ENSG00000231606    1   14548386   14549613      2       1  160000       1.7532     0.039782
ENSG00000234593    1   14675450   14677518      4       2  160000      -1.1098      0.86646
ENSG00000189337    1   14925200   15444539   1650     157  160000      0.96294      0.16779
ENSG00000235829    1   15018625   15019109      1       1  160000      -1.1735       0.8797
ENSG00000175147    1   15442448   15478960    148      16  160000      -0.5584      0.71171
ENSG00000171729    1   15479028   15546976    330      25  160000       1.4888     0.068273
ENSG00000204464    1   15490840   15497813     25       6  160000      0.17627      0.43004
ENSG00000215720    1   15518324   15519341      7       2  160000     -0.13635      0.55423
ENSG00000142621    1   15573768   15726779    348      36  160000       -1.049      0.85291
ENSG00000233485    1   15653176   15670372     23       3  160000     -0.34322      0.63429
ENSG00000236045    1   15660662   15661960      2       1  160000      -0.9706      0.83413
ENSG00000228140    1   15729475   15735929     18       4  160000      0.92984      0.17623
ENSG00000142634    1   15736391   15756839     44      11  160000       1.0939        0.137
ENSG00000162438    1   15764935   15775737     15       5  160000     -0.58126      0.71947
ENSG00000142615    1   15783223   15798586     55       8  160000      0.59223      0.27685
ENSG00000215704    1   15792404   15817895     55       7  160000      0.66564      0.25282
ENSG00000132906    1   15817327   15853029    110       6  160000     0.081731      0.46743
ENSG00000116138    1   15853308   15918874    178       9  160000      0.67467      0.24994
ENSG00000251866    1   15868660   15868799      1       1  160000      0.41711       0.3383
ENSG00000272510    1   15892106   15892451      1       1  160000       1.1236       0.1306
ENSG00000116771    1   15898848   15911605     48       5  160000      0.57118      0.28394
ENSG00000237301    1   15912631   15930121     96       6  160000       1.8224     0.034199
ENSG00000236500    1   15941138   15941362      1       1  160000       1.9948      0.02303
ENSG00000197312    1   15943995   15995539    105       5  160000       1.8769     0.030268
ENSG00000215695    1   15986364   15988217      2       1  160000        1.209      0.11334
ENSG00000116786    1   16010827   16061264    126       9  160000       1.4886     0.068295
ENSG00000237938    1   16049214   16063391     20       3  160000      0.59225      0.27684
ENSG00000162461    1   16062900   16067891      5       2  160000      0.90166      0.18362
ENSG00000224459    1   16066546   16076391     24       5  160000      -1.0848        0.861
ENSG00000162460    1   16068917   16074477     11       2  160000      -1.1121      0.86695
ENSG00000162458    1   16083102   16113089     53       7  160000     -0.13914      0.55533
ENSG00000224321    1   16119291   16119780      1       1  160000      -1.0334       0.8493
ENSG00000233954    1   16133679   16134194      4       1  160000       1.7084     0.043782
ENSG00000179743    1   16160560   16174642     35       7  160000       1.8693     0.030792
ENSG00000065526    1   16174359   16266955    129      14  160000      0.57305      0.28331
ENSG00000116809    1   16268364   16302627     49      11  160000      0.57187      0.28371
ENSG00000231353    1   16314677   16314936      4       2  160000     -0.19913      0.57892
ENSG00000224966    1   16316366   16321246     16       5  160000       1.7761     0.037859
ENSG00000183888    1   16330731   16335302     10       3  160000      0.23784        0.406
ENSG00000233078    1   16332655   16333166      1       1  160000       0.1779       0.4294
ENSG00000173641    1   16340523   16346089     44       5  160000      0.11818      0.45296
ENSG00000186510    1   16345370   16360545     78      10  160000      0.31425      0.37667
ENSG00000232456    1   16361673   16366524     29       7  160000       1.7504     0.040026
ENSG00000184908    1   16370272   16383803    114      13  160000     -0.96536      0.83282
ENSG00000185519    1   16384264   16400127     68      10  160000       2.1661     0.015152
ENSG00000142627    1   16450832   16482582     44       8  160000     -0.44538      0.67198
ENSG00000227959    1   16481706   16483824      1       1  160000       1.0533       0.1461
ENSG00000224621    1   16485761   16488378      6       2  160000       1.0257      0.15251
ENSG00000234166    1   16524349   16524852      1       1  160000      -1.3722        0.915
ENSG00000142632    1   16524349   16539104     47       4  160000      -1.0869      0.86147
ENSG00000237276    1   16542404   16554522     23       3  160000     -0.78824      0.78472
ENSG00000204377    1   16555368   16556038      2       1  160000     -0.55546      0.71071
ENSG00000132881    1   16558195   16563657     11       4  160000      0.10551      0.45799
ENSG00000037637    1   16573334   16678949    182       8  160000     -0.94775      0.82837
ENSG00000055070    1   16679070   16724640     83       8  160000     -0.51175      0.69559
ENSG00000187144    1   16713612   16763919    118      18  160000      0.75286      0.22577
