# ALPHA = 0.05
# TOT_SETS = 14


# _SET1_ SET = turquoise
# _SET1_ NGENES = 1064
# _SET1_ P = 0.00201074
_SET1_     GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET1_     ENSG00000121905     1   33351595   33364042     23       7  160000       1.8132       0.0349
_SET1_     ENSG00000142687     1   35899091   36023551    139      15  160000     -0.65876      0.74497
_SET1_     ENSG00000020129     1   36023074   36032875     10       2  160000      -1.0249      0.84731
_SET1_     ENSG00000092847     1   36335409   36395211     52       9  160000      0.93436      0.17506
_SET1_     ENSG00000116983     1   40144320   40157361     75      13  160000       1.7987     0.036036
_SET1_     ENSG00000117013     1   41249684   41306124    178      39  160000    -0.024951      0.50995
_SET1_     ENSG00000117411     1   44444615   44456840     19       5  160000       3.3471   0.00040825
_SET1_     ENSG00000187147     1   44870866   45117396    645      73  160000      0.31693      0.37565
_SET1_     ENSG00000157216     1   54691105   54879152    491      68  160000     -0.60018      0.72581
_SET1_     ENSG00000116299     1  109656301  109749401    330      34  160000      -1.0608       0.8556
_SET1_     ENSG00000143126     1  109792641  109818372     73      14  160000     -0.64998      0.74215
_SET1_     ENSG00000116337     1  110158726  110174673     36      10  160000       2.2086       0.0136
_SET1_     ENSG00000116396     1  110753965  110825722    240      23  160000       1.6524     0.049222
_SET1_     ENSG00000171385     1  112313284  112531777    667      77  160000      0.82326      0.20518
_SET1_     ENSG00000143061     1  117117031  117210375    118      24  160000      -1.1993      0.88478
_SET1_     ENSG00000159164     1  149874870  149889434     24       7  160000      0.85646      0.19587
_SET1_     ENSG00000143369     1  150480538  150486265     13       4  160000      0.79133      0.21437
_SET1_     ENSG00000159352     1  151227179  151239955     18       5  160000     0.044623       0.4822
_SET1_     ENSG00000159409     1  151674880  151689290     26       6  160000       2.0194     0.021721
_SET1_     ENSG00000143624     1  153700543  153746555     73      12  160000     -0.17193      0.56825
_SET1_     ENSG00000143569     1  154192655  154243986     75      10  160000     -0.10737      0.54275
_SET1_     ENSG00000160716     1  154540257  154552502     19       7  160000      0.20987      0.41689
_SET1_     ENSG00000163344     1  154897210  154909467     22       4  160000     -0.17081      0.56781
_SET1_     ENSG00000160688     1  154955814  154965587     16       3  160000     -0.23308      0.59215
_SET1_     ENSG00000143590     1  155036224  155060014     37       9  160000    -0.048278      0.51925
_SET1_     ENSG00000163462     1  155145873  155157447     16       6  160000       1.0989      0.13591
_SET1_     ENSG00000160767     1  155216996  155225274     22       2  160000       1.1287      0.12951
_SET1_     ENSG00000116584     1  155916630  155976861     87      14  160000       2.9304    0.0016925
_SET1_     ENSG00000116586     1  156024543  156028301      6       3  160000     -0.84877      0.80199
_SET1_     ENSG00000116604     1  156433519  156470620     71      11  160000     -0.34304      0.63422
_SET1_     ENSG00000162706     1  159141399  159173103     60      14  160000       4.1934   1.3738e-05
_SET1_     ENSG00000162728     1  160051360  160060353     22       6  160000       2.3457    0.0094947
_SET1_     ENSG00000198929     1  162039564  162353321   1133      67  160000       1.0074      0.15687
_SET1_     ENSG00000152092     1  176826438  177134109    693      49  160000       1.8238     0.034089
_SET1_     ENSG00000198797     1  177140633  177251558    205      25  160000       1.8549     0.031809
_SET1_     ENSG00000075391     1  178062864  178448644    617      21  160000      0.54371      0.29332
_SET1_     ENSG00000198216     1  181382238  181777219   1026      74  160000       2.8385    0.0022665
_SET1_     ENSG00000116698     1  183441351  183567381    227      26  160000       1.1342      0.12835
_SET1_     ENSG00000116667     1  184356192  184598154    598      32  160000      -1.3553      0.91234
_SET1_     ENSG00000116852     1  200938520  200992828    136      15  160000       1.1099      0.13351
_SET1_     ENSG00000118194     1  201328136  201346890     83      12  160000     -0.31381      0.62317
_SET1_     ENSG00000143847     1  202995626  203047868    177      27  160000       2.2084     0.013609
_SET1_     ENSG00000143850     1  204187979  204346793    502      34  160000      0.38072       0.3517
_SET1_     ENSG00000170382     1  204586298  204654861    185      26  160000       4.3409   7.0937e-06
_SET1_     ENSG00000076356     1  208195587  208417665    622      53  160000      0.58264      0.28007
_SET1_     ENSG00000008118     1  209757062  209787283    110      19  160000      0.62488      0.26602
_SET1_     ENSG00000162817     1  220863187  220872499     38       8  160000      0.68888      0.24545
_SET1_     ENSG00000203685     1  226736501  226796915    178      29  160000      0.50851      0.30555
_SET1_     ENSG00000143801     1  227057885  227083806     75       9  160000      0.70569      0.24019
_SET1_     ENSG00000163050     1  227085237  227175246    220      37  160000      0.37721      0.35301
_SET1_     ENSG00000081692     1  227918126  227923112     15       6  160000      -1.3641      0.91373
_SET1_     ENSG00000143761     1  228270361  228286912     24       6  160000       0.2645       0.3957
_SET1_     ENSG00000143774     1  228327663  228336685     13       5  160000     -0.88434      0.81174
_SET1_     ENSG00000154370     1  228581374  228594541     15       3  160000      0.28471      0.38793
_SET1_     ENSG00000177614     1  230457392  230561475    419      37  160000      0.60716      0.27187
_SET1_     ENSG00000135749     1  233119181  233431459   1142      58  160000       1.1716      0.12068
_SET1_     ENSG00000171853     2    3383446    3488865    319      28  160000       2.2366     0.012655
_SET1_     ENSG00000162975     2   11052063   11054350      5       3  160000      0.46934      0.31941
_SET1_     ENSG00000138101     2   25600067   25896503    452      43  160000     -0.40547      0.65743
_SET1_     ENSG00000084731     2   26149471   26205618    167      26  160000      -0.9481      0.82846
_SET1_     ENSG00000084764     2   27193480   27250064     62       6  160000      0.68876      0.24549
_SET1_     ENSG00000084693     2   27265232   27293490     39       8  160000    -0.090788      0.53617
_SET1_     ENSG00000138028     2   27321757   27341995     35       7  160000      0.40975        0.341
_SET1_     ENSG00000138073     2   27353624   27357543      8       3  160000      0.71038      0.23873
_SET1_     ENSG00000115194     2   27476552   27498685     26       5  160000     -0.25999      0.60256
_SET1_     ENSG00000115211     2   27587219   27593353      9       5  160000      0.32649      0.37203
_SET1_     ENSG00000115241     2   27604061   27632554     38       6  160000     -0.06651      0.52651
_SET1_     ENSG00000115226     2   27714750   27718112      7       2  160000      0.31111      0.37786
_SET1_     ENSG00000158089     2   31133333   31378068    799      54  160000     -0.80663      0.79006
_SET1_     ENSG00000013016     2   31456880   31492313    114      14  160000      0.26631        0.395
_SET1_     ENSG00000184261     2   47743720   47798078    131      35  160000       2.1619     0.015312
_SET1_     ENSG00000115977     2   69688532   69901481    278      21  160000      -1.4165      0.92169
_SET1_     ENSG00000075340     2   70834750   70995357    651      35  160000      0.80172      0.21136
_SET1_     ENSG00000135638     2   73143389   73162020     24       9  160000     -0.81448      0.79232
_SET1_     ENSG00000135631     2   73300510   73383849    248      21  160000       1.5925     0.055638
_SET1_     ENSG00000135632     2   73441350   73454365     27       8  160000       2.5157    0.0059401
_SET1_     ENSG00000264324     2   74438731   74590504    249      30  160000      0.58637      0.27881
_SET1_     ENSG00000204843     2   74588281   74619214     36       8  160000    -0.076986      0.53068
_SET1_     ENSG00000115275     2   74688184   74692537      4       2  160000      -0.5353      0.70378
_SET1_     ENSG00000115289     2   74732170   74735707      4       2  160000     -0.61183      0.72968
_SET1_     ENSG00000135622     2   74881355   74909186     29       6  160000     -0.47477      0.68253
_SET1_     ENSG00000034510     2   85132749   85133795      3       1  160000     -0.50277      0.69244
_SET1_     ENSG00000135956     2   96914254   96931732     20       8  160000       1.3748     0.084592
_SET1_     ENSG00000115073     2   98272431   98280570     15       4  160000       2.2175     0.013293
_SET1_     ENSG00000115526     2  101008327  101034118     80      13  160000       5.5432   1.4852e-08
_SET1_     ENSG00000170485     2  101436614  101613291    531      60  160000       1.5644     0.058862
_SET1_     ENSG00000135966     2  105880871  105946491    210      24  160000       2.4268     0.007616
_SET1_     ENSG00000074054     2  122095352  122407163    758      14  160000          1.2      0.11506
_SET1_     ENSG00000152082     2  130939310  130948302     28       4  160000     -0.53929      0.70516
_SET1_     ENSG00000136002     2  131594489  131804836    580      42  160000      -1.4242       0.9228
_SET1_     ENSG00000152102     2  131805449  131851033     57       6  160000     -0.99721      0.84067
_SET1_     ENSG00000048991     2  136289025  136482840    264      19  160000     -0.53421       0.7034
_SET1_     ENSG00000115457     2  217497551  217529159     58      16  160000      -0.2974      0.61692
_SET1_     ENSG00000171450     2  219824377  219826876      6       1  160000       1.5865     0.056316
_SET1_     ENSG00000115657     2  220074490  220083712      5       2  160000       1.8453     0.032497
_SET1_     ENSG00000198925     2  220074494  220094439     21       4  160000       2.4606    0.0069344
_SET1_     ENSG00000054356     2  220154345  220174370     44       8  160000       2.5082    0.0060673
_SET1_     ENSG00000144591     2  220363589  220371710     10       4  160000     -0.30842      0.62112
_SET1_     ENSG00000123989     2  220403669  220408509     10       2  160000     -0.95654       0.8306
_SET1_     ENSG00000114923     2  220492049  220506702     21       6  160000      0.18501      0.42661
_SET1_     ENSG00000153823     2  229715242  230136001   1361      98  160000      0.82328      0.20517
_SET1_     ENSG00000135931     2  232063260  232239548    470      37  160000    -0.053993      0.52153
_SET1_     ENSG00000144524     2  232646381  232673963     55       9  160000      0.11345      0.45484
_SET1_     ENSG00000063660     2  241375088  241407493    157      34  160000      0.56054      0.28756
_SET1_     ENSG00000130294     2  241653181  241759725    324      40  160000      -1.3795      0.91613
_SET1_     ENSG00000115687     2  242045514  242089679    199      17  160000       1.4817     0.069209
_SET1_     ENSG00000115677     2  242166679  242256476    207      20  160000        1.895     0.029049
_SET1_     ENSG00000115694     2  242432089  242449145     55      12  160000       2.5056     0.006113
_SET1_     ENSG00000196220     3    9022275    9404737   1255     147  160000       2.8312    0.0023187
_SET1_     ENSG00000134072     3    9799026    9811676     20       7  160000      0.66469      0.25312
_SET1_     ENSG00000171148     3    9821544    9834695     31       6  160000       2.2373     0.012633
_SET1_     ENSG00000241553     3    9834179    9849410     27       8  160000       3.0156    0.0012824
_SET1_     ENSG00000163703     3    9975506    9987097     29       7  160000      0.48769      0.31288
_SET1_     ENSG00000157014     3   10289707   10322902     96      14  160000        2.438    0.0073853
_SET1_     ENSG00000157087     3   10365707   10749716   1468     117  160000       1.5416     0.061583
_SET1_     ENSG00000157152     3   12045876   12232900    463      19  160000       0.1108      0.45589
_SET1_     ENSG00000144712     3   12837971   12913415    253      26  160000      0.02154      0.49141
_SET1_     ENSG00000144711     3   12938719   13114617    520      69  160000     -0.21829       0.5864
_SET1_     ENSG00000206561     3   15491640   15563258    234      21  160000      -0.4823       0.6852
_SET1_     ENSG00000182568     3   18386879   18487080    209      24  160000      0.59463      0.27605
_SET1_     ENSG00000114812     3   42530791   42579059    127      27  160000     -0.78436      0.78358
_SET1_     ENSG00000164051     3   48473574   48481866     14       3  160000      0.54869      0.29161
_SET1_     ENSG00000008300     3   48673902   48700348     27       4  160000        5.808   3.1615e-09
_SET1_     ENSG00000178467     3   49027319   49044587     11       3  160000         3.48   0.00025067
_SET1_     ENSG00000172046     3   49145479   49158371     11       4  160000       2.2269     0.012976
_SET1_     ENSG00000164061     3   49591922   49708978    165      17  160000       8.1874    1.335e-16
_SET1_     ENSG00000164068     3   49726932   49758962     52      10  160000       8.1874    1.335e-16
_SET1_     ENSG00000176020     3   49754267   49761349      5       3  160000       5.0629   2.0647e-07
_SET1_     ENSG00000164076     3   49895421   49907655     17       4  160000       8.1874    1.335e-16
_SET1_     ENSG00000114383     3   50357458   50365682      4       2  160000        4.239   1.1225e-05
_SET1_     ENSG00000004838     3   50378541   50384283      3       1  160000       1.5589     0.059515
_SET1_     ENSG00000007402     3   50400233   50541675    272      19  160000       3.8799   5.2253e-05
_SET1_     ENSG00000088543     3   50595462   50608458     15       5  160000       4.2268   1.1854e-05
_SET1_     ENSG00000088538     3   50712672   51421629   1297      17  160000       2.5978    0.0046906
_SET1_     ENSG00000179837     3   51428731   51435330      8       4  160000       1.7755     0.037905
_SET1_     ENSG00000164081     3   51696709   51738339     42      16  160000       1.6609     0.048365
_SET1_     ENSG00000164082     3   51741086   51752629      6       3  160000       1.4314     0.076156
_SET1_     ENSG00000114767     3   51967446   51975957     16       5  160000       1.9472     0.025755
_SET1_     ENSG00000248487     3   52005442   52015212     11       5  160000       1.4158     0.078416
_SET1_     ENSG00000163930     3   52435029   52444366      6       2  160000       2.9509    0.0015841
_SET1_     ENSG00000010322     3   52489134   52527087     81       8  160000       2.6238    0.0043481
_SET1_     ENSG00000163932     3   53190025   53226733     81      13  160000      0.97587      0.16457
_SET1_     ENSG00000157388     3   53528683   53847760    743      70  160000       3.0608    0.0011037
_SET1_     ENSG00000114544     3  125725198  125820404    360      19  160000     -0.39655      0.65415
_SET1_     ENSG00000114554     3  126707437  126756235    159      20  160000     -0.56048      0.71242
_SET1_     ENSG00000114631     3  127348024  127391652     40      12  160000     0.051828      0.47933
_SET1_     ENSG00000074416     3  127407909  127542051    401      44  160000      0.48265      0.31467
_SET1_     ENSG00000181789     3  128968449  128996614     43       4  160000       1.6123      0.05345
_SET1_     ENSG00000184897     3  129033615  129035120      6       2  160000       1.2539      0.10494
_SET1_     ENSG00000163913     3  129158968  129239198    184      10  160000      0.65311      0.25684
_SET1_     ENSG00000154917     3  133543083  133614680    218      39  160000       1.3204     0.093345
_SET1_     ENSG00000114770     3  183637722  183735803    237      16  160000      0.36621      0.35711
_SET1_     ENSG00000161204     3  183903811  183911800     24       7  160000       0.2213      0.41243
_SET1_     ENSG00000114867     3  184032283  184053146     32      12  160000       2.4502    0.0071396
_SET1_     ENSG00000090539     3  184097861  184108524     23       7  160000      0.73825      0.23018
_SET1_     ENSG00000061938     3  195590235  195638816    146      28  160000     -0.17407      0.56909
_SET1_     ENSG00000119227     3  196673214  196695931     92      23  160000       1.7914     0.036618
_SET1_     ENSG00000161267     3  197236654  197300194    256      25  160000       1.2005      0.11497
_SET1_     ENSG00000178950     4     843064     926161    359      33  160000      0.42135      0.33675
_SET1_     ENSG00000145214     4     952675     980683     83      17  160000     -0.70892      0.76081
_SET1_     ENSG00000159692     4    1205236    1243741    134      17  160000      0.50703      0.30607
_SET1_     ENSG00000168924     4    1813206    1857974     31      18  160000      0.32176      0.37382
_SET1_     ENSG00000159788     4    3294755    3441640    361      42  160000       4.2882   9.0075e-06
_SET1_     ENSG00000072832     4    5749811    5894785    660      81  160000     -0.18197       0.5722
_SET1_     ENSG00000145147     4   20254883   20622184    970      94  160000      0.67944      0.24843
_SET1_     ENSG00000169851     4   30722037   31148422   1266      58  160000       2.4384    0.0073753
_SET1_     ENSG00000156140     4   73146686   73434516    545      34  160000     -0.78985      0.78519
_SET1_     ENSG00000138759     4   78978724   79465423   1770      48  160000      0.61222       0.2702
_SET1_     ENSG00000168772     4  105389469  105416058     37       7  160000       2.7198    0.0032661
_SET1_     ENSG00000164100     4  118954773  119179803    726      23  160000      -1.0074      0.84312
_SET1_     ENSG00000154556     4  186506598  186877806   1610     130  160000       3.8436   6.0612e-05
_SET1_     ENSG00000180104     5     443273     472052    136      16  160000      -0.4401      0.67007
_SET1_     ENSG00000112941     5    6714718    6757161    182      20  160000      0.35881      0.35987
_SET1_     ENSG00000038382     5   14143811   14532235    963      45  160000      0.21793      0.41374
_SET1_     ENSG00000176788     5   17065707   17276943    739      79  160000      -1.1104      0.86658
_SET1_     ENSG00000113231     5   76506274   76725632    630      39  160000     -0.35096      0.63719
_SET1_     ENSG00000184349     5  106712590  107006596    773      80  160000          6.1   5.3044e-10
_SET1_     ENSG00000043143     5  133860003  133918918    155      27  160000       4.0939   2.1207e-05
_SET1_     ENSG00000132563     5  137774706  137782658     23       6  160000       3.2046   0.00067632
_SET1_     ENSG00000213523     5  139916925  139937895     24       7  160000      -0.1223      0.54867
_SET1_     ENSG00000170445     5  140052758  140071609     34       7  160000       0.6202      0.26756
_SET1_     ENSG00000131504     5  140894583  140998622    172      27  160000        2.162     0.015309
_SET1_     ENSG00000171720     5  141000443  141016437     27       8  160000      0.19236      0.42373
_SET1_     ENSG00000155846     5  149109861  149234585    406      33  160000        2.769    0.0028116
_SET1_     ENSG00000011083     5  149569520  149602351    151      23  160000      0.56259      0.28686
_SET1_     ENSG00000171992     5  149980642  150038782     78      22  160000      0.94932      0.17123
_SET1_     ENSG00000211445     5  150400124  150408554     35       7  160000      -1.5293       0.9369
_SET1_     ENSG00000145901     5  150409506  150473138    252      30  160000      -1.7616      0.96093
_SET1_     ENSG00000123643     5  150816607  150871942    171      21  160000      0.74661      0.22765
_SET1_     ENSG00000155511     5  152869175  153193429   1296      66  160000      0.52468       0.2999
_SET1_     ENSG00000055163     5  156693089  156822606    420      25  160000      0.13549      0.44611
_SET1_     ENSG00000184347     5  168088745  168728133   2378     169  160000       1.2467      0.10625
_SET1_     ENSG00000145920     5  175223313  175311023    242      30  160000       1.3249     0.092608
_SET1_     ENSG00000175414     5  175792471  175828866     89      19  160000      0.92003      0.17878
_SET1_     ENSG00000175416     5  175819456  175843570     59      16  160000       1.0835      0.13929
_SET1_     ENSG00000146083     5  175953698  175965026     28       9  160000     -0.33363      0.63067
_SET1_     ENSG00000074317     5  176047085  176057530     19       6  160000      0.53596      0.29599
_SET1_     ENSG00000169220     5  176784838  176799602     20       5  160000      0.20775      0.41771
_SET1_     ENSG00000131187     5  176829141  176836577     13       6  160000      0.43017      0.33354
_SET1_     ENSG00000131188     5  176873446  176883283     11       3  160000       2.6549     0.003967
_SET1_     ENSG00000113758     5  176883609  176901402     39       8  160000       2.6577    0.0039343
_SET1_     ENSG00000196923     5  176910395  176924607     19       6  160000      0.54107      0.29423
_SET1_     ENSG00000183258     5  176938578  176944470      7       4  160000     -0.11109      0.54423
_SET1_     ENSG00000027847     5  177027101  177037348     37       9  160000       1.5357     0.062306
_SET1_     ENSG00000145916     5  177557997  177577566     68      10  160000     -0.34956      0.63667
_SET1_     ENSG00000161013     5  179224597  179233952     21       5  160000    -0.035172      0.51403
_SET1_     ENSG00000112137     6   12717893   13288645   1379      64  160000      0.96099      0.16828
_SET1_     ENSG00000145990     6   13358062   13487894    334      31  160000       1.1358      0.12801
_SET1_     ENSG00000112812     6   27215480   27224403     19       6  160000       1.1271      0.12985
_SET1_     ENSG00000204681     6   29523406   29601753    315      32  160000      0.33986      0.36698
_SET1_     ENSG00000204619     6   30034486   30038110     17       5  160000     -0.20886      0.58272
_SET1_     ENSG00000204576     6   30524663   30531500     18       7  160000     -0.91856      0.82084
_SET1_     ENSG00000137343     6   30594619   30614600     53      12  160000       -0.934      0.82485
_SET1_     ENSG00000196230     6   30687978   30693203     25       8  160000     -0.70781      0.76047
_SET1_     ENSG00000137312     6   30695486   30710510     89       6  160000      -1.1339      0.87159
_SET1_     ENSG00000204469     6   31588497   31605548     68      17  160000        3.174   0.00075189
_SET1_     ENSG00000204463     6   31606805   31620482     43      13  160000       3.8236   6.5762e-05
_SET1_     ENSG00000204371     6   31847536   31865464     51      19  160000       1.5776     0.057334
_SET1_     ENSG00000204351     6   31926857   31937532     33      11  160000       2.3602    0.0091324
_SET1_     ENSG00000204315     6   32096484   32098068      6       3  160000       3.6219    0.0001462
_SET1_     ENSG00000204310     6   32135989   32145873     20       8  160000       4.1601   1.5905e-05
_SET1_     ENSG00000231925     6   33267471   33282164     28       5  160000       1.9476     0.025733
_SET1_     ENSG00000228285     6   33333325   33334020      3       1  160000       1.4777     0.069745
_SET1_     ENSG00000137309     6   34204650   34214008     15       5  160000     -0.41394      0.66054
_SET1_     ENSG00000124507     6   34433916   34503006    131      21  160000     -0.30662      0.62043
_SET1_     ENSG00000196821     6   34555065   34664636    230      15  160000       2.3776    0.0087134
_SET1_     ENSG00000156711     6   36095586   36107842     23       7  160000     -0.84125       0.7999
_SET1_     ENSG00000065491     6   37225548   37300746    159      14  160000     -0.05627      0.52244
_SET1_     ENSG00000112640     6   42952237   42980080     84      13  160000     -0.68839       0.7544
_SET1_     ENSG00000124733     6   42979832   42981706      4       2  160000     -0.89763      0.81531
_SET1_     ENSG00000124702     6   42981951   42989036     11       3  160000     -0.37952      0.64785
_SET1_     ENSG00000112651     6   43021767   43027544     15       3  160000      -1.2282      0.89032
_SET1_     ENSG00000112659     6   43149913   43192325     79      12  160000       2.0096     0.022235
_SET1_     ENSG00000171462     6   43418090   43424370     11       3  160000      0.34074      0.36665
_SET1_     ENSG00000096080     6   43639040   43655528     44       8  160000      -1.3969      0.91879
_SET1_     ENSG00000112759     6   44187242   44201888     23      11  160000       1.1367      0.12783
_SET1_     ENSG00000168830     6   87647024   87726349    187      21  160000     -0.05628      0.52244
_SET1_     ENSG00000164418     6  101846664  102517958   2062     111  160000      0.39059      0.34805
_SET1_     ENSG00000112320     6  107811162  107981357    359      42  160000      0.75423      0.22535
_SET1_     ENSG00000131018     6  152442819  152958936   1777     110  160000       1.7016     0.044419
_SET1_     ENSG00000175048     6  157802165  158099178   1102      72  160000       1.7373     0.041171
_SET1_     ENSG00000085511     6  161412759  161538417    303      22  160000     -0.29984      0.61785
_SET1_     ENSG00000188191     7     588834     767287    638      56  160000     -0.43145      0.66693
_SET1_     ENSG00000164880     7    1509913    1545489    126       6  160000      -1.1466      0.87423
_SET1_     ENSG00000002822     7    1855429    2272878   1808      34  160000       4.2506   1.0661e-05
_SET1_     ENSG00000106012     7    2598632    2654368    286      25  160000      -0.7491       0.7731
_SET1_     ENSG00000157954     7    5229819    5273457    160      26  160000       1.7286     0.041937
_SET1_     ENSG00000075624     7    5566782    5603415    143      33  160000        2.364    0.0090402
_SET1_     ENSG00000075618     7    5632439    5646286     59      14  160000      0.87239       0.1915
_SET1_     ENSG00000008256     7    6201407    6312275    258      21  160000       2.1429     0.016062
_SET1_     ENSG00000146576     7    6629648    6648357     60       8  160000       3.1331   0.00086497
_SET1_     ENSG00000136193     7   29959719   30029905    176      21  160000      0.62984       0.2644
_SET1_     ENSG00000106608     7   43915493   43966010    137      17  160000       1.3402     0.090086
_SET1_     ENSG00000058404     7   44256749   44374176    324      28  160000      0.51491      0.30331
_SET1_     ENSG00000015676     7   44418720   44530479    235       9  160000       2.2688     0.011639
_SET1_     ENSG00000136271     7   44605016   44614650     35       8  160000     0.053192      0.47879
_SET1_     ENSG00000105953     7   44646171   44748665    228      23  160000       2.4903    0.0063824
_SET1_     ENSG00000136270     7   45139699   45151646     39      10  160000       3.1957   0.00069754
_SET1_     ENSG00000164742     7   45613739   45762715    425      40  160000     -0.78824      0.78472
_SET1_     ENSG00000183696     7   48128225   48148330     39       9  160000     0.084206      0.46645
_SET1_     ENSG00000106635     7   72950686   72972332     35       4  160000      0.82602       0.2044
_SET1_     ENSG00000106089     7   73113536   73134002     38      11  160000     -0.36187      0.64128
_SET1_     ENSG00000106683     7   73497263   73536855     71      11  160000      0.32523      0.37251
_SET1_     ENSG00000106665     7   73703805   73820273    290      24  160000     -0.06958      0.52774
_SET1_     ENSG00000127948     7   75528518   75616173    170      35  160000    -0.022936      0.50915
_SET1_     ENSG00000164715     7   97736197   97838945    281      19  160000     -0.74165      0.77085
_SET1_     ENSG00000106290     7   99704693   99717464     20       6  160000      0.55944      0.28793
_SET1_     ENSG00000146826     7   99752043   99756338      6       3  160000       2.9378    0.0016529
_SET1_     ENSG00000146834     7  100026413  100031741      9       3  160000       5.1069   1.6375e-07
_SET1_     ENSG00000106327     7  100218039  100240402     35       8  160000      0.83484       0.2019
_SET1_     ENSG00000172354     7  100271154  100276797      6       4  160000     -0.60368      0.72697
_SET1_     ENSG00000087085     7  100487615  100494594     15       6  160000       1.2994     0.096895
_SET1_     ENSG00000160993     7  102096685  102105323     29       7  160000       1.3894     0.082362
_SET1_     ENSG00000004059     7  127228399  127231759     11       4  160000     -0.31195      0.62246
_SET1_     ENSG00000197157     7  127292234  127732661    685      30  160000       2.6523    0.0039968
_SET1_     ENSG00000106348     7  128032331  128050306     59      14  160000      0.51174      0.30442
_SET1_     ENSG00000064419     7  128594948  128695198    222      18  160000      0.63703      0.26205
_SET1_     ENSG00000106123     7  142552792  142568847     47       9  160000      -1.2895      0.90139
_SET1_     ENSG00000159784     7  143050493  143059863     12       6  160000     -0.56465      0.71384
_SET1_     ENSG00000159840     7  143078173  143088204     31      11  160000      0.62132      0.26719
_SET1_     ENSG00000171130     7  149570057  149577784     35       4  160000       1.4704     0.070731
_SET1_     ENSG00000055118     7  150642049  150675403     76      14  160000       1.2684      0.10233
_SET1_     ENSG00000213199     7  150745379  150749843      9       6  160000    -0.034099       0.5136
_SET1_     ENSG00000082014     7  150935850  150974982    115      22  160000      0.55139      0.29068
