GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000067606    1    1981909    2116834     67       7  23347     -0.29444      0.61579
ENSG00000271806    1    2072523    2076718      5       2  23347     -0.35888      0.64016
ENSG00000182873    1    2113233    2115828      1       1  23347     -0.13577        0.554
ENSG00000162585    1    2115903    2144159      9       2  23347      -1.5679      0.94154
ENSG00000234396    1    2143962    2152177      1       1  23347       2.2029       0.0138
ENSG00000157933    1    2160134    2241558     64      15  23347       1.1555      0.12393
ENSG00000116151    1    2252692    2323146     64      15  23347      0.42235      0.33638
ENSG00000272161    1    2257640    2258132      1       1  23347      -1.4985        0.933
ENSG00000269896    1    2281853    2284259     10       3  23347       1.2132      0.11253
ENSG00000238240    1    2283083    2283296      1       1  23347       1.0803         0.14
ENSG00000271921    1    2306292    2306792      1       1  23347     -0.86689        0.807
ENSG00000271847    1    2309056    2309799      1       1  23347     -0.95812        0.831
ENSG00000178642    1    2316811    2319922      4       2  23347       -0.405      0.65726
ENSG00000157916    1    2323267    2336883      8       3  23347     0.083962      0.46654
ENSG00000157911    1    2336236    2345236      2       1  23347      0.68463      0.24679
ENSG00000149527    1    2357419    2436969     51      15  23347      0.16044      0.43627
ENSG00000224387    1    2423739    2424697      1       1  23347      -1.5063        0.934
ENSG00000229393    1    2424876    2425918      1       1  23347     -0.59477        0.724
ENSG00000157881    1    2439972    2458039     10       2  23347      0.97315      0.16524
ENSG00000238164    1    2481359    2488470      1       1  23347       1.2265         0.11
ENSG00000157873    1    2487078    2496821      8       3  23347       1.5383     0.061983
ENSG00000225931    1    2497849    2501327      1       1  23347            0          0.5
ENSG00000228037    1    2512999    2515972      3       1  23347      0.83963      0.20056
ENSG00000157870    1    2517930    2522908      1       1  23347       1.2481        0.106
ENSG00000142606    1    2522078    2564481     26       2  23347        -0.11      0.54379
ENSG00000237058    1    2564007    2568059      1       1  23347      0.67449         0.25
ENSG00000215912    1    2567415    2718286      7       2  23347     -0.32625      0.62788
ENSG00000169717    1    2938046    2939465      3       1  23347     0.098095      0.46093
ENSG00000177133    1    2976179    2985001      3       1  23347     -0.44343      0.67127
ENSG00000142611    1    2985732    3355185    338      71  23347      0.45742      0.32368
ENSG00000272235    1    3223200    3226660      7       2  23347      0.76362      0.22255
ENSG00000130762    1    3370990    3397677     21       4  23347     -0.12409      0.54938
ENSG00000162591    1    3406484    3528059     64      19  23347     -0.89274        0.814
ENSG00000238260    1    3539754    3541307      1       1  23347      -2.8782        0.998
ENSG00000158109    1    3541566    3546691      5       2  23347     -0.34234      0.63395
ENSG00000116213    1    3547331    3569325      8       3  23347       0.2597      0.39755
ENSG00000078900    1    3569084    3652765     47      17  23347       1.7959     0.036258
ENSG00000227589    1    3575502    3585336      4       2  23347      -2.4404      0.99266
ENSG00000235131    1    3628764    3630862      2       1  23347       1.2952     0.097626
ENSG00000227372    1    3652548    3663900      5       2  23347      0.82084      0.20587
ENSG00000162592    1    3668962    3688209     21       8  23347     -0.28238      0.61117
ENSG00000235169    1    3689352    3692546      3       1  23347       2.5467    0.0054373
ENSG00000130764    1    3696784    3713068     20       7  23347       1.1352      0.12815
ENSG00000266075    1    3699379    3699673      1       1  23347      -3.0902        0.999
ENSG00000272153    1    3701572    3702102      1       1  23347      -1.2004        0.885
ENSG00000116198    1    3728645    3773778     84       9  23347      0.85503      0.19627
ENSG00000169598    1    3773845    3801993     11       4  23347       0.2806      0.38951
ENSG00000198912    1    3805689    3816857     18       4  23347      0.62096      0.26731
ENSG00000236423    1    3816936    3833789     13       3  23347      0.14517      0.44229
ENSG00000233304    1    4000673    4015322     33       8  23347      -1.6502      0.95054
ENSG00000226374    1    4007209    4009040      4       2  23347    -0.054507      0.52173
ENSG00000229280    1    4235588    4235959      2       1  23347      0.96072      0.16835
ENSG00000235054    1    4472111    4484747     18       4  23347     0.042573      0.48302
ENSG00000232596    1    4631608    4643481     13       5  23347     -0.88888      0.81297
ENSG00000196581    1    4714792    4852594    228      47  23347     -0.59842      0.72522
ENSG00000231510    1    5146519    5150959      5       2  23347     -0.35287      0.63791
ENSG00000260972    1    5553038    5554734      7       2  23347      0.56533      0.28593
ENSG00000236948    1    5647428    5728355    150      31  23347       1.0211      0.15359
ENSG00000131697    1    5922871    6052533    154      13  23347     -0.26111        0.603
ENSG00000069424    1    6051526    6161253     52      15  23347       0.2398      0.40524
ENSG00000268332    1    6100630    6101399      1       1  23347      -1.8957        0.971
ENSG00000116254    1    6161853    6240183     49      11  23347       1.2839     0.099595
ENSG00000116251    1    6241329    6269449     10       4  23347        1.453     0.073117
ENSG00000158286    1    6265535    6281359      7       2  23347      -1.4399      0.92505
ENSG00000116237    1    6281253    6296032      6       2  23347      -1.5823      0.94321
ENSG00000158292    1    6307406    6321035      5       1  23347     0.077398      0.46915
ENSG00000097021    1    6324329    6454451     45       7  23347      -0.4444      0.67162
ENSG00000069812    1    6472478    6484730      7       2  23347     0.010077      0.49598
ENSG00000187017    1    6484848    6521430      6       2  23347      0.34088       0.3666
ENSG00000231868    1    6503094    6507066      1       1  23347      0.22497        0.411
ENSG00000215788    1    6521211    6526255      2       1  23347       1.1573      0.12357
ENSG00000171680    1    6526152    6580121     26       8  23347       1.2231      0.11065
ENSG00000162408    1    6581407    6614595     28       2  23347      0.85609      0.19597
ENSG00000173662    1    6615241    6639817      7       2  23347      0.54066      0.29437
ENSG00000204859    1    6640061    6649340      4       2  23347     -0.34728      0.63581
ENSG00000162413    1    6650784    6674667      9       3  23347     -0.85955      0.80498
ENSG00000116273    1    6673745    6684093      5       2  23347     -0.38659      0.65047
ENSG00000041988    1    6684926    6695646      7       2  23347    -0.021223      0.50847
ENSG00000007923    1    6694228    6761984     36       6  23347       1.0965      0.13644
ENSG00000228750    1    6784697    6790072      3       2  23347       1.3181     0.093738
ENSG00000171735    1    6845384    7829766   1007     121  23347     -0.60684      0.72802
ENSG00000227950    1    6894393    6894678      2       1  23347       1.7387     0.041041
ENSG00000237365    1    7068436    7074339     12       4  23347      -1.0597      0.85536
ENSG00000237402    1    7429003    7430331      1       1  23347     -0.99446         0.84
ENSG00000237728    1    7442548    7449814     10       3  23347      -1.3291       0.9081
ENSG00000270171    1    7753184    7754904      1       1  23347     -0.31074        0.622
ENSG00000270035    1    7758363    7758932      2       1  23347        1.409     0.079416
ENSG00000269978    1    7760764    7761030      2       1  23347     -0.72112      0.76458
ENSG00000049245    1    7831329    7841492      6       2  23347     -0.23267      0.59199
ENSG00000049246    1    7844380    7905237     57      11  23347     0.054273      0.47836
ENSG00000236266    1    7870302    7887402     24       6  23347     0.056798      0.47735
ENSG00000049247    1    7903143    7913572      5       3  23347     -0.38972      0.65163
ENSG00000049249    1    7979907    8000926     11       4  23347     -0.59236       0.7232
ENSG00000116288    1    8014351    8045565     13       3  23347      0.28128      0.38925
ENSG00000116285    1    8064464    8086368      9       2  23347      0.69381       0.2439
ENSG00000238290    1    8086798    8182762     53       5  23347        0.101      0.45977
ENSG00000227634    1    8268732    8275270     20       5  23347       1.0236      0.15301
ENSG00000233645    1    8278250    8280589      4       1  23347       1.2238      0.11052
ENSG00000162426    1    8377886    8404227     16       5  23347       1.6259     0.051989
ENSG00000142599    1    8412457    8877702    257      12  23347       1.1096      0.13359
ENSG00000232912    1    8484705    8494898      7       2  23347        1.828     0.033776
ENSG00000226545    1    8858534    8859565      1       1  23347       0.7621        0.223
ENSG00000229716    1    8891066    8891434      1       1  23347      0.41793        0.338
ENSG00000074800    1    8921061    8939308     15       2  23347      0.75338      0.22561
ENSG00000236269    1    8935847    8938066      1       1  23347      0.59477        0.276
ENSG00000230679    1    8938894    8939953      1       1  23347       0.6808        0.248
ENSG00000131686    1    9005926    9035151     38      11  23347      -1.0452      0.85204
ENSG00000265141    1    9039637    9039933      1       1  23347       0.6808        0.248
ENSG00000197241    1    9063359    9086404     29      12  23347       2.5935    0.0047507
ENSG00000142583    1    9095166    9148537     45      10  23347       2.2165     0.013328
ENSG00000180758    1    9160364    9189229     18       4  23347      0.16619      0.43401
ENSG00000228526    1    9242066    9262678      8       2  23347      0.32427      0.37287
ENSG00000234546    1    9242263    9252148      4       2  23347   7.0124e-05      0.49997
ENSG00000049239    1    9294834    9331396     20       5  23347       1.0298      0.15156
ENSG00000171621    1    9352939    9429591     54      17  23347      0.98781      0.16162
ENSG00000235263    1    9561151    9563530      2       1  23347       1.3334     0.091196
ENSG00000171612    1    9599541    9645237     10       2  23347     -0.46863      0.68033
ENSG00000188807    1    9648932    9674935     10       2  23347      -0.8286      0.79633
ENSG00000171608    1    9711790    9789172     28       9  23347      -0.7693      0.77914
ENSG00000179840    1    9712668    9714644      2       1  23347     0.079763      0.46821
ENSG00000233268    1    9720886    9722684      1       1  23347      -1.9268        0.973
ENSG00000231789    1    9732484    9747613      8       2  23347     -0.53336      0.70311
ENSG00000171603    1    9789084    9884584     18       2  23347     -0.76307      0.77729
ENSG00000178585    1    9908334    9970394     15       2  23347      0.25221      0.40044
ENSG00000223989    1    9908376    9910212      2       1  23347      0.16253      0.43544
ENSG00000162441    1    9982173   10003465     11       3  23347       1.0111      0.15598
ENSG00000228150    1   10002981   10010032      7       2  23347        1.149      0.12529
ENSG00000173614    1   10003486   10045559     12       2  23347       1.2132      0.11253
ENSG00000162444    1   10057264   10076078      4       1  23347        1.328     0.092097
ENSG00000130939    1   10092890   10241297     42      10  23347     -0.81224      0.79167
ENSG00000054523    1   10270863   10441661    112       7  23347      -1.0637      0.85627
ENSG00000142657    1   10458649   10480201      7       1  23347     -0.48746      0.68703
ENSG00000271989    1   10489938   10490734      1       1  23347      0.79606        0.213
ENSG00000251503    1   10490159   10512210     12       2  23347      0.44059      0.32976
ENSG00000175279    1   10490159   10512210     12       2  23347      0.44059      0.32976
ENSG00000241563    1   10509776   10511959      3       1  23347    -0.092124       0.5367
ENSG00000160049    1   10516579   10532583      2       1  23347    -0.099612      0.53967
ENSG00000142655    1   10532345   10690815    150      17  23347     -0.31533      0.62375
ENSG00000130940    1   10696661   10856707     97      32  23347     -0.73422      0.76859
ENSG00000272078    1   10699298   10714390      7       2  23347     -0.15035      0.55976
ENSG00000175262    1   11006528   11042094     37       7  23347       1.5911     0.055798
ENSG00000120948    1   11072414   11085796      7       2  23347      -1.0469      0.85244
ENSG00000009724    1   11086580   11107290     10       1  23347      -1.3638      0.91368
ENSG00000171824    1   11126675   11159938     16       2  23347     -0.27868      0.60975
ENSG00000226849    1   11128528   11133154     10       1  23347     -0.23861       0.5943
ENSG00000198793    1   11166592   11322564     50       4  23347     -0.76487      0.77783
ENSG00000225602    1   11203955   11209594      3       1  23347     -0.12415       0.5494
ENSG00000253086    1   11212407   11212509      1       1  23347     -0.22497        0.589
ENSG00000171819    1   11249398   11256038      1       1  23347      0.54174        0.294
ENSG00000120942    1   11333263   11356106      8       1  23347     0.077185      0.46924
ENSG00000224338    1   11485314   11485878      1       1  23347      0.15351        0.439
ENSG00000204624    1   11539223   11597641     40       5  23347      -1.7938      0.96357
ENSG00000235643    1   11669588   11673412      1       1  23347      0.53016        0.298
ENSG00000116661    1   11708424   11715842      4       2  23347      -1.1156       0.8677
ENSG00000132879    1   11714432   11723384      5       2  23347     -0.14575      0.55794
ENSG00000116663    1   11724181   11734411      2       1  23347      -1.7139      0.95672
ENSG00000116670    1   11734537   11751707      6       2  23347      0.52758      0.29889
ENSG00000162490    1   11751786   11785914     20       6  23347     -0.49678      0.69033
ENSG00000177674    1   11796141   11814859     22       4  23347       1.5132     0.065113
ENSG00000215910    1   11821844   11849642     30       4  23347      0.82663      0.20422
ENSG00000177553    1   11837134   11839676      5       2  23347       0.4683      0.31979
ENSG00000177000    1   11845780   11866977     37       7  23347    -0.036203      0.51444
ENSG00000011021    1   11866207   11903201     44       7  23347      0.47038      0.31904
ENSG00000242349    1   11901074   11908136     12       2  23347       1.0911      0.13761
ENSG00000175206    1   11905766   11908402      6       3  23347       1.1786      0.11927
ENSG00000224904    1   11937827   11940463      4       2  23347      0.59369      0.27636
ENSG00000199347    1   11968209   11968328      1       1  23347      0.61887        0.268
ENSG00000116685    1   11979648   11986485      5       2  23347      0.46604      0.32059
ENSG00000083444    1   11994262   12035595     24       6  23347       1.5124     0.065212
ENSG00000116688    1   12040238   12073571     17       3  23347      0.13814      0.44507
ENSG00000116691    1   12079523   12092102      5       2  23347       0.7653      0.22205
ENSG00000120949    1   12123434   12204264     47      13  23347      -0.5193      0.69822
ENSG00000227875    1   12140350   12140604      1       1  23347      -1.0985        0.864
ENSG00000028137    1   12227060   12269285     47       9  23347      0.99231      0.16052
ENSG00000263676    1   12251770   12251830      1       1  23347      0.16112        0.436
ENSG00000048707    1   12290124   12572099     74      15  23347     -0.76915       0.7791
ENSG00000229484    1   12587766   12588462      1       1  23347     -0.90023        0.816
ENSG00000162496    1   12627939   12677737     37      11  23347     -0.60832      0.72851
ENSG00000204518    1   12704566   12727097     15       3  23347     -0.78507       0.7838
ENSG00000188984    1   12776118   12788726     26       4  23347      0.11482       0.4543
ENSG00000238771    1   12799693   12799796      1       1  23347     -0.40157        0.656
ENSG00000157330    1   12806163   12823847     21       4  23347     -0.63725      0.73802
ENSG00000116726    1   12834984   12838049      5       2  23347     -0.87244      0.80852
ENSG00000116721    1   12851546   12856777      3       1  23347     0.083104      0.46688
ENSG00000231103    1   12897978   12901210      1       1  23347     0.040117        0.484
ENSG00000120952    1   12916941   12921764      1       1  23347      0.10043         0.46
ENSG00000162494    1   13801445   13840543     44      13  23347    -0.017884      0.50713
ENSG00000259961    1   13839715   13842765      4       2  23347       1.0431      0.14845
ENSG00000162493    1   13909960   13944452     38      13  23347       2.1738     0.014861
ENSG00000116731    1   14026693   14151574    126      18  23347     -0.71742      0.76344
ENSG00000252151    1   14450728   14450830      1       1  23347     -0.49869        0.691
ENSG00000231606    1   14548386   14549613      2       1  23347     -0.62262      0.73323
ENSG00000234593    1   14675450   14677518      2       1  23347      0.41118      0.34047
ENSG00000189337    1   14925200   15444539    444      93  23347     -0.70178      0.75859
ENSG00000235829    1   15018625   15019109      1       1  23347      0.69349        0.244
ENSG00000175147    1   15442448   15478960     34       7  23347      -1.6126      0.94658
ENSG00000171729    1   15479028   15546976    125      18  23347      -1.4566      0.92738
ENSG00000204464    1   15490840   15497813      6       2  23347     -0.50138      0.69195
ENSG00000215720    1   15518324   15519341      2       1  23347      0.47609      0.31701
ENSG00000142621    1   15573768   15726779    106      22  23347       -1.543      0.93858
ENSG00000233485    1   15653176   15670372     12       3  23347     -0.85468      0.80364
ENSG00000236045    1   15660662   15661960      1       1  23347     -0.61584        0.731
ENSG00000228140    1   15729475   15735929      3       2  23347      0.31938      0.37472
ENSG00000142634    1   15736391   15756839      5       3  23347       1.0532      0.14614
ENSG00000162438    1   15764935   15775737      2       1  23347        2.527    0.0057515
ENSG00000142615    1   15783223   15798586     18       4  23347      0.34368      0.36555
ENSG00000215704    1   15792404   15817895     16       4  23347      -1.2401      0.89253
ENSG00000132906    1   15817327   15853029     65       6  23347     -0.10484      0.54175
ENSG00000116138    1   15853308   15918874     34       4  23347    -0.032501      0.51296
ENSG00000251866    1   15868660   15868799      1       1  23347     -0.24817        0.598
ENSG00000272510    1   15892106   15892451      1       1  23347      0.35045        0.363
ENSG00000116771    1   15898848   15911605      7       2  23347      0.70731      0.23969
ENSG00000237301    1   15912631   15930121     13       3  23347      0.82463      0.20479
ENSG00000236500    1   15941138   15941362      1       1  23347       1.0714        0.142
ENSG00000197312    1   15943995   15995539     29       2  23347        1.028      0.15198
ENSG00000215695    1   15986364   15988217      1       1  23347       1.4691       0.0709
ENSG00000116786    1   16010827   16061264     35       4  23347      0.63574      0.26247
ENSG00000237938    1   16049214   16063391      8       2  23347      0.17741      0.42959
ENSG00000162461    1   16062900   16067891      1       1  23347     -0.32656        0.628
ENSG00000224459    1   16066546   16076391      3       1  23347      -1.1875      0.88249
ENSG00000162460    1   16068917   16074477      1       1  23347     -0.99036        0.839
ENSG00000162458    1   16083102   16113089     13       3  23347      0.11813      0.45298
ENSG00000233954    1   16133679   16134194      1       1  23347     0.032592        0.487
ENSG00000179743    1   16160560   16174642      6       2  23347       1.3139      0.09444
ENSG00000065526    1   16174359   16266955     39       6  23347       1.4779     0.069721
ENSG00000116809    1   16268364   16302627     14       5  23347       1.4413     0.074753
ENSG00000231353    1   16314677   16314936      2       1  23347    -0.069562      0.52773
ENSG00000224966    1   16316366   16321246      3       1  23347      0.32922      0.37099
ENSG00000183888    1   16330731   16335302      4       2  23347       1.9572     0.025161
ENSG00000173641    1   16340523   16346089     11       3  23347      0.40316      0.34341
ENSG00000186510    1   16345370   16360545     22       6  23347       1.7096     0.043665
ENSG00000232456    1   16361673   16366524      1       1  23347      0.97411        0.165
ENSG00000184908    1   16370272   16383803     21       5  23347    -0.081101      0.53232
ENSG00000185519    1   16384264   16400127     15       4  23347     -0.90945      0.81844
ENSG00000142627    1   16450832   16482582     22       5  23347      0.26521      0.39542
ENSG00000227959    1   16481706   16483824      1       1  23347      0.36917        0.356
ENSG00000224621    1   16485761   16488378      4       2  23347      -0.7718      0.77988
ENSG00000234166    1   16524349   16524852      1       1  23347      0.58879        0.278
ENSG00000142632    1   16524349   16539104     16       2  23347    -0.090943      0.53623
ENSG00000237276    1   16542404   16554522      4       1  23347      -1.0067      0.84295
ENSG00000132881    1   16558195   16563657      1       1  23347     -0.60979        0.729
ENSG00000037637    1   16573334   16678949     41       4  23347     -0.33143      0.62984
ENSG00000055070    1   16679070   16724640     18       4  23347     -0.54224      0.70617
ENSG00000187144    1   16713612   16763919     31       6  23347     -0.59206       0.7231
ENSG00000157191    1   16767167   16786573      9       3  23347     -0.53438      0.70346
ENSG00000226029    1   16787443   16794976      6       2  23347     -0.91158      0.81901
ENSG00000080947    1   16793931   16825752     15       5  23347     -0.94769      0.82836
ENSG00000268869    1   17013834   17046652      1       1  23347      -2.5758        0.995
ENSG00000058453    1   17066768   17299474     20       4  23347     -0.58897      0.72206
ENSG00000117122    1   17300997   17307330      3       1  23347     -0.48643      0.68667
ENSG00000226526    1   17305421   17331586     10       3  23347      0.64887      0.25821
ENSG00000159363    1   17312453   17338423      9       3  23347      0.36068      0.35917
ENSG00000117118    1   17345217   17380665     29       5  23347      -1.2856      0.90071
ENSG00000117115    1   17393256   17445948     66       7  23347     -0.64324      0.73997
ENSG00000204362    1   17516278   17524112     24       2  23347      0.14204      0.44352
ENSG00000142623    1   17531621   17572500     63      19  23347      -1.0444      0.85185
ENSG00000142619    1   17575593   17610728     69      14  23347      -1.9563      0.97479
ENSG00000159339    1   17634690   17690499     95      13  23347    -0.056868      0.52268
ENSG00000269468    1   17655507   17676070     55       8  23347    0.0033172      0.49868
ENSG00000256049    1   17698691   17728195     53       7  23347     -0.92315      0.82204
ENSG00000179051    1   17733256   17766220     20       3  23347     -0.81983      0.79384
ENSG00000074964    1   17866330   18024369    117      17  23347     -0.29186       0.6148
ENSG00000236648    1   18044182   18076473     23       4  23347         0.21      0.41684
ENSG00000117148    1   18081808   18153558     65       9  23347     0.017531      0.49301
ENSG00000261781    1   18392151   18400906     13       3  23347     0.035587      0.48581
ENSG00000117154    1   18434240   18704977    340      66  23347      -1.7075      0.95613
ENSG00000230035    1   18493423   18505840     20       5  23347     -0.16019      0.56363
ENSG00000225387    1   18712323   18715008      4       2  23347      -1.9999      0.97724
ENSG00000179023    1   18807424   18812478     10       3  23347       -1.193      0.88356
ENSG00000235282    1   18839612   18839881      1       1  23347      0.13324        0.447
ENSG00000009709    1   18957500   19075360    115      29  23347      0.17469      0.43066
ENSG00000179002    1   19166093   19186176     20       6  23347      -0.4973      0.69051
ENSG00000255275    1   19175767   19247615     30      10  23347      0.33737      0.36792
ENSG00000159423    1   19197926   19229275     13       4  23347     0.054962      0.47808
ENSG00000169991    1   19230775   19283180     23       9  23347      0.89436      0.18556
ENSG00000272084    1   19398604   19402005      8       2  23347        1.947     0.025766
ENSG00000127481    1   19401000   19536770     99       8  23347       1.8281     0.033768
ENSG00000230424    1   19536995   19567198     26       6  23347      0.34206      0.36615
ENSG00000127463    1   19542158   19578046     28       6  23347      0.52147      0.30102
ENSG00000053372    1   19578033   19586622      8       2  23347     -0.18955      0.57517
ENSG00000211454    1   19592476   19600688      1       1  23347     -0.35579        0.639
ENSG00000162482    1   19609052   19615744      5       2  23347     -0.65517      0.74382
ENSG00000053371    1   19630459   19638640      5       2  23347    -0.082013      0.53268
ENSG00000040487    1   19638820   19655794      6       2  23347      0.29636      0.38348
ENSG00000077549    1   19665267   19812066    186      16  23347       1.0382      0.14958
ENSG00000239027    1   19858664   19858768      1       1  23347     -0.21983        0.587
ENSG00000270136    1   19923473   19984549     33       9  23347     -0.47141      0.68133
ENSG00000173436    1   19923477   19956314     20       5  23347      -0.6356      0.73748
ENSG00000158747    1   19967048   19984945     10       5  23347      0.22488      0.41104
ENSG00000158748    1   19991780   20006055      9       3  23347     -0.62715      0.73472
ENSG00000162542    1   20008706   20126438     91      24  23347      -2.5322      0.99433
ENSG00000178828    1   20140523   20141771      2       1  23347     -0.27083      0.60674
ENSG00000235434    1   20140860   20145995     14       3  23347     -0.35246      0.63775
ENSG00000169914    1   20209006   20239438     18       6  23347      0.24234      0.40426
ENSG00000188784    1   20246502   20250110     11       3  23347     -0.85706      0.80429
ENSG00000188257    1   20301925   20306932     13       5  23347       1.5116     0.065317
ENSG00000127472    1   20354672   20417683     77      12  23347      -0.8743      0.80902
ENSG00000117215    1   20438432   20446050     10       5  23347      -1.1555      0.87606
ENSG00000158786    1   20465819   20476879      9       4  23347      0.30863       0.3788
ENSG00000227066    1   20480831   20487061      1       1  23347      0.84879        0.198
ENSG00000187980    1   20487746   20503917     28       6  23347      0.64272       0.2602
ENSG00000225986    1   20510735   20512979      1       1  23347     -0.58581        0.721
ENSG00000162543    1   20512578   20522541      4       1  23347     -0.74632      0.77226
ENSG00000228105    1   20569588   20571148      4       1  23347      -0.7229      0.76513
ENSG00000158816    1   20617412   20681387     96      13  23347        1.019      0.15411
ENSG00000226664    1   20620704   20649680     52      10  23347      0.98712      0.16179
ENSG00000236963    1   20687072   20757727     62      10  23347      -1.3008      0.90334
ENSG00000090432    1   20825943   20834654     11       4  23347    -0.084675      0.53374
ENSG00000215520    1   20852482   20853244      1       1  23347      0.17637         0.43
ENSG00000158825    1   20915441   20945401     23       7  23347    -0.051434      0.52051
ENSG00000158828    1   20959948   20978004     15       3  23347     -0.69056      0.75508
ENSG00000117242    1   20969150   20978686     15       3  23347     -0.54228      0.70619
ENSG00000257033    1   20976856   20977207      1       1  23347    -0.057684        0.523
ENSG00000244038    1   20978270   20988000     17       4  23347     -0.82178       0.7944
ENSG00000117245    1   20990507   21044510     56      20  23347     -0.86497      0.80647
ENSG00000235432    1   21019227   21020506      2       1  23347     -0.82349      0.79488
ENSG00000189410    1   21046225   21059330     16       5  23347      0.38708      0.34935
ENSG00000233069    1   21059373   21060445      1       1  23347       0.3345        0.369
ENSG00000127483    1   21069154   21113816     24       5  23347     0.082065       0.4673
ENSG00000203394    1   21069480   21070455      1       1  23347      -1.5063        0.934
ENSG00000075151    1   21132963   21503377    165       9  23347       0.3446       0.3652
ENSG00000233072    1   21330043   21330427      1       1  23347      -0.8779         0.81
ENSG00000236073    1   21400132   21400246      1       1  23347      0.21983        0.413
ENSG00000117298    1   21543740   21671997    126      23  23347       2.0828     0.018635
ENSG00000236936    1   21592575   21593744      1       1  23347       2.3858      0.00852
ENSG00000231105    1   21619783   21626267      3       2  23347       1.1356      0.12806
ENSG00000228823    1   21737953   21739786      1       1  23347    0.0025066        0.499
ENSG00000236009    1   21742391   21743985      1       1  23347      -1.3047        0.904
ENSG00000186543    1   21760811   21764051      1       1  23347       0.2147        0.415
ENSG00000142794    1   21766621   21811498     27       5  23347      0.64237      0.26032
ENSG00000176378    1   21786249   21786575      1       1  23347    0.0025066        0.499
ENSG00000162551    1   21835858   21904905    101      17  23347     -0.58925      0.72215
ENSG00000233431    1   21912965   21917680      2       1  23347      0.12984      0.44835
ENSG00000076864    1   21922708   21995801     69      19  23347    -0.012031       0.5048
ENSG00000090686    1   22004791   22110099     85      11  23347       0.3976      0.34546
ENSG00000187942    1   22138758   22151714      6       3  23347      -1.1811      0.88121
ENSG00000142798    1   22148738   22263790     90      14  23347      -1.0332      0.84924
ENSG00000219073    1   22303514   22325135     16       5  23347       1.0081      0.15669
ENSG00000142789    1   22328149   22339032      5       3  23347       1.7725     0.038155
ENSG00000228397    1   22350487   22351461      1       1  23347       1.1264         0.13
ENSG00000218510    1   22351681   22357716      7       2  23347       1.4404     0.074873
ENSG00000070831    1   22379120   22419437     31       4  23347     -0.90546      0.81739
ENSG00000230068    1   22385690   22390692      5       1  23347     -0.98643      0.83804
ENSG00000271428    1   22394833   22395320      1       1  23347      -1.0027        0.842
