GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000069424    1    6051526    6161253    465      74  23347     -0.92649       0.8229
ENSG00000268332    1    6100630    6101399      4       2  23347      -0.2655      0.60469
ENSG00000116254    1    6161853    6240183    345      42  23347     0.016763      0.49331
ENSG00000116251    1    6241329    6269449     78      16  23347      0.66986      0.25147
ENSG00000226944    1    6264900    6265840      2       1  23347       1.3909     0.082125
ENSG00000158286    1    6265535    6281359     43       7  23347       1.1931      0.11642
ENSG00000116237    1    6281253    6296032     39       8  23347      0.38796      0.34902
ENSG00000225077    1    6296300    6299504      9       5  23347      0.42595      0.33507
ENSG00000173673    1    6304252    6305638      6       3  23347     -0.49342      0.68914
ENSG00000158292    1    6307406    6321035     48       6  23347     -0.33468      0.63107
ENSG00000097021    1    6324329    6454451    585      31  23347        2.716    0.0033033
ENSG00000271746    1    6453615    6454451      5       2  23347       3.3632   0.00038525
ENSG00000069812    1    6472478    6484730     48      11  23347       2.9066    0.0018267
ENSG00000187017    1    6484848    6521430    160      26  23347       4.6069   2.0432e-06
ENSG00000231868    1    6503094    6507066     14       6  23347       3.4866   0.00024464
ENSG00000215788    1    6521211    6526255     18       8  23347       3.4232    0.0003094
ENSG00000171680    1    6526152    6580121    191      34  23347       2.3413     0.009609
ENSG00000162408    1    6581407    6614595    153      10  23347      -0.6208      0.73263
ENSG00000253022    1    6600914    6601024      1       1  23347     -0.91804       0.8207
ENSG00000229519    1    6607965    6608679      4       1  23347      -1.1908      0.88314
ENSG00000173662    1    6615241    6639817     76      17  23347       -1.034      0.84943
ENSG00000204859    1    6640061    6649340     14       6  23347     -0.29843      0.61731
ENSG00000162413    1    6650784    6674667     63      19  23347      0.55431      0.28968
ENSG00000116273    1    6673745    6684093     23       6  23347      0.39238      0.34739
ENSG00000041988    1    6684926    6695646     42      11  23347     -0.11446      0.54556
ENSG00000007923    1    6694228    6761984    176      25  23347      0.46085      0.32245
ENSG00000228750    1    6784697    6790072     18       6  23347       2.3216     0.010128
ENSG00000237436    1    6843952    6844903      2       1  23347      -1.6499      0.95052
ENSG00000171735    1    6845384    7829766   3452     231  23347       1.2357      0.10829
ENSG00000227950    1    6894393    6894678      2       1  23347     -0.90626       0.8176
ENSG00000237365    1    7068436    7074339     38      13  23347      0.29745      0.38306
ENSG00000207056    1    7279420    7279584      1       1  23347     -0.89348       0.8142
ENSG00000237402    1    7429003    7430331      5       2  23347      0.94088      0.17338
ENSG00000237728    1    7442548    7449814     30       7  23347    -0.039229      0.51565
ENSG00000270171    1    7753184    7754904      4       2  23347       2.0258     0.021394
ENSG00000270035    1    7758363    7758932      3       2  23347      0.31598      0.37601
ENSG00000269978    1    7760764    7761030      2       1  23347       1.7085     0.043772
ENSG00000049245    1    7831329    7841492     40      12  23347       4.4753   3.8156e-06
ENSG00000269925    1    7836443    7836835      2       1  23347      -1.3629      0.91355
ENSG00000049246    1    7844380    7905237    270      29  23347       2.4772     0.006621
ENSG00000236266    1    7870302    7887402     70      16  23347       2.3248     0.010042
ENSG00000049247    1    7903143    7913572     43      14  23347       3.7748   8.0058e-05
ENSG00000049249    1    7979907    8000926     51       9  23347       2.2427     0.012457
ENSG00000116288    1    8014351    8045565     96      20  23347       6.1947   2.9206e-10
ENSG00000200344    1    8042941    8043043      1       1  23347       2.1573      0.01549
ENSG00000116285    1    8064464    8086368     46      12  23347       5.8311   2.7531e-09
ENSG00000238290    1    8086798    8182762    227      18  23347       5.7874   3.5752e-09
ENSG00000232848    1    8117305    8118523      2       1  23347       3.7749   8.0029e-05
ENSG00000229305    1    8249884    8252830      8       4  23347       1.6467     0.049809
ENSG00000227634    1    8268732    8275270     35       9  23347       4.0895   2.1615e-05
ENSG00000233645    1    8278250    8280589     22       3  23347       2.4995    0.0062185
ENSG00000265414    1    8335184    8335438      1       1  23347        1.579      0.05717
ENSG00000251977    1    8352217    8352323      1       1  23347     -0.32075       0.6258
ENSG00000162426    1    8377886    8404227    100      19  23347     -0.34698       0.6357
ENSG00000252254    1    8388127    8388239      1       1  23347      0.60708       0.2719
ENSG00000142599    1    8412457    8877702    864      32  23347     -0.46373      0.67858
ENSG00000232912    1    8484705    8494898     20       7  23347      0.74472      0.22822
ENSG00000270282    1    8572712    8573080      2       1  23347     -0.50319      0.69259
ENSG00000234619    1    8810489    8811146      2       1  23347       1.2863     0.099177
ENSG00000224315    1    8846270    8846972      1       1  23347     -0.36274       0.6416
ENSG00000226545    1    8858534    8859565      5       3  23347      0.43098      0.33324
ENSG00000228423    1    8865919    8867110      2       1  23347       1.9238     0.027189
ENSG00000229716    1    8891066    8891434      1       1  23347      0.71372       0.2377
ENSG00000074800    1    8921061    8939308     36       9  23347     -0.89168      0.81372
ENSG00000236269    1    8935847    8938066      7       4  23347     -0.85364      0.80335
ENSG00000230679    1    8938894    8939953      2       1  23347      -0.6339      0.73693
ENSG00000238249    1    8953468    8954210      2       1  23347       1.2937     0.097883
ENSG00000131686    1    9005926    9035151    155      36  23347       1.0039      0.15771
ENSG00000265141    1    9039637    9039933      1       1  23347    -0.076275       0.5304
ENSG00000197241    1    9063359    9086404     95      28  23347     -0.55591      0.71086
ENSG00000142583    1    9095166    9148537    244      30  23347       0.4104      0.34076
ENSG00000180758    1    9160364    9189229    120      24  23347      0.58734      0.27849
ENSG00000228526    1    9242066    9262678     66       8  23347      0.39262       0.3473
ENSG00000234546    1    9242263    9252148     31       9  23347       1.0439      0.14826
ENSG00000049239    1    9294834    9331396    121      26  23347      0.61026      0.27085
ENSG00000171621    1    9352939    9429591    421      59  23347       2.6465    0.0040662
ENSG00000235263    1    9561151    9563530     14       6  23347     -0.26799      0.60565
ENSG00000171612    1    9599541    9645237     92      19  23347       1.7333     0.041522
ENSG00000188807    1    9648932    9674935     56      15  23347       1.3334     0.091194
ENSG00000171608    1    9711790    9789172    208      40  23347      0.58087      0.28066
ENSG00000179840    1    9712668    9714644      6       3  23347      0.11521      0.45414
ENSG00000233268    1    9720886    9722684      7       3  23347     -0.78475       0.7837
ENSG00000231789    1    9732484    9747613     53      13  23347     -0.52381      0.69979
ENSG00000171603    1    9789084    9884584    181      31  23347      0.11044      0.45603
ENSG00000178585    1    9908334    9970394    148      28  23347     -0.52001      0.69847
ENSG00000223989    1    9908376    9910212      5       2  23347      0.39806      0.34529
ENSG00000162441    1    9982173   10003465     67      16  23347     -0.54698      0.70781
ENSG00000228150    1   10002981   10010032     24       8  23347     -0.50498      0.69321
ENSG00000173614    1   10003486   10045559    127      27  23347     0.055065      0.47804
ENSG00000241326    1   10043199   10044626      5       3  23347     -0.41093      0.65944
ENSG00000162444    1   10057264   10076078     51      10  23347      0.80622      0.21006
ENSG00000130939    1   10092890   10241297    449      29  23347      0.63854      0.26156
ENSG00000233623    1   10118729   10119706      1       1  23347      0.46239       0.3219
ENSG00000201746    1   10223326   10223432      1       1  23347      -1.5473       0.9391
ENSG00000054523    1   10270863   10441661    625      20  23347      0.17497      0.43055
ENSG00000264501    1   10366523   10366813      2       1  23347      0.23524      0.40701
ENSG00000142657    1   10458649   10480201     62      11  23347      -1.1196      0.86856
ENSG00000271989    1   10489938   10490734      7       3  23347      0.08931      0.46442
ENSG00000251503    1   10490159   10512210     70      13  23347    -0.086423      0.53443
ENSG00000175279    1   10490159   10512210     70      13  23347    -0.086423      0.53443
ENSG00000241563    1   10509776   10511959      4       2  23347      0.28396      0.38822
ENSG00000160049    1   10516579   10532583     39      13  23347      -1.2139      0.88762
ENSG00000203469    1   10518612   10519395      1       1  23347      0.15706       0.4376
ENSG00000142655    1   10532345   10690815    475      40  23347      0.50852      0.30554
ENSG00000243267    1   10676893   10677170      1       1  23347     -0.48962       0.6878
ENSG00000130940    1   10696661   10856707    574      90  23347     -0.60068      0.72597
ENSG00000272078    1   10699298   10714390     48      11  23347      -1.2397      0.89245
ENSG00000175262    1   11006528   11042094    145      23  23347      -1.2323      0.89109
ENSG00000215785    1   11051035   11051854      4       1  23347      0.17405      0.43091
ENSG00000120948    1   11072414   11085796     27       6  23347       2.6643    0.0038569
ENSG00000009724    1   11086580   11107290     75      14  23347        2.527    0.0057516
ENSG00000116649    1   11114641   11120081      9       3  23347      0.38238      0.35109
ENSG00000171824    1   11126675   11159938    120      10  23347     0.098759      0.46066
ENSG00000226849    1   11128528   11133154     17       2  23347      0.75036      0.22652
ENSG00000230337    1   11159732   11162157      9       3  23347      0.30234       0.3812
ENSG00000198793    1   11166592   11322564    402      13  23347      0.68757      0.24586
ENSG00000225602    1   11203955   11209594      9       5  23347     0.068436      0.47272
ENSG00000253086    1   11212407   11212509      1       1  23347       1.1861       0.1178
ENSG00000171819    1   11249398   11256038     18       3  23347        0.103      0.45898
ENSG00000238173    1   11293020   11293169      1       1  23347       1.5401      0.06177
ENSG00000120942    1   11333263   11356106     41       7  23347     -0.35134      0.63733
ENSG00000238199    1   11338673   11339408      2       1  23347      -1.6955      0.95501
ENSG00000224338    1   11485314   11485878      4       1  23347       -1.446      0.92591
ENSG00000204624    1   11539223   11597641    174      21  23347     -0.98818      0.83847
ENSG00000235643    1   11669588   11673412     14       2  23347      -0.5399      0.70537
ENSG00000116661    1   11708424   11715842     29      17  23347      -1.8281      0.96623
ENSG00000132879    1   11714432   11723384     35      14  23347      -1.0835      0.86071
ENSG00000116663    1   11724181   11734411     45      13  23347    -0.061827      0.52465
ENSG00000116670    1   11734537   11751707     76      18  23347       0.2594      0.39766
ENSG00000162490    1   11751786   11785914    122      26  23347      -0.9681       0.8335
ENSG00000177674    1   11796141   11814859     74      15  23347       -1.386      0.91712
ENSG00000215910    1   11821844   11849642    180      17  23347      -1.4655      0.92861
ENSG00000177553    1   11837134   11839676     25       4  23347      -1.3911       0.9179
ENSG00000177000    1   11845780   11866977     93      14  23347     -0.57768      0.71826
ENSG00000011021    1   11866207   11903201    216      15  23347     -0.18353      0.57281
ENSG00000242349    1   11901074   11908136     37       8  23347      0.34996      0.36319
ENSG00000175206    1   11905766   11908402     20       6  23347     -0.31878      0.62505
ENSG00000120937    1   11917521   11918988      3       2  23347      0.70995      0.23887
ENSG00000224904    1   11937827   11940463     15       4  23347      0.32981      0.37077
ENSG00000199347    1   11968209   11968328      7       4  23347    0.0063505      0.49747
ENSG00000201801    1   11969865   11969984      2       1  23347      0.12583      0.44993
ENSG00000116685    1   11979648   11986485     26       9  23347     0.020803       0.4917
ENSG00000083444    1   11994262   12035595    149      20  23347       1.2153      0.11213
ENSG00000116688    1   12040238   12073571    105      14  23347      0.60871      0.27136
ENSG00000116691    1   12079523   12092102     29       8  23347       1.1343      0.12833
ENSG00000202461    1   12084069   12084181      2       1  23347     -0.98359      0.83734
ENSG00000120949    1   12123434   12204264    258      48  23347      0.95234      0.17046
ENSG00000201135    1   12137938   12138041      1       1  23347      0.25464       0.3995
ENSG00000227875    1   12140350   12140604      2       1  23347       1.4394     0.075018
ENSG00000028137    1   12227060   12269285    167      25  23347     -0.58962      0.72228
ENSG00000263676    1   12251770   12251830      1       1  23347      0.48257       0.3147
ENSG00000048707    1   12290124   12572099    653      29  23347       1.2755      0.10106
ENSG00000229484    1   12587766   12588462      4       2  23347      0.77607      0.21885
ENSG00000162496    1   12627939   12677737    206      37  23347       1.8288     0.033718
ENSG00000204518    1   12704566   12727097     74      10  23347     -0.74706      0.77249
ENSG00000188984    1   12776118   12788726     49       8  23347     -0.65005      0.74217
ENSG00000238771    1   12799693   12799796      1       1  23347      -1.3189       0.9064
ENSG00000157330    1   12806163   12823847     58      13  23347      0.32258      0.37351
ENSG00000116726    1   12834984   12838049     14       4  23347      0.48205      0.31489
ENSG00000116721    1   12851546   12856777     29      10  23347      -1.1754      0.88009
ENSG00000228338    1   12882549   12883022      1       1  23347     -0.54843       0.7083
ENSG00000204513    1   12884468   12891264     33      10  23347     -0.89676      0.81508
ENSG00000231103    1   12897978   12901210     51      12  23347       1.0013      0.15833
ENSG00000179172    1   12907261   12908578      6       2  23347      0.66167      0.25409
ENSG00000120952    1   12916941   12921764     79      13  23347     -0.12272      0.54883
ENSG00000243073    1   12939045   12946025     41      13  23347       0.1676      0.43345
ENSG00000187545    1   12952727   12958101      8       4  23347     -0.52794      0.70123
ENSG00000204510    1   12976450   12980569      4       2  23347     -0.89391      0.81431
ENSG00000232423    1   12998181   13117751     24      11  23347      0.48388      0.31424
ENSG00000250894    1   13012966   13015755      1       1  23347      0.42121       0.3368
ENSG00000250113    1   13123246   13126086      8       3  23347     -0.70527      0.75968
ENSG00000204505    1   13140456   13145000      7       4  23347      0.53489      0.29636
ENSG00000233336    1   13146777   13147256      2       1  23347     -0.09447      0.53763
ENSG00000229978    1   13162645   13165443      1       1  23347      0.51093       0.3047
ENSG00000236179    1   13171871   13173157      8       4  23347       1.1755       0.1199
ENSG00000179412    1   13182960   13184326      5       3  23347      0.39067      0.34802
ENSG00000224199    1   13196270   13199067      2       1  23347     -0.46081      0.67753
ENSG00000229571    1   13216356   13219581      2       1  23347      0.30239      0.38118
ENSG00000204503    1   13328196   13331692      1       1  23347       1.6109       0.0536
ENSG00000233394    1   13351482   13354323      3       2  23347       1.1715      0.12069
ENSG00000204502    1   13359819   13369057      4       2  23347     -0.72502      0.76578
ENSG00000231219    1   13379149   13381237      3       2  23347     -0.70552      0.75976
ENSG00000237700    1   13411551   13414482      1       1  23347     0.016294       0.4935
ENSG00000204491    1   13474689   13477522      1       1  23347      -1.6343       0.9489
ENSG00000204486    1   13516066   13526943      1       1  23347     -0.47835       0.6838
ENSG00000204479    1   13716092   13719089      1       1  23347      -1.6527       0.9508
ENSG00000204478    1   13736907   13747803      2       1  23347     -0.62357      0.73354
ENSG00000162494    1   13801445   13840543    208      39  23347      -2.0285      0.97874
ENSG00000259961    1   13839715   13842765     23       7  23347      -1.0992      0.86417
ENSG00000215909    1   13881496   13882189      3       2  23347     -0.52604      0.70057
ENSG00000162493    1   13909960   13944452    139      37  23347     -0.08033      0.53201
ENSG00000237445    1   13983806   13986405      7       2  23347      0.19316      0.42342
ENSG00000253085    1   14022565   14022694      1       1  23347       1.3565      0.08747
ENSG00000116731    1   14026693   14151574    440      33  23347       1.1749      0.12002
ENSG00000252151    1   14450728   14450830      1       1  23347      -1.6726       0.9528
ENSG00000231606    1   14548386   14549613      2       1  23347      0.20739      0.41785
ENSG00000234593    1   14675450   14677518     13       8  23347      0.65754      0.25542
ENSG00000189337    1   14925200   15444539   2341     213  23347      0.77939      0.21787
ENSG00000235829    1   15018625   15019109      1       1  23347      -1.7191       0.9572
ENSG00000175147    1   15442448   15478960    181      23  23347     -0.83101      0.79702
ENSG00000171729    1   15479028   15546976    395      30  23347     -0.34402      0.63458
ENSG00000204464    1   15490840   15497813     30       9  23347      -1.1278       0.8703
ENSG00000215720    1   15518324   15519341      9       4  23347      0.30442       0.3804
ENSG00000142621    1   15573768   15726779    602      65  23347      0.17521      0.43046
ENSG00000233485    1   15653176   15670372     51      13  23347      0.64637      0.25902
