"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000002919",-0.046846515096184,4.99874624165667,-0.729617342163263,0.46809875256415,0.80982813468134,-5.5406399324953
"ENSG00000002933",0.758966675926117,3.07549206224782,3.52162080798216,0.000765966498744247,0.120160416566463,-0.578178975262008
"ENSG00000003056",0.0260111268787289,6.7132782966222,0.404478282120146,0.687114646551642,0.905248166984785,-5.70942656457485
"ENSG00000003096",0.0178529552096301,3.15851111053472,0.147563464098219,0.883118502963273,0.966865715357616,-5.77460941048048
"ENSG00000003137",0.0463368497952928,5.63083005521319,0.241046707618796,0.810248088992925,0.947624630718757,-5.75789246570982
"ENSG00000003147",-0.280299816666123,5.41612389429051,-3.05719301584554,0.00317941435555861,0.166952200965849,-1.77534048718819
"ENSG00000003249",-0.064318680759946,6.59598711604758,-0.654219217874105,0.515149613398176,0.829910084276484,-5.58830031932053
"ENSG00000003393",0.032253300987181,6.68936499738676,0.42337660638132,0.673339925102317,0.899550963317917,-5.70224518343344
"ENSG00000003400",0.153209004443162,3.1613502708359,0.816666660025044,0.416935275684629,0.779519993933027,-5.47927086082382
"ENSG00000003402",0.250836657636509,6.81241175368633,3.20433029230699,0.00205214975599379,0.153995692883863,-1.40898580464235
"ENSG00000003436",0.188172177415441,2.03842212473479,0.769417277566107,0.444276864678743,0.795632103526555,-5.51342263216752
"ENSG00000003509",-0.0231233725035552,5.45146334150414,-0.401525543677606,0.689276624516666,0.906615626108014,-5.71051914775091
"ENSG00000003756",0.0426328736274426,7.67523171030961,0.834994598378421,0.40660837073872,0.773671922694594,-5.46548715060368
"ENSG00000003987",-0.0969899236533871,5.96150470110966,-1.29745951693195,0.198802924516922,0.60974799031762,-5.0199960031403
"ENSG00000003989",0.582301746291851,5.39078133308867,2.6871329152709,0.0090662108678954,0.226965863340687,-2.64159161849948
"ENSG00000004059",-0.218666929230141,6.64683247220716,-2.42098481095929,0.0181188234603828,0.280310148881352,-3.20562282408177
"ENSG00000004139",0.0558392238016151,6.06316903368232,1.04203407237033,0.301040501462403,0.704025605646873,-5.28911557589492
"ENSG00000004142",-0.104285921687608,6.79028573674745,-2.2796753488175,0.0257291041179714,0.313348693926226,-3.48654382618833
"ENSG00000004399",0.0528806982791026,6.61087930538295,0.693909604146081,0.490073170390368,0.819291654439764,-5.56384896486431
"ENSG00000004455",-0.0604878350016775,5.40344283104278,-1.0240114270189,0.30941376560828,0.707605507741647,-5.3059681677226
"ENSG00000004468",-0.441483811662241,3.47042295157176,-1.73751953637167,0.0868150134358407,0.463293552406816,-4.42755690702253
"ENSG00000004478",0.10604894095771,7.84991698303049,0.833212025133398,0.407622740692225,0.773970526902967,-5.46682436326312
"ENSG00000004487",0.0428428888076645,6.05216721622166,0.750658309541055,0.455415764709346,0.802959475895419,-5.52642787956698
"ENSG00000004534",0.00738776081384925,6.50489820503483,0.125755734745511,0.900291716917376,0.971310630233581,-5.77735200426087
"ENSG00000004660",-0.0882894685825805,7.53610268880774,-0.808064873367692,0.421835987057503,0.781910710715001,-5.48563665954472
"ENSG00000004700",-0.126724208563819,4.63376757614215,-1.36651524398777,0.176222774596758,0.585742771121956,-4.93764868609677
"ENSG00000004766",-0.128198837555776,5.51511584998401,-2.28166086391706,0.0256050620873303,0.312988176286108,-3.48269504744329
"ENSG00000004776",-0.265806996040628,2.52670605450765,-1.23812526928624,0.21987414825224,0.633348405329791,-5.08751559927429
"ENSG00000004777",0.142214704467872,5.79242125782296,1.67870678285552,0.0977419276565488,0.480349347458456,-4.51579493608778
"ENSG00000004779",-0.0741921903624896,5.20290646635263,-1.06855966775717,0.288999711029461,0.693141065300693,-5.2637957032803
"ENSG00000004799",0.599796344750058,5.97371866012984,3.56113118838334,0.000680678197696945,0.120160416566463,-0.47714295983715
"ENSG00000004838",-0.074223664230807,2.16024617670305,-0.449933874284786,0.65417132975078,0.891755055963562,-5.69160255155408
"ENSG00000004848",0.0525002975147014,4.29723738559231,0.248459773107415,0.804526918857985,0.945604877838939,-5.75622589087438
"ENSG00000004864",-0.287767973683611,3.37649993386308,-1.93186651149988,0.0574915667486951,0.398165061699587,-4.11594285630088
"ENSG00000004866",0.0273800896228785,4.56430025776752,0.448860665213021,0.654941561499717,0.891838126304183,-5.69204510460946
"ENSG00000004897",-0.0890214470657886,6.81072496757574,-2.39733529195974,0.0192321679708584,0.283932288675553,-3.2536189374409
"ENSG00000004961",-0.141145640225959,4.93639266171594,-2.33954484972354,0.022213759571948,0.299065009908471,-3.36925102100658
"ENSG00000004975",0.00587416960732777,5.48332723212357,0.0969449102690292,0.923051747576331,0.979412178053584,-5.78030457761071
"ENSG00000005007",0.111674177690236,6.80541960277195,1.66010473449863,0.101440843010549,0.485628927513344,-4.54316698354517
"ENSG00000005020",0.190779080362004,4.82093126741144,1.81487253959484,0.0738985674570531,0.437839831565919,-4.30700409711491
"ENSG00000005022",-0.192997302288779,8.06972300704022,-1.84529605495805,0.069294312094034,0.428510037689691,-4.2583474653808
"ENSG00000005059",0.461788871063696,1.84791111342174,2.06331190473065,0.0428551203677935,0.363291691649856,-3.88870715306533
"ENSG00000005075",0.0422292787663209,4.28077270593245,0.614159463058793,0.541133753509204,0.841639046184626,-5.61153842903879
"ENSG00000005100",-0.0585661546989467,5.93675015183236,-1.0772742050175,0.285117267468148,0.68941509867208,-5.25534333031321
"ENSG00000005108",0.0291649113491017,5.86687033232801,0.207538492768428,0.836208689315672,0.952967378581564,-5.76480892897544
"ENSG00000005156",-0.0899326561998491,5.80848004679368,-1.73656099956653,0.0869365166653949,0.463349002443042,-4.4288883405319
"ENSG00000005175",-0.0559567759996282,4.73185888450059,-0.923715470518698,0.358859963520292,0.745259487765656,-5.39454308555852
"ENSG00000005189",0.128024350196881,2.05858863612999,0.97701057445965,0.331983789773576,0.723544208982254,-5.34857822404924
"ENSG00000005194",-0.0521919952228772,5.60142677510068,-0.951648010966714,0.344603885975805,0.733268976638642,-5.37076474753945
"ENSG00000005206",-0.270848395980136,5.72892060970132,-3.48412696509774,0.000863015367061699,0.121475406076205,-0.679127389285337
"ENSG00000005238",-0.0654035152926781,5.89187189626358,-0.988333335064415,0.326449504979949,0.719941196015747,-5.33849058620894
"ENSG00000005243",0.223830432762978,2.16456110303298,1.43930993379673,0.154593081594219,0.560846101813715,-4.84649481421323
"ENSG00000005249",-0.0100765540946396,6.49275883356625,-0.127841697801215,0.898646858938881,0.970932370067867,-5.77710858716687
"ENSG00000005302",-0.0288554055915297,5.5612011639575,-0.540654014531061,0.590490640425414,0.865014559371162,-5.65040177905169
"ENSG00000005339",0.0404251110127577,7.10309857409206,0.628578682121019,0.531704387279222,0.837708218092698,-5.60334100011674
"ENSG00000005379",0.167255394893285,8.68252035005293,1.51866424757246,0.133425130236096,0.533305849882751,-4.74209294646263
"ENSG00000005381",-0.357031243922028,1.49289914049604,-1.57645070840263,0.119505256222001,0.514402633559909,-4.66279472819881
"ENSG00000005436",-0.0144689047427735,4.33567595547783,-0.206933775372731,0.836672261099481,0.952967378581564,-5.76492729930921
"ENSG00000005448",-0.00555667400567999,4.40350426212928,-0.0574970037261705,0.954315808892749,0.987354538184782,-5.78310843397993
"ENSG00000005469",0.0646765990515325,3.81950004772259,0.700806069507104,0.485785393833308,0.817519485896883,-5.55945575165665
"ENSG00000005483",-0.0259274279329389,7.04069803468776,-0.436601324711435,0.66376643332131,0.8959697547276,-5.69702589461105
"ENSG00000005486",0.060109328474168,7.52789941537743,0.671852822798245,0.503925257162963,0.825807355899033,-5.57761229132411
"ENSG00000005513",0.0408649370380357,6.90185827107266,0.239760139443503,0.811240538094669,0.947889229644368,-5.75817737947917
"ENSG00000005700",-0.0628948779634518,6.22347918601022,-1.17237125750022,0.24508793608649,0.657969310577151,-5.15882029782348
"ENSG00000005801",-0.0674679294854722,5.87415955372157,-1.22914687407864,0.223200343467278,0.6363658159694,-5.09747066986605
"ENSG00000005810",-0.021588262596685,8.87971473428643,-0.31845657244448,0.751102487977612,0.928128776980932,-5.73798966559378
"ENSG00000005812",-0.00640489253416745,7.12217390576715,-0.173392282932932,0.862851772503686,0.960783528917058,-5.77079540320583
"ENSG00000005844",0.526851517053263,1.87745015377597,2.07326912997749,0.0418908181364896,0.361842174578226,-3.87096020774202
"ENSG00000005882",-0.00195323474310458,6.5098473177777,-0.0288660353369726,0.97705492999617,0.99304574288696,-5.78424648069566
"ENSG00000005884",-0.0207079826173755,5.73726551958357,-0.259555704220152,0.795980922398617,0.942136298284149,-5.75363871458521
"ENSG00000005889",0.0560881548014403,6.50784874928059,1.34480382358539,0.183101312629912,0.591910766458641,-4.96397362806008
"ENSG00000005893",-0.0804183161407454,7.65499161952973,-0.57761657066043,0.565427119195169,0.853407317437245,-5.63145186911503
"ENSG00000005955",-0.0855421691322542,6.58480287869935,-1.95894871438222,0.0541692938580921,0.391576716792546,-4.07020323715949
"ENSG00000005961",-0.230309785786078,2.40144950677408,-1.57202479393446,0.120528565862392,0.515524356685399,-4.66896512839124
"ENSG00000005981",-0.194548667103756,1.51575732656705,-0.781245580168913,0.437335764026234,0.791743354863141,-5.50506036347476
"ENSG00000006007",-0.0915382550347165,7.2934475995668,-1.40289190685956,0.165141818886994,0.572094345992406,-4.8926529022034
"ENSG00000006015",-0.0475615746621959,6.20127257860652,-0.803782321465436,0.424288709921356,0.783045887621388,-5.4887813683662
"ENSG00000006016",0.108580000109425,4.40866228126409,0.464671986540428,0.643655043169297,0.888416034842352,-5.68539941223091
"ENSG00000006025",-0.0452726431591584,4.75701869590561,-0.684045798673779,0.496241836458566,0.822003987491385,-5.57005807211604
"ENSG00000006042",-0.161603271265277,5.03045808943422,-0.618755368050597,0.538170105594481,0.839696115232682,-5.60889628687906
"ENSG00000006047",0.0598632929971156,2.08143059933422,0.346782175559142,0.729812469152013,0.922189807469298,-5.72933193839059
"ENSG00000006062",-0.0337291839105266,4.13923517568656,-0.407616250851497,0.684819907105393,0.904333487335931,-5.70825671321908
"ENSG00000006071",-0.178478829559262,5.51384093936776,-2.06340961853903,0.0428455649313682,0.363291691649856,-3.88853335786151
"ENSG00000006114",-0.0519345690910194,6.42473332881814,-1.23182989153955,0.222202543128782,0.635304172806357,-5.09450302391058
"ENSG00000006116",0.055474925138219,5.61904779191111,0.440745367875731,0.660783753847391,0.894325982020083,-5.69535274753166
"ENSG00000006118",0.18085155172349,8.05161106432768,1.88924703395693,0.0630697885410802,0.413709237520762,-4.18677764284211
"ENSG00000006125",0.0136212060389412,8.56729669953527,0.214047916022174,0.831142232123339,0.952616228631168,-5.76354980205774
"ENSG00000006128",-0.514568353116012,4.12736332691895,-1.8451051845973,0.0694002160231562,0.428761249022929,-4.25897639648815
"ENSG00000006194",0.0221470772422493,6.14004897712072,0.459756947114295,0.647138971451174,0.889797146966753,-5.68750308128218
"ENSG00000006210",0.0638264615028802,7.86633173614325,0.555947827902552,0.580050375675158,0.860863461236498,-5.64271741439196
"ENSG00000006282",0.0987121465015462,6.25680993234742,1.12050411046295,0.266391668667574,0.674430768451544,-5.21243705950227
"ENSG00000006283",-0.0726707553877024,5.91197060648243,-0.53459262782889,0.594669540872342,0.867085599880693,-5.65337310285888
"ENSG00000006377",-0.251285129668465,2.61051787386191,-1.04097622224544,0.301527674053982,0.704231173685003,-5.29011259812556
"ENSG00000006432",-0.259613971554098,7.57592239157072,-2.84612883224935,0.00582560598379627,0.196798679475944,-2.27845180575676
"ENSG00000006451",0.0104725733369486,5.53425232174888,0.166604853770246,0.868169213482637,0.961685527821596,-5.77185707866694
"ENSG00000006459",-0.0104955217349647,5.89889502448984,-0.183516777664002,0.854931850634108,0.958018133822207,-5.7691330559591
"ENSG00000006468",-0.0417897022510035,5.87881698258794,-0.398922146776279,0.691184970571009,0.906879587315558,-5.71147585951361
"ENSG00000006530",-0.0863691027304956,5.2149158601148,-1.4615247430094,0.148419951780865,0.553202960499474,-4.81779501492993
"ENSG00000006534",-0.125296771567428,2.11814886834435,-0.71629092079919,0.476233936045384,0.812952212935976,-5.54943573079548
"ENSG00000006576",-0.0120227467811841,4.90127142374145,-0.205924032626508,0.837457839283149,0.953091527361448,-5.76511904608853
"ENSG00000006607",-0.0267390550920049,5.41922754167273,-0.371853672227084,0.711143622789655,0.91454667155152,-5.72105614704082
"ENSG00000006611",-0.35948774085483,2.40743478452784,-1.34919792965003,0.181693017808058,0.590497549352361,-4.95867790685369
"ENSG00000006625",0.0939021220285704,4.85724376552624,1.04961520278044,0.297564840122637,0.700362210658417,-5.28194175078976
"ENSG00000006634",-0.0770766786851246,3.1258175361042,-0.713502331389977,0.477946209321984,0.813323122890378,-5.55125609535691
"ENSG00000006652",0.23308634358114,5.81845594724491,2.90124025809096,0.00498660730542926,0.189607781214412,-2.14970659936849
"ENSG00000006695",-0.11311061004861,3.50295244619711,-1.54146815560702,0.127786000037804,0.527084744559676,-4.71112773100061
"ENSG00000006704",0.0304263125657105,3.81444950133131,0.422462722923774,0.674003518603158,0.899703865557164,-5.70259996253534
"ENSG00000006712",-0.133604439697492,6.66472058767379,-2.375319909387,0.020323079591831,0.291937517649964,-3.29794665025725
"ENSG00000006715",-0.102722254041336,6.69592237884471,-1.98580420975102,0.0510379036607931,0.385571102981966,-4.02429101139787
"ENSG00000006740",-0.152687067605644,6.28069153014772,-1.74723747692271,0.085054323446285,0.460760950168525,-4.41255798385683
"ENSG00000006744",-0.0787690679244679,6.07350110894486,-1.6066869184139,0.112699237336347,0.505152773456526,-4.62021278112224
"ENSG00000006747",1.24237126810912,2.0114408040099,2.80552005359141,0.00654852922230766,0.201067185454691,-2.37426278448509
"ENSG00000006756",0.147193005729767,4.40505663333779,1.17352303403811,0.244629130175303,0.657785598238686,-5.15760329195866
"ENSG00000006757",0.025140268852633,4.03152435220241,0.283831515437905,0.777391157534104,0.936352589259494,-5.74757436636258
"ENSG00000006831",0.0433574769447395,6.48073033339844,0.397816941331976,0.691996973039178,0.9073006181562,-5.71187916323879
"ENSG00000006837",-0.110524866209286,1.64812474181788,-0.87049204329034,0.387056042132026,0.762111531275401,-5.43794061363388
"ENSG00000007001",0.594328192116434,2.11677199122738,3.6377783264562,0.000526854109768824,0.117128045006048,-0.260945238426235
"ENSG00000007047",-0.0393080753227594,5.14944636179584,-0.708056487315823,0.481300009385775,0.814798406920031,-5.55479094324557
"ENSG00000007062",-0.1841955910114,2.82257133072617,-1.11898356638303,0.267035286880167,0.674762074522721,-5.2139737616984
"ENSG00000007080",0.076221098839183,5.65844840714094,1.40937716721509,0.163223829224584,0.570410999060877,-4.8845143560605
"ENSG00000007168",-0.11883587026035,9.26421987458749,-2.1018063322336,0.0392304293941998,0.355905120364107,-3.81968620388715
"ENSG00000007171",-0.17962103273907,2.94723317127822,-1.14106760815098,0.257794549624626,0.667519940661817,-5.19145827667797
"ENSG00000007174",0.0650935946597495,3.648277616746,0.505724021023169,0.614665465475129,0.877061198149622,-5.66715169507124
"ENSG00000007202",-0.00939920784735932,8.60344249144772,-0.206282413497632,0.83717900055797,0.953034606139258,-5.76505109798179
"ENSG00000007237",-0.148197978697208,9.49389887721686,-1.83242844637316,0.0712114462635801,0.432021791175248,-4.2790154145697
"ENSG00000007255",-0.0700614786200055,2.58088097766656,-0.626525950538523,0.533041547631899,0.838354868505818,-5.60451946269412
"ENSG00000007264",-0.110346726157355,6.06073766093125,-1.19772569937263,0.235130259903245,0.649343875680203,-5.13176563815881
"ENSG00000007341",0.0464808134862261,4.37045876773566,0.81620846635127,0.417195455046391,0.779519993933027,-5.47961161368644
"ENSG00000007372",0.383530673752789,5.31256012131913,2.54202624935726,0.0132987475760485,0.25622843594955,-2.95488080453484
"ENSG00000007376",-0.129503834334915,5.44989819442825,-2.21259447486215,0.0302440062261398,0.327815915613705,-3.61490212759515
"ENSG00000007384",0.122961472794642,3.52156340404116,1.08148033352308,0.28325633481515,0.687849439678406,-5.25124006339343
"ENSG00000007392",-0.0540890643192961,6.41756819717973,-0.961249619640335,0.339789904034114,0.729190213326358,-5.36243214935909
"ENSG00000007402",-0.228775724901925,4.16834975283296,-1.54456324879507,0.127035435559705,0.525915286633918,-4.70689194841729
"ENSG00000007516",0.365269708472744,6.76984352861486,1.37582415968171,0.17344596245139,0.580607136734472,-4.92624820980712
"ENSG00000007520",0.0487979317579893,5.94045293405131,0.880771637912187,0.381505171298854,0.758556829218802,-5.42975443612713
"ENSG00000007541",-0.0345336798051009,6.08813798271671,-0.659296826223685,0.511904004183198,0.828636516718461,-5.58525143330059
"ENSG00000007545",0.053315827028968,4.63467016385057,0.898874350957566,0.371851989293415,0.752506326895397,-5.41511043748152
"ENSG00000007866",0.211814698382981,1.61497182467615,0.998266071536299,0.321645356123222,0.717261216239763,-5.32954857892889
"ENSG00000007923",-0.0687818369744102,5.91518010981657,-1.31722787109421,0.192128564158323,0.602659683241317,-4.99683512345464
"ENSG00000007944",0.0931243950121803,5.56056233045053,0.895354462843044,0.373716733511016,0.753642868524007,-5.41798056222447
"ENSG00000008018",-0.0192668750612074,6.25782283791875,-0.36363713839754,0.717243028337813,0.916979875197372,-5.72383167180997
"ENSG00000008056",-0.0268648359355829,7.88318787383713,-0.213667795078005,0.831440693152269,0.952616228631168,-5.76362309373562
"ENSG00000008083",0.00189397997842434,5.59542017976283,0.0272415970489825,0.978345831843749,0.993441794781872,-5.78428843051832
"ENSG00000008086",-0.0579695722739627,6.75710780041073,-0.68471699481558,0.495820743214761,0.822003987491385,-5.56963834161141
"ENSG00000008118",0.0225807594733751,5.84963052018122,0.160688044803715,0.872814727097076,0.962989120228939,-5.77274618231557
"ENSG00000008128",-0.121780883859384,1.16932810528078,-0.596098072427934,0.553064147732737,0.847577287947591,-5.62154123033533
"ENSG00000008130",0.049572260070275,5.45700621915148,0.840217392640983,0.403694374993671,0.771462044282937,-5.46150451098804
"ENSG00000008226",0.190918447329684,1.29517821715388,0.982988351957208,0.32905432337719,0.721458410789255,-5.34326656710724
"ENSG00000008256",-0.019750899100959,6.25350550621282,-0.278640915717429,0.781355453798482,0.936840798168674,-5.74891646484076
"ENSG00000008277",-0.20292852524359,7.72260063852637,-2.11110655111587,0.0383956815647222,0.353758706966842,-3.8028446642452
"ENSG00000008282",-0.0638904975770427,5.20937095915476,-0.517769519510384,0.606278548665245,0.872761877171576,-5.66150078306983
"ENSG00000008283",-0.0585659213324733,6.27536031033091,-0.573471854663317,0.568193448320386,0.855084625506262,-5.63365548013348
"ENSG00000008294",-0.090025144560809,8.29025501319689,-1.77778934195718,0.0798535374025762,0.452362031753163,-4.36532609120309
"ENSG00000008300",-0.00366943062170263,7.36665312012383,-0.0482485675677709,0.961657807966318,0.988810176338996,-5.78355854689766
"ENSG00000008311",-0.0809728555679659,4.42887220839936,-0.720754426708924,0.473500380201858,0.811343241720472,-5.54650745788563
"ENSG00000008324",0.0443180816780371,3.99856503539254,0.606471361578162,0.546196012539878,0.844522616383461,-5.61583234290234
"ENSG00000008382",-0.0495415887355449,4.27199306504932,-0.591450844067955,0.556155043688321,0.848465044446678,-5.62406722283347
"ENSG00000008394",0.543313511336803,3.79370141448056,2.82223322850413,0.00623119258070448,0.200851748143473,-2.33396476678551
"ENSG00000008405",0.032860317075439,4.11841026302224,0.374968935647707,0.708835965681371,0.914189118630421,-5.71998767624632
"ENSG00000008441",-0.242642011141692,7.46631314607817,-2.76337767465377,0.00733176704431394,0.208603687884439,-2.46818792161223
"ENSG00000008513",0.042499721872218,5.81450085160963,0.432382579267524,0.666814428876755,0.897156432718417,-5.69870820511814
"ENSG00000008710",-0.150938202899734,8.82014939161377,-2.08146064267555,0.0411116406260273,0.359515224345666,-3.85630454343549
"ENSG00000008735",-0.0532511160617432,8.34308966956192,-0.773424989265705,0.441917884997437,0.794257353628551,-5.51060331546801
"ENSG00000008838",0.0148436508641964,6.08947658904292,0.254137037321134,0.800147016725252,0.943546067231498,-5.7549185432454
"ENSG00000008853",-0.119578249502846,8.17982001224105,-1.38319318420427,0.171073979236006,0.57858026062563,-4.91715710114181
"ENSG00000008869",-0.0909844912902568,6.2865422608508,-1.66784311565898,0.0998884959132002,0.483593823942675,-4.53181420945065
"ENSG00000008952",-0.0168191817055336,8.6123650583063,-0.29588516572974,0.768208218810076,0.934441147245084,-5.74436243770268
"ENSG00000008988",0.0907108267804279,7.8038627475222,1.54925369530642,0.125904682698083,0.524818846225413,-4.70045784484521
"ENSG00000009307",-0.0749134939690537,8.91359398196272,-1.92213747604329,0.0587266081898203,0.400474368645451,-4.13223651452003
"ENSG00000009335",-0.0973560994717802,6.50755731693724,-2.06637394809207,0.0425565566496751,0.36290757984251,-3.88325754678036
"ENSG00000009413",-0.0306951527666286,6.95674262506454,-0.548782508515143,0.584929729231107,0.863513956095913,-5.64634499701399
"ENSG00000009694",0.0827299074254269,5.58998302193284,0.773454013730372,0.441900827667883,0.794257353628551,-5.51058284512421
"ENSG00000009709",-0.0328738482850058,2.44964593811285,-0.149741070708184,0.881406614509162,0.966105919829451,-5.77431153202231
"ENSG00000009780",-0.114278341074768,4.56813787565802,-1.26389227050201,0.210530458770827,0.624596292275453,-5.05856280971028
"ENSG00000009790",0.440357212678274,1.96723805564647,1.7339860932557,0.0873955622658055,0.464131205380066,-4.4328132242873
"ENSG00000009830",-0.10471867075839,5.23927328332272,-1.51949949349998,0.133215167502737,0.533226755166361,-4.740966333299
"ENSG00000009844",-0.117669753961057,5.83562778000534,-2.34996849096863,0.02164735707609,0.297240209396965,-3.34856876046868
"ENSG00000009950",0.025628781286666,4.55455751576935,0.323264339673751,0.747474689441367,0.926470034873544,-5.73657194374302
"ENSG00000009954",-0.008310351870705,7.42506753381055,-0.178583364369169,0.858789217605509,0.959502456714156,-5.7699548457066
"ENSG00000010017",-0.0278250418954654,6.21351000970916,-0.520429345972013,0.60443366343123,0.872051352517668,-5.66023519986136
"ENSG00000010072",-0.171227895598825,4.53648149938154,-1.93765695526196,0.0567670336452516,0.396625648037093,-4.10621069319044
"ENSG00000010165",-0.138322602708996,5.45561684275218,-2.67315520636004,0.00937461161046018,0.228567448192238,-2.67005916890126
"ENSG00000010219",0.0479706310801501,3.91875969114528,0.532868195300832,0.595840323161396,0.867380644474396,-5.65423129677228
"ENSG00000010244",0.0636348803862943,7.91243223614982,1.68781359125638,0.0959716558154226,0.477830874901204,-4.50229306430914
"ENSG00000010256",-0.219186329722749,6.80391847664537,-3.16416168033968,0.0023155668682198,0.155326641004765,-1.5102352051316
"ENSG00000010270",0.0606314135301963,5.29162755148863,1.01010322151441,0.315982007885581,0.712670924001851,-5.31877900292153
"ENSG00000010278",-0.156047824400456,4.53095892292421,-0.770105284896108,0.443906091455448,0.795186263164867,-5.51290503193559
"ENSG00000010282",-0.35923520028296,5.36323290818349,-2.16965248572801,0.0335343552506571,0.339608395564468,-3.69594895527411
"ENSG00000010292",-0.160591728615773,5.02803590254394,-1.66858795825468,0.0997401046556984,0.483526366692532,-4.530718921751
"ENSG00000010295",-0.144396133075017,6.05137803464202,-2.41476675306361,0.0184058196860629,0.281911871500631,-3.218280051118
"ENSG00000010310",-0.826390962767758,0.787356833597867,-2.37317008942956,0.0204325098082297,0.292567058775069,-3.30225703337201
"ENSG00000010318",-0.1319471427489,3.70386611099154,-1.44392842981847,0.153293528147437,0.559257068930716,-4.84056193177712
"ENSG00000010319",-0.322913622185279,4.51641298129693,-1.45328565085388,0.150754402726579,0.555565049769078,-4.82851644805064
"ENSG00000010322",0.141318857918573,8.63704607729505,1.85922903214551,0.0672674837922217,0.42343000900141,-4.23582215605544
"ENSG00000010327",0.493175499752007,5.54246940168249,1.98700398413724,0.0510020946250955,0.385477742044185,-4.02291783535775
"ENSG00000010361",-0.0149358969795818,4.69355239765835,-0.188736230023113,0.850854689108561,0.957126842418527,-5.76823926731313
"ENSG00000010379",0.612903354374239,3.24873942619022,2.33968363120898,0.0222329068069359,0.299065009908471,-3.36955413874671
"ENSG00000010404",0.100120965373665,10.3237892500823,0.931189121501788,0.355008955742999,0.742240181998392,-5.38824844162996
"ENSG00000010438",-0.0490557730872056,3.78065908363267,-0.476980289527078,0.634886425728428,0.885988934210788,-5.68010301423351
"ENSG00000010539",-0.0714585520671899,4.59622159998215,-1.0914733190211,0.278868877110694,0.684609917682735,-5.24142969693741
"ENSG00000010610",0.572539140438227,4.31582801276935,3.08527366276507,0.00293472133882717,0.163265692993836,-1.70802335877167
"ENSG00000010626",-0.0698418064299659,3.72592065785762,-0.823649646200012,0.412982190670919,0.777515885445741,-5.47405453673105
